wbps_gene_id,principal_transcript_id,principal_cds_length,principal_isoform_type,genome_name,gene_description,transcript_biotype,species
TTRE4548,TTRE4548_t1,238.0,protein_coding,,Ribosomal protein S6 kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077YX87],protein_coding,trtricprjeb535
TTRE10622,TTRE10622_t1,1200.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2042,TTRE2042_t1,884.0,protein_coding,,Cuticle collagen 34 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3P9],protein_coding,trtricprjeb535
TTRE568,TTRE568_t1,190.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6418,TTRE6418_t1,185.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9204,TTRE9204_t1,776.0,protein_coding,,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ29]",protein_coding,trtricprjeb535
TTRE5762,TTRE5762_t1,332.0,protein_coding,,U4:U6 small nuclear ribonucleoprotein Prp3  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9Z8],protein_coding,trtricprjeb535
TTRE8165,TTRE8165_t1,293.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8974,TTRE8974_t1,245.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12009,TTRE12009_t1,173.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3160,TTRE3160_t1,452.0,protein_coding,,cGMP-dependent protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7L3],protein_coding,trtricprjeb535
TTRE4251,TTRE4251_t1,995.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10678,TTRE10678_t1,2239.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3775,TTRE3775_t1,225.0,protein_coding,,Phosphatidylethanolamine binding protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZA12],protein_coding,trtricprjeb535
TTRE6936,TTRE6936_t1,148.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1617,TTRE1617_t1,301.0,protein_coding,,"WAP domain containing protein, SLPI-like  [Source:UniProtKB/TrEMBL;Acc:A0A077ZLR3]",protein_coding,trtricprjeb535
TTRE4366,TTRE4366_t1,185.0,protein_coding,,Cyclin dependent kinase 5  [Source:UniProtKB/TrEMBL;Acc:A0A077ZL81],protein_coding,trtricprjeb535
TTRE1921,TTRE1921_t1,217.0,protein_coding,,Queuine tRNA-ribosyltransferase catalytic subunit 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7S2],protein_coding,trtricprjeb535
TTRE6966,TTRE6966_t1,1699.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5584,TTRE5584_t1,189.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4086,TTRE4086_t1,251.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2155,TTRE2155_t1,229.0,protein_coding,,BAR and SH3 9 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCW2],protein_coding,trtricprjeb535
TTRE2572,TTRE2572_t1,369.0,protein_coding,,DUF2045 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDT6],protein_coding,trtricprjeb535
TTRE3008,TTRE3008_t1,731.0,protein_coding,,WHIM1 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGP6],protein_coding,trtricprjeb535
TTRE8045,TTRE8045_t1,496.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5133,TTRE5133_t1,353.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9394,TTRE9394_t1,295.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2387,TTRE2387_t1,186.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1067,TTRE1067_t1,139.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4094,TTRE4094_t1,1044.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2936,TTRE2936_t1,554.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5152,TTRE5152_t1,2369.0,protein_coding,,Tetratricopeptide repeat protein 27  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3G4],protein_coding,trtricprjeb535
TTRE6169,TTRE6169_t1,337.0,protein_coding,,Protein tag 52  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1G5],protein_coding,trtricprjeb535
TTRE5090,TTRE5090_t1,284.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10225,TTRE10225_t1,215.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9134,TTRE9134_t1,383.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3910,TTRE3910_t3,486.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE990,TTRE990_t1,418.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7248,TTRE7248_t1,383.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10644,TTRE10644_t1,141.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12084,TTRE12084_t1,133.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12237,TTRE12237_t1,369.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9249,TTRE9249_t1,395.0,protein_coding,,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8P3],protein_coding,trtricprjeb535
TTRE11492,TTRE11492_t1,281.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6815,TTRE6815_t1,518.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8814,TTRE8814_t1,121.0,protein_coding,,Late endosomal/lysosomal adaptor and MAPK and MTOR activator 4  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7D0],protein_coding,trtricprjeb535
TTRE10696,TTRE10696_t1,887.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6255,TTRE6255_t1,156.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1219,TTRE1219_t1,344.0,protein_coding,,[histone H3]-trimethyl-L-lysine(4) demethylase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3X1],protein_coding,trtricprjeb535
TTRE5312,TTRE5312_t1,529.0,protein_coding,,E3 ubiquitin-protein ligase CBL  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFZ1],protein_coding,trtricprjeb535
TTRE9414,TTRE9414_t1,240.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7749,TTRE7749_t1,386.0,protein_coding,,Histone H2A  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHJ7],protein_coding,trtricprjeb535
TTRE7450,TTRE7450_t1,293.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5233,TTRE5233_t1,301.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5703,TTRE5703_t1,290.0,protein_coding,,PAN 1 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YVM8],protein_coding,trtricprjeb535
TTRE4747,TTRE4747_t1,305.0,protein_coding,,Signal transducer and activator of transcription  [Source:UniProtKB/TrEMBL;Acc:A0A077YY66],protein_coding,trtricprjeb535
TTRE6200,TTRE6200_t1,319.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7465,TTRE7465_t1,232.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9221,TTRE9221_t1,407.0,protein_coding,,Serine protease  [Source:UniProtKB/TrEMBL;Acc:A0A077YX58],protein_coding,trtricprjeb535
TTRE2823,TTRE2823_t1,311.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8485,TTRE8485_t1,521.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1169,TTRE1169_t1,212.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9315,TTRE9315_t1,605.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9504,TTRE9504_t1,162.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10937,TTRE10937_t1,610.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1530,TTRE1530_t1,150.0,protein_coding,,SnoaL-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YVT6],protein_coding,trtricprjeb535
TTRE85,TTRE85_t1,497.0,protein_coding,,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFS3]",protein_coding,trtricprjeb535
TTRE12509,TTRE12509_t1,120.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11847,TTRE11847_t1,557.0,protein_coding,,Protein CBG12556  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9E0],protein_coding,trtricprjeb535
TTRE2577,TTRE2577_t1,392.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10684,TTRE10684_t1,1466.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE122,TTRE122_t1,260.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5851,TTRE5851_t1,509.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE281,TTRE281_t1,367.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1531,TTRE1531_t1,307.0,protein_coding,,protein disulfide-isomerase  [Source:UniProtKB/TrEMBL;Acc:A0A077YWN0],protein_coding,trtricprjeb535
TTRE9114,TTRE9114_t1,1901.0,protein_coding,,Dipeptidyl aminopeptidase  [Source:UniProtKB/TrEMBL;Acc:A0A077YVK6],protein_coding,trtricprjeb535
TTRE5073,TTRE5073_t1,220.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3383,TTRE3383_t1,271.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10784,TTRE10784_t1,614.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10458,TTRE10458_t1,413.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8827,TTRE8827_t1,213.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10497,TTRE10497_t1,3881.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11501,TTRE11501_t1,212.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2211,TTRE2211_t1,416.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8375,TTRE8375_t1,785.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5942,TTRE5942_t1,154.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE19,TTRE19_t1,355.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1235,TTRE1235_t1,2149.0,protein_coding,,TSP 1 and CBM 14 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3K5],protein_coding,trtricprjeb535
TTRE7039,TTRE7039_t1,1229.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7898,TTRE7898_t1,176.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4264,TTRE4264_t1,202.0,protein_coding,,Zona pellucida domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZH96],protein_coding,trtricprjeb535
TTRE7955,TTRE7955_t1,840.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5513,TTRE5513_t1,896.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4241,TTRE4241_t1,351.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7682,TTRE7682_t1,200.0,protein_coding,,ADP ribosylation factor protein 3  [Source:UniProtKB/TrEMBL;Acc:A0A077YZP1],protein_coding,trtricprjeb535
TTRE10285,TTRE10285_t1,449.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4012,TTRE4012_t1,774.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11087,TTRE11087_t1,1313.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2143,TTRE2143_t1,262.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2305,TTRE2305_t1,285.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8573,TTRE8573_t1,357.0,protein_coding,,CC domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5P5],protein_coding,trtricprjeb535
TTRE4048,TTRE4048_t1,1249.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8204,TTRE8204_t1,452.0,protein_coding,,Consortin_C domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z4S8],protein_coding,trtricprjeb535
TTRE6884,TTRE6884_t1,326.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9311,TTRE9311_t1,156.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2798,TTRE2798_t1,165.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1988,TTRE1988_t1,315.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11208,TTRE11208_t1,155.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE300,TTRE300_t1,219.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7363,TTRE7363_t1,390.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5651,TTRE5651_t1,68.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2519,TTRE2519_t1,1173.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2845,TTRE2845_t1,122.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE879,TTRE879_t1,385.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1012,TTRE1012_t1,174.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10868,TTRE10868_t1,503.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7972,TTRE7972_t1,306.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1725,TTRE1725_t1,257.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10184,TTRE10184_t1,214.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7757,TTRE7757_t1,146.0,protein_coding,,Barrier to autointegration factor  [Source:UniProtKB/TrEMBL;Acc:A0A077ZD69],protein_coding,trtricprjeb535
TTRE2759,TTRE2759_t1,1318.0,protein_coding,,RNA binding protein 19  [Source:UniProtKB/TrEMBL;Acc:A0A077YY00],protein_coding,trtricprjeb535
TTRE7079,TTRE7079_t1,630.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10485,TTRE10485_t1,831.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11320,TTRE11320_t1,275.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12331,TTRE12331_t1,113.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11035,TTRE11035_t1,485.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8926,TTRE8926_t1,165.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5126,TTRE5126_t1,932.0,protein_coding,,Transcription elongation factor  [Source:UniProtKB/TrEMBL;Acc:A0A077YXI9],protein_coding,trtricprjeb535
TTRE8801,TTRE8801_t1,557.0,protein_coding,,Receptor expression-enhancing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ42],protein_coding,trtricprjeb535
TTRE3082,TTRE3082_t1,145.0,protein_coding,,60S ribosomal protein L30  [Source:UniProtKB/TrEMBL;Acc:A0A077YY12],protein_coding,trtricprjeb535
TTRE11890,TTRE11890_t1,1100.0,protein_coding,,Eukaryotic translation initiation factor 2-alpha kinase 4  [Source:UniProtKB/TrEMBL;Acc:A0A077ZG80],protein_coding,trtricprjeb535
TTRE1720,TTRE1720_t1,779.0,protein_coding,,Ttbk family protein kinase protein serine threon ine kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZD93],protein_coding,trtricprjeb535
TTRE9363,TTRE9363_t1,886.0,protein_coding,,GLTSCR1 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YYX3],protein_coding,trtricprjeb535
TTRE691,TTRE691_t1,215.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE706,TTRE706_t2,181.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7227,TTRE7227_t1,305.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6394,TTRE6394_t1,1223.0,protein_coding,,3' exoribonuclease  [Source:UniProtKB/TrEMBL;Acc:A0A077ZB13],protein_coding,trtricprjeb535
TTRE8494,TTRE8494_t1,331.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6717,TTRE6717_t1,2085.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12400,TTRE12400_t1,1646.0,protein_coding,,Phosphatidylinositol 3-kinase catalytic subunit type 3  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJ99],protein_coding,trtricprjeb535
TTRE7445,TTRE7445_t1,435.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9946,TTRE9946_t1,910.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7122,TTRE7122_t1,443.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3394,TTRE3394_t1,238.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2909,TTRE2909_t1,186.0,protein_coding,,Ras protein Rab 27A  [Source:UniProtKB/TrEMBL;Acc:A0A077ZIW3],protein_coding,trtricprjeb535
TTRE7218,TTRE7218_t1,374.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3822,TTRE3822_t1,214.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1096,TTRE1096_t1,1016.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE761,TTRE761_t1,259.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3889,TTRE3889_t1,277.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2027,TTRE2027_t1,224.0,protein_coding,,GRIP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YXC3],protein_coding,trtricprjeb535
TTRE2844,TTRE2844_t1,438.0,protein_coding,,Transmembrane protein 129  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0E4],protein_coding,trtricprjeb535
TTRE5592,TTRE5592_t1,252.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2345,TTRE2345_t1,226.0,protein_coding,,Peptidyl-prolyl cis-trans isomerase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z821],protein_coding,trtricprjeb535
TTRE2937,TTRE2937_t1,2290.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8522,TTRE8522_t1,1128.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9019,TTRE9019_t1,224.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1103,TTRE1103_t5,273.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1906,TTRE1906_t1,254.0,protein_coding,,FXYD domain-containing ion transport regulator  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFQ8],protein_coding,trtricprjeb535
TTRE5110,TTRE5110_t1,1088.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10726,TTRE10726_t1,503.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6562,TTRE6562_t1,499.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8729,TTRE8729_t1,179.0,protein_coding,,"ADP-ribose pyrophosphatase, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077ZE31]",protein_coding,trtricprjeb535
TTRE11140,TTRE11140_t1,155.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE823,TTRE823_t1,609.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8357,TTRE8357_t1,588.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11937,TTRE11937_t1,566.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8737,TTRE8737_t1,383.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9937,TTRE9937_t1,368.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4147,TTRE4147_t1,306.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6540,TTRE6540_t1,454.0,protein_coding,,Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZLF0],protein_coding,trtricprjeb535
TTRE8967,TTRE8967_t1,175.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11081,TTRE11081_t1,413.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4506,TTRE4506_t1,570.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6557,TTRE6557_t1,1547.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8228,TTRE8228_t1,1244.0,protein_coding,,RNA exonuclease  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8L6],protein_coding,trtricprjeb535
TTRE4587,TTRE4587_t1,791.0,protein_coding,,WD40 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z710],protein_coding,trtricprjeb535
TTRE10910,TTRE10910_t1,449.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2128,TTRE2128_t1,1769.0,protein_coding,,NADPH-dependent diflavin oxidoreductase 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8P9],protein_coding,trtricprjeb535
TTRE3826,TTRE3826_t1,1305.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7584,TTRE7584_t1,1739.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1866,TTRE1866_t1,258.0,protein_coding,,Kazal 1 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YW27],protein_coding,trtricprjeb535
TTRE10840,TTRE10840_t1,292.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE204,TTRE204_t1,287.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11883,TTRE11883_t1,878.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1207,TTRE1207_t1,245.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7704,TTRE7704_t1,530.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9273,TTRE9273_t1,599.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7040,TTRE7040_t1,950.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8321,TTRE8321_t1,1535.0,protein_coding,,glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0C4],protein_coding,trtricprjeb535
TTRE7821,TTRE7821_t1,518.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12413,TTRE12413_t1,595.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12252,TTRE12252_t1,1043.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4331,TTRE4331_t1,975.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1493,TTRE1493_t1,485.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5275,TTRE5275_t1,799.0,protein_coding,,Ubiquitin carboxyl-terminal hydrolase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFJ8],protein_coding,trtricprjeb535
TTRE11960,TTRE11960_t1,236.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5345,TTRE5345_t1,68.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2821,TTRE2821_t1,256.0,protein_coding,,Deoxyribonuclease (DNase) II  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9T0],protein_coding,trtricprjeb535
TTRE1794,TTRE1794_t1,196.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11632,TTRE11632_t1,173.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE577,TTRE577_t1,264.0,protein_coding,,Lethal(3)malignant brain tumor protein 2  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEP7],protein_coding,trtricprjeb535
TTRE1896,TTRE1896_t1,217.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12412,TTRE12412_t1,1037.0,protein_coding,,7TM GPCR Srw domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7U1],protein_coding,trtricprjeb535
TTRE5601,TTRE5601_t1,1106.0,protein_coding,,Putative proteasomal atpase-associated factor 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0C7],protein_coding,trtricprjeb535
TTRE7607,TTRE7607_t1,293.0,protein_coding,,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHR1],protein_coding,trtricprjeb535
TTRE1486,TTRE1486_t1,271.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9854,TTRE9854_t1,294.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1877,TTRE1877_t1,443.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10088,TTRE10088_t1,168.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5150,TTRE5150_t1,848.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3853,TTRE3853_t1,2265.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE620,TTRE620_t1,1604.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE753,TTRE753_t1,1115.0,protein_coding,,Protein DMSR 8  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJQ6],protein_coding,trtricprjeb535
TTRE11638,TTRE11638_t1,787.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5467,TTRE5467_t1,271.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4782,TTRE4782_t1,424.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4365,TTRE4365_t1,256.0,protein_coding,,AP complex subunit beta  [Source:UniProtKB/TrEMBL;Acc:A0A077ZF94],protein_coding,trtricprjeb535
TTRE4164,TTRE4164_t1,889.0,protein_coding,inx,Innexin  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0H5],protein_coding,trtricprjeb535
TTRE2814,TTRE2814_t1,203.0,protein_coding,,Calcium uniporter protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0P6],protein_coding,trtricprjeb535
TTRE1541,TTRE1541_t1,464.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6623,TTRE6623_t1,664.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7961,TTRE7961_t1,140.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9458,TTRE9458_t1,274.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE294,TTRE294_t1,364.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11570,TTRE11570_t1,171.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6343,TTRE6343_t1,300.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE565,TTRE565_t1,937.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6927,TTRE6927_t1,1688.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6180,TTRE6180_t1,1011.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3861,TTRE3861_t1,202.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12491,TTRE12491_t1,152.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2102,TTRE2102_t1,798.0,protein_coding,,"Transcription factor A, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077YZX3]",protein_coding,trtricprjeb535
TTRE6424,TTRE6424_t1,1792.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1350,TTRE1350_t1,325.0,protein_coding,,DnaJ subfamily A  [Source:UniProtKB/TrEMBL;Acc:A0A077YWP2],protein_coding,trtricprjeb535
TTRE12307,TTRE12307_t1,473.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12305,TTRE12305_t1,593.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE969,TTRE969_t1,339.0,protein_coding,,Protein phosphatase 2C  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBJ3],protein_coding,trtricprjeb535
TTRE8016,TTRE8016_t1,2580.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE594,TTRE594_t1,347.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE25,TTRE25_t1,305.0,protein_coding,,"Protein bunched, class 2 isoform  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9K2]",protein_coding,trtricprjeb535
TTRE3112,TTRE3112_t1,889.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5515,TTRE5515_t1,304.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11463,TTRE11463_t1,1318.0,protein_coding,,,protein_coding,trtricprjeb535
