Gene stable ID,Genome name,Transcript stable ID,Gene description,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence,is_enzyme,is_enzyme_evidence,is_kinase,is_kinase_evidence,is_ion_channel,is_ion_channel_evidence,is_gpcr,is_gpcr_evidence,is_nuclear_receptor,is_nuclear_receptor_evidence,is_privileged_target_family,is_privileged_target_family_evidence
TTRE7151,Trichuris trichiura (PRJEB535),TTRE7151_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7152,Trichuris trichiura (PRJEB535),TTRE7152_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7153,Trichuris trichiura (PRJEB535),TTRE7153_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7154,Trichuris trichiura (PRJEB535),TTRE7154_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,True,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002156 - Ribonuclease H domain,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE7155,Trichuris trichiura (PRJEB535),TTRE7155_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7156,Trichuris trichiura (PRJEB535),TTRE7156_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7157,Trichuris trichiura (PRJEB535),TTRE7157_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7158,Trichuris trichiura (PRJEB535),TTRE7158_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7159,Trichuris trichiura (PRJEB535),TTRE7159_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE716,Trichuris trichiura (PRJEB535),TTRE716_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: H2BK1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: H2BK1 63.4146%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7160,Trichuris trichiura (PRJEB535),TTRE7160_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7161,Trichuris trichiura (PRJEB535),TTRE7161_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7162,Trichuris trichiura (PRJEB535),TTRE7162_t1,Ribosomal RNA methyltransferase 2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9Y0],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MRM2",True,Best human orthologue in WormBase ParaSite has < 40% identity: MRM2 38.0531%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002877 - Ribosomal RNA methyltransferase, FtsJ domain, IPR015507 - Ribosomal RNA large subunit methyltransferase E",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE7163,Trichuris trichiura (PRJEB535),TTRE7163_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7164,Trichuris trichiura (PRJEB535),TTRE7164_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7165,Trichuris trichiura (PRJEB535),TTRE7165_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7166,Trichuris trichiura (PRJEB535),TTRE7166_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 18.7279%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7167,Trichuris trichiura (PRJEB535),TTRE7167_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7168,Trichuris trichiura (PRJEB535),TTRE7168_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 30.5747%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7169,Trichuris trichiura (PRJEB535),TTRE7169_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE717,Trichuris trichiura (PRJEB535),TTRE717_t1,Wilms tumor protein 1 interacting protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZB70],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: AJUBA",True,Best human orthologue in WormBase ParaSite has < 40% identity: AJUBA 22.0459%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7170,Trichuris trichiura (PRJEB535),TTRE7170_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 23.0216%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7171,Trichuris trichiura (PRJEB535),TTRE7171_t1,DDE_Tnp_1_7 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGL7],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7172,Trichuris trichiura (PRJEB535),TTRE7172_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7173,Trichuris trichiura (PRJEB535),TTRE7173_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7174,Trichuris trichiura (PRJEB535),TTRE7174_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7175,Trichuris trichiura (PRJEB535),TTRE7175_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7176,Trichuris trichiura (PRJEB535),TTRE7176_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7177,Trichuris trichiura (PRJEB535),TTRE7177_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7178,Trichuris trichiura (PRJEB535),TTRE7178_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7179,Trichuris trichiura (PRJEB535),TTRE7179_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE718,Trichuris trichiura (PRJEB535),TTRE718_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CCNY",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CCNY 50.1266%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7180,Trichuris trichiura (PRJEB535),TTRE7180_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7181,Trichuris trichiura (PRJEB535),TTRE7181_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7182,Trichuris trichiura (PRJEB535),TTRE7182_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 10.0181%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7183,Trichuris trichiura (PRJEB535),TTRE7183_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 25.3829%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7184,Trichuris trichiura (PRJEB535),TTRE7184_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 31.422%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7185,Trichuris trichiura (PRJEB535),TTRE7185_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7186,Trichuris trichiura (PRJEB535),TTRE7186_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 26.3819%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7187,Trichuris trichiura (PRJEB535),TTRE7187_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7188,Trichuris trichiura (PRJEB535),TTRE7188_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7189,Trichuris trichiura (PRJEB535),TTRE7189_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE719,Trichuris trichiura (PRJEB535),TTRE719_t2,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TENT2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TENT2 19.4085%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7190,Trichuris trichiura (PRJEB535),TTRE7190_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7191,Trichuris trichiura (PRJEB535),TTRE7191_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7192,Trichuris trichiura (PRJEB535),TTRE7192_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7193,Trichuris trichiura (PRJEB535),TTRE7193_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7194,Trichuris trichiura (PRJEB535),TTRE7194_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7195,Trichuris trichiura (PRJEB535),TTRE7195_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7196,Trichuris trichiura (PRJEB535),TTRE7196_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 18.0212%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7197,Trichuris trichiura (PRJEB535),TTRE7197_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7198,Trichuris trichiura (PRJEB535),TTRE7198_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE7199,Trichuris trichiura (PRJEB535),TTRE7199_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
