Gene stable ID,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
Wban_00355,ENSG00000123165,ACTRT1,ortholog_many2many,15.0,22.3404,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ACTRT1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ACTRT1 15.0%
Wban_00356,ENSG00000152782,PANK1,ortholog_one2many,43.6123,42.9501,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PANK1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PANK1 43.6123%
Wban_00357,ENSG00000158669,GPAT4,ortholog_one2many,33.5559,44.0789,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GPAT4",True,Best human orthologue in WormBase ParaSite has < 40% identity: GPAT4 33.5559%
Wban_00358,ENSG00000157764,BRAF,ortholog_many2many,35.2318,34.7258,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: BRAF",True,Best human orthologue in WormBase ParaSite has < 40% identity: BRAF 35.2318%
Wban_00359,ENSG00000185046,ANKS1B,ortholog_one2one,23.2929,23.8911,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ANKS1B",True,Best human orthologue in WormBase ParaSite has < 40% identity: ANKS1B 23.2929%
Wban_00360,ENSG00000065320,NTN1,ortholog_one2many,51.1551,51.3245,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NTN1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: NTN1 51.1551%
Wban_00361,ENSG00000115275,MOGS,ortholog_one2one,37.1859,35.3644,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MOGS",True,Best human orthologue in WormBase ParaSite has < 40% identity: MOGS 37.1859%
Wban_00362,ENSG00000100258,LMF2,ortholog_one2one,34.7287,31.6832,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LMF2",True,Best human orthologue in WormBase ParaSite has < 40% identity: LMF2 34.7287%
Wban_00363,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00364,ENSG00000153066,TXNDC11,ortholog_many2many,19.3431,16.5971,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TXNDC11",True,Best human orthologue in WormBase ParaSite has < 40% identity: TXNDC11 19.3431%
Wban_00365,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00366,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00367,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00368,ENSG00000204681,GABBR1,ortholog_one2one,41.5493,36.8366,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GABBR1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: GABBR1 41.5493%
Wban_00369,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00370,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00371,ENSG00000100503,NIN,ortholog_one2many,12.1381,5.11017,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NIN",True,Best human orthologue in WormBase ParaSite has < 40% identity: NIN 12.1381%
Wban_00372,ENSG00000197386,HTT,ortholog_one2one,16.4996,13.6219,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HTT",True,Best human orthologue in WormBase ParaSite has < 40% identity: HTT 16.4996%
Wban_00373,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00374,ENSG00000116906,GNPAT,ortholog_one2one,27.9346,27.6471,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GNPAT",True,Best human orthologue in WormBase ParaSite has < 40% identity: GNPAT 27.9346%
Wban_00375,ENSG00000115163,CENPA,ortholog_one2one,33.5404,38.5714,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CENPA",True,Best human orthologue in WormBase ParaSite has < 40% identity: CENPA 33.5404%
Wban_00376,ENSG00000163053,SLC16A14,ortholog_many2many,23.301,23.5294,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC16A14",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC16A14 23.301%
Wban_00377,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00378,ENSG00000169744,LDB2,ortholog_one2many,22.3529,35.6568,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LDB2",True,Best human orthologue in WormBase ParaSite has < 40% identity: LDB2 22.3529%
Wban_00379,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00380,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00381,ENSG00000101997,CCDC22,ortholog_one2one,22.7941,19.7767,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CCDC22",True,Best human orthologue in WormBase ParaSite has < 40% identity: CCDC22 22.7941%
Wban_00382,ENSG00000118729,CASQ2,ortholog_one2many,27.9236,29.3233,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CASQ2",True,Best human orthologue in WormBase ParaSite has < 40% identity: CASQ2 27.9236%
Wban_00383,ENSG00000215375,MYL5,ortholog_many2many,47.0588,46.2428,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MYL5",False,Best human orthologue found in WormBase Parasite has >= 40% identity: MYL5 47.0588%
Wban_00384,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00385,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00386,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00387,ENSG00000138193,PLCE1,ortholog_one2one,26.9935,21.7637,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PLCE1",True,Best human orthologue in WormBase ParaSite has < 40% identity: PLCE1 26.9935%
Wban_00388,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00389,ENSG00000162621,LRRC53,ortholog_one2one,12.1413,8.82117,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LRRC53",True,Best human orthologue in WormBase ParaSite has < 40% identity: LRRC53 12.1413%
Wban_00390,ENSG00000196664,TLR7,ortholog_many2many,14.9639,13.8227,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TLR7",True,Best human orthologue in WormBase ParaSite has < 40% identity: TLR7 14.9639%
Wban_00391,ENSG00000106823,ECM2,ortholog_many2many,17.2471,14.8784,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ECM2",True,Best human orthologue in WormBase ParaSite has < 40% identity: ECM2 17.2471%
Wban_00392,ENSG00000111647,BLTP3B,ortholog_one2many,24.6154,13.1148,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: BLTP3B",True,Best human orthologue in WormBase ParaSite has < 40% identity: BLTP3B 24.6154%
Wban_00393,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00394,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00395,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00396,ENSG00000148384,INPP5E,ortholog_one2one,24.0185,16.1491,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: INPP5E",True,Best human orthologue in WormBase ParaSite has < 40% identity: INPP5E 24.0185%
Wban_00397,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00398,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00399,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00400,ENSG00000184381,PLA2G6,ortholog_many2many,21.1406,26.6749,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PLA2G6",True,Best human orthologue in WormBase ParaSite has < 40% identity: PLA2G6 21.1406%
Wban_00401,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00402,ENSG00000036054,TBC1D23,ortholog_one2one,26.2422,24.1774,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TBC1D23",True,Best human orthologue in WormBase ParaSite has < 40% identity: TBC1D23 26.2422%
Wban_00403,ENSG00000100359,SGSM3,ortholog_one2one,42.6108,46.1949,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SGSM3",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SGSM3 42.6108%
Wban_00404,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00405,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00406,ENSG00000129657,SEC14L1,ortholog_many2many,48.8243,49.3706,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SEC14L1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SEC14L1 48.8243%
Wban_00407,ENSG00000141580,WDR45B,ortholog_one2one,48.6567,47.3837,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: WDR45B",False,Best human orthologue found in WormBase Parasite has >= 40% identity: WDR45B 48.6567%
Wban_00408,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00409,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00410,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00411,ENSG00000132475,H3-3B,ortholog_one2many,100.0,100.0,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: H3-3B",False,Best human orthologue found in WormBase Parasite has >= 40% identity: H3-3B 100.0%
Wban_00412,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00413,ENSG00000168936,TMEM129,ortholog_one2one,35.0404,35.9116,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TMEM129",True,Best human orthologue in WormBase ParaSite has < 40% identity: TMEM129 35.0404%
Wban_00414,ENSG00000110911,SLC11A2,ortholog_one2many,49.7427,51.6934,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC11A2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SLC11A2 49.7427%
Wban_00415,ENSG00000143119,CD53,ortholog_many2many,18.9189,22.3744,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CD53",True,Best human orthologue in WormBase ParaSite has < 40% identity: CD53 18.9189%
Wban_00416,ENSG00000063854,HAGH,ortholog_many2many,47.2924,42.5325,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HAGH",False,Best human orthologue found in WormBase Parasite has >= 40% identity: HAGH 47.2924%
Wban_00417,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00418,ENSG00000085511,MAP3K4,ortholog_many2many,21.7277,5.16169,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MAP3K4",True,Best human orthologue in WormBase ParaSite has < 40% identity: MAP3K4 21.7277%
Wban_00419,ENSG00000168785,TSPAN5,ortholog_many2many,12.5761,23.1343,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TSPAN5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TSPAN5 12.5761%
Wban_00420,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00421,ENSG00000104805,NUCB1,ortholog_one2many,26.8692,24.9458,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NUCB1",True,Best human orthologue in WormBase ParaSite has < 40% identity: NUCB1 26.8692%
Wban_00422,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00423,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00424,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00425,ENSG00000165813,CCDC186,ortholog_one2one,21.0263,18.7082,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CCDC186",True,Best human orthologue in WormBase ParaSite has < 40% identity: CCDC186 21.0263%
Wban_00426,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00427,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00428,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00429,ENSG00000154451,GBP5,ortholog_many2many,18.7285,18.6007,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GBP5",True,Best human orthologue in WormBase ParaSite has < 40% identity: GBP5 18.7285%
Wban_00430,ENSG00000138175,ARL3,ortholog_one2one,66.8317,74.1758,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ARL3",False,Best human orthologue found in WormBase Parasite has >= 40% identity: ARL3 66.8317%
Wban_00431,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00432,ENSG00000157445,CACNA2D3,ortholog_many2many,19.7216,23.3731,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CACNA2D3",True,Best human orthologue in WormBase ParaSite has < 40% identity: CACNA2D3 19.7216%
Wban_00433,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00434,ENSG00000107223,EDF1,ortholog_one2one,53.7975,57.4324,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EDF1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: EDF1 53.7975%
Wban_00435,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00436,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00437,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00438,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00439,ENSG00000177885,GRB2,ortholog_one2one,52.439,59.447,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GRB2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: GRB2 52.439%
Wban_00440,ENSG00000156398,SFXN2,ortholog_one2one,42.6426,44.0994,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SFXN2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SFXN2 42.6426%
Wban_00441,ENSG00000131626,PPFIA1,ortholog_one2many,44.6672,46.3394,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PPFIA1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PPFIA1 44.6672%
Wban_00442,ENSG00000066739,ATG2B,ortholog_one2many,21.4252,21.5592,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ATG2B",True,Best human orthologue in WormBase ParaSite has < 40% identity: ATG2B 21.4252%
Wban_00443,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00444,ENSG00000157554,ERG,ortholog_many2many,36.5079,19.2067,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ERG",True,Best human orthologue in WormBase ParaSite has < 40% identity: ERG 36.5079%
Wban_00445,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00446,ENSG00000170382,LRRN2,ortholog_many2many,8.58779,12.6227,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LRRN2",True,Best human orthologue in WormBase ParaSite has < 40% identity: LRRN2 8.58779%
Wban_00447,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00448,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00449,ENSG00000122335,SERAC1,ortholog_one2one,22.4371,17.737,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SERAC1",True,Best human orthologue in WormBase ParaSite has < 40% identity: SERAC1 22.4371%
Wban_00450,ENSG00000016391,CHDH,ortholog_one2one,49.2683,51.0101,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CHDH",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CHDH 49.2683%
Wban_00451,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00452,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00453,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00454,ENSG00000178726,THBD,ortholog_one2one,12.2486,11.6522,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: THBD",True,Best human orthologue in WormBase ParaSite has < 40% identity: THBD 12.2486%
Wban_00455,ENSG00000134532,SOX5,ortholog_many2many,24.8,20.3145,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SOX5",True,Best human orthologue in WormBase ParaSite has < 40% identity: SOX5 24.8%
Wban_00456,ENSG00000157064,NMNAT2,ortholog_one2many,20.5817,29.9674,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NMNAT2",True,Best human orthologue in WormBase ParaSite has < 40% identity: NMNAT2 20.5817%
Wban_00457,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00458,ENSG00000107859,PITX3,ortholog_many2many,18.6813,22.5166,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PITX3",True,Best human orthologue in WormBase ParaSite has < 40% identity: PITX3 18.6813%
Wban_00459,ENSG00000165304,MELK,ortholog_one2one,33.2861,36.0983,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MELK",True,Best human orthologue in WormBase ParaSite has < 40% identity: MELK 33.2861%
Wban_00460,ENSG00000104835,SARS2,ortholog_one2one,33.9713,27.4131,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SARS2",True,Best human orthologue in WormBase ParaSite has < 40% identity: SARS2 33.9713%
Wban_00461,ENSG00000181830,SLC35C1,ortholog_one2one,51.4205,49.7253,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC35C1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SLC35C1 51.4205%
Wban_00462,ENSG00000147471,PLPBP,ortholog_one2one,36.194,35.2727,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PLPBP",True,Best human orthologue in WormBase ParaSite has < 40% identity: PLPBP 36.194%
Wban_00463,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00464,ENSG00000197702,PARVA,ortholog_one2many,48.5488,49.4624,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PARVA",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PARVA 48.5488%
Wban_00465,ENSG00000130348,QRSL1,ortholog_one2one,42.7015,37.1212,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: QRSL1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: QRSL1 42.7015%
Wban_00466,ENSG00000077147,TM9SF3,ortholog_one2one,67.1186,67.2326,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TM9SF3",False,Best human orthologue found in WormBase Parasite has >= 40% identity: TM9SF3 67.1186%
Wban_00467,ENSG00000104447,TRPS1,ortholog_many2many,16.7123,4.71407,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TRPS1",True,Best human orthologue in WormBase ParaSite has < 40% identity: TRPS1 16.7123%
Wban_00468,ENSG00000101294,HM13,ortholog_one2one,32.8889,34.7418,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HM13",True,Best human orthologue in WormBase ParaSite has < 40% identity: HM13 32.8889%
Wban_00469,ENSG00000166598,HSP90B1,ortholog_one2one,61.2167,60.1494,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HSP90B1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: HSP90B1 61.2167%
Wban_00470,ENSG00000217128,FNIP1,ortholog_one2many,22.027,13.9794,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FNIP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: FNIP1 22.027%
Wban_00471,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00472,ENSG00000197548,ATG7,ortholog_one2one,41.7819,38.6913,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ATG7",False,Best human orthologue found in WormBase Parasite has >= 40% identity: ATG7 41.7819%
Wban_00473,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00474,ENSG00000128923,MINDY2,ortholog_one2many,38.8889,21.4171,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MINDY2",True,Best human orthologue in WormBase ParaSite has < 40% identity: MINDY2 38.8889%
Wban_00475,ENSG00000072401,UBE2D1,ortholog_one2many,88.4354,88.4354,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: UBE2D1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: UBE2D1 88.4354%
Wban_00476,ENSG00000163625,WDFY3,ortholog_one2one,36.4922,34.4016,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: WDFY3",True,Best human orthologue in WormBase ParaSite has < 40% identity: WDFY3 36.4922%
Wban_00477,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00478,ENSG00000196935,SRGAP1,ortholog_one2many,29.1099,25.6221,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SRGAP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: SRGAP1 29.1099%
Wban_00479,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00480,ENSG00000150961,SEC24D,ortholog_one2one,36.5741,38.2752,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SEC24D",True,Best human orthologue in WormBase ParaSite has < 40% identity: SEC24D 36.5741%
Wban_00481,ENSG00000077279,DCX,ortholog_many2many,6.02094,6.28415,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DCX",True,Best human orthologue in WormBase ParaSite has < 40% identity: DCX 6.02094%
Wban_00482,ENSG00000151151,IPMK,ortholog_one2one,25.5034,18.2692,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: IPMK",True,Best human orthologue in WormBase ParaSite has < 40% identity: IPMK 25.5034%
Wban_00483,ENSG00000165730,STOX1,ortholog_one2many,21.7391,7.58342,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: STOX1",True,Best human orthologue in WormBase ParaSite has < 40% identity: STOX1 21.7391%
Wban_00484,ENSG00000082805,ERC1,ortholog_one2many,27.7124,18.9964,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ERC1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ERC1 27.7124%
Wban_00485,ENSG00000198276,UCKL1,ortholog_one2one,53.5912,53.1022,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: UCKL1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: UCKL1 53.5912%
Wban_00486,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00487,ENSG00000134121,CHL1,ortholog_many2many,17.5275,16.9118,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CHL1",True,Best human orthologue in WormBase ParaSite has < 40% identity: CHL1 17.5275%
Wban_00488,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00489,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00490,ENSG00000099942,CRKL,ortholog_one2many,34.375,32.6733,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CRKL",True,Best human orthologue in WormBase ParaSite has < 40% identity: CRKL 34.375%
Wban_00491,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00492,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00493,ENSG00000184575,XPOT,ortholog_one2one,26.5393,25.9875,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: XPOT",True,Best human orthologue in WormBase ParaSite has < 40% identity: XPOT 26.5393%
Wban_00494,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00495,ENSG00000062582,MRPS24,ortholog_one2one,29.6512,30.5389,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MRPS24",True,Best human orthologue in WormBase ParaSite has < 40% identity: MRPS24 29.6512%
Wban_00496,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00497,ENSG00000118407,FILIP1,ortholog_one2many,23.6402,9.31575,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FILIP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: FILIP1 23.6402%
Wban_00498,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00499,ENSG00000128573,FOXP2,ortholog_one2one,39.9543,24.4755,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FOXP2",True,Best human orthologue in WormBase ParaSite has < 40% identity: FOXP2 39.9543%
Wban_00500,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00501,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00502,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00503,ENSG00000137818,RPLP1,ortholog_many2many,26.2712,27.193,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RPLP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: RPLP1 26.2712%
Wban_00504,ENSG00000151067,CACNA1C,ortholog_many2many,55.5145,49.2049,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CACNA1C",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CACNA1C 55.5145%
Wban_00505,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
Wban_00506,ENSG00000131368,MRPS25,ortholog_one2one,39.1813,38.7283,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MRPS25",True,Best human orthologue in WormBase ParaSite has < 40% identity: MRPS25 39.1813%
Wban_00507,ENSG00000248487,ABHD14A,ortholog_one2many,25.8475,22.5092,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ABHD14A",True,Best human orthologue in WormBase ParaSite has < 40% identity: ABHD14A 25.8475%
