Genome project,Gene stable ID,Transcript stable ID,Protein stable ID,Human gene stable ID,Human gene name,Human protein stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene name,Caenorhabditis elegans (PRJNA13758) [WS290] protein stable ID
wuchereria_bancrofti_prjna275548,Wban_05062,mrna-Wban_05062,mrna-Wban_05062,,,,WBGene00018745,F53C3.1,F53C3.1.1
wuchereria_bancrofti_prjna275548,Wban_05062,mrna-Wban_05062,mrna-Wban_05062,,,,WBGene00012731,Y39G8C.2,Y39G8C.2.1
wuchereria_bancrofti_prjna275548,Wban_05064,mrna-Wban_05064,mrna-Wban_05064,,,,WBGene00002036,hum-2,F36D4.3b.1
wuchereria_bancrofti_prjna275548,Wban_05071,mrna-Wban_05071,mrna-Wban_05071,,,,WBGene00007733,smz-1,C25G4.6.1
wuchereria_bancrofti_prjna275548,Wban_05071,mrna-Wban_05071,mrna-Wban_05071,,,,WBGene00020661,smz-2,T21G5.4.1
wuchereria_bancrofti_prjna275548,Wban_05088,mrna-Wban_05088,mrna-Wban_05088,,,,WBGene00000488,che-7,F26D11.10b.1
wuchereria_bancrofti_prjna275548,Wban_05090,mrna-Wban_05090,mrna-Wban_05090,,,,WBGene00007269,C03C10.2,C03C10.2.1
wuchereria_bancrofti_prjna275548,Wban_05090,mrna-Wban_05090,mrna-Wban_05090,,,,WBGene00020580,T19D12.5,T19D12.5.1
wuchereria_bancrofti_prjna275548,Wban_05094,mrna-Wban_05094,mrna-Wban_05094,,,,WBGene00016059,hir-1,C24G6.2a.2
wuchereria_bancrofti_prjna275548,Wban_05120,mrna-Wban_05120,mrna-Wban_05120,,,,WBGene00018762,F53E10.6,F53E10.6.1
wuchereria_bancrofti_prjna275548,Wban_05121,mrna-Wban_05121,mrna-Wban_05121,,,,WBGene00011713,htrl-1,T11F9.12.1
wuchereria_bancrofti_prjna275548,Wban_05126,mrna-Wban_05126,mrna-Wban_05126,,,,WBGene00044176,C30G7.2,C30G7.2b.1
wuchereria_bancrofti_prjna275548,Wban_05129,mrna-Wban_05129,mrna-Wban_05129,,,,WBGene00194909,F41E6.17,F41E6.17.1
wuchereria_bancrofti_prjna275548,Wban_05135,mrna-Wban_05135,mrna-Wban_05135,,,,WBGene00000987,dhs-24,Y60A3A.10.1
wuchereria_bancrofti_prjna275548,Wban_05143,mrna-Wban_05143,mrna-Wban_05143,,,,WBGene00001088,dpy-30,ZK863.6.1
wuchereria_bancrofti_prjna275548,Wban_05151,mrna-Wban_05151,mrna-Wban_05151,,,,WBGene00007951,dmsr-8,C35A5.7.1
wuchereria_bancrofti_prjna275548,Wban_05163,mrna-Wban_05163,mrna-Wban_05163,,,,WBGene00001716,grl-7,T02E9.2a.1
wuchereria_bancrofti_prjna275548,Wban_05164,mrna-Wban_05164,mrna-Wban_05164,,,,WBGene00010744,K10D6.4,K10D6.4b.1
wuchereria_bancrofti_prjna275548,Wban_05166,mrna-Wban_05166,mrna-Wban_05166,,,,WBGene00007389,glb-3,C06H2.5b.1
wuchereria_bancrofti_prjna275548,Wban_05173,mrna-Wban_05173,mrna-Wban_05173,,,,WBGene00000695,col-121,F56D5.1.1
wuchereria_bancrofti_prjna275548,Wban_05184,mrna-Wban_05184,mrna-Wban_05184,,,,WBGene00022285,Y75B7AL.2,Y75B7AL.2a.1
wuchereria_bancrofti_prjna275548,Wban_05187,mrna-Wban_05187,mrna-Wban_05187,,,,WBGene00013366,Y60A3A.21,Y60A3A.21b.1
wuchereria_bancrofti_prjna275548,Wban_05188,mrna-Wban_05188,mrna-Wban_05188,,,,WBGene00013366,Y60A3A.21,Y60A3A.21b.1
wuchereria_bancrofti_prjna275548,Wban_05189,mrna-Wban_05189,mrna-Wban_05189,,,,WBGene00010998,R03G8.3,R03G8.3.1
wuchereria_bancrofti_prjna275548,Wban_05189,mrna-Wban_05189,mrna-Wban_05189,,,,WBGene00013539,Y73F8A.35,Y73F8A.35a.1
wuchereria_bancrofti_prjna275548,Wban_05189,mrna-Wban_05189,mrna-Wban_05189,,,,WBGene00010996,R03G8.1,R03G8.1.1
wuchereria_bancrofti_prjna275548,Wban_05193,mrna-Wban_05193,mrna-Wban_05193,,,,WBGene00044191,F43D2.6,F43D2.6.1
wuchereria_bancrofti_prjna275548,Wban_05196,mrna-Wban_05196,mrna-Wban_05196,,,,WBGene00001813,haf-3,F57A10.3.1
wuchereria_bancrofti_prjna275548,Wban_05197,mrna-Wban_05197,mrna-Wban_05197,,,,WBGene00013350,slr-2,Y59A8B.13a.1
wuchereria_bancrofti_prjna275548,Wban_05204,mrna-Wban_05204,mrna-Wban_05204,,,,WBGene00012671,Y39B6A.9,Y39B6A.9.1
wuchereria_bancrofti_prjna275548,Wban_05217,mrna-Wban_05217,mrna-Wban_05217,,,,WBGene00015670,C10B5.1,C10B5.1.1
wuchereria_bancrofti_prjna275548,Wban_05222,mrna-Wban_05222,mrna-Wban_05222,,,,WBGene00020300,ssna-1,T07A9.13b.1
wuchereria_bancrofti_prjna275548,Wban_05223,mrna-Wban_05223,mrna-Wban_05223,,,,WBGene00000552,cmd-1,T21H3.3a.1
wuchereria_bancrofti_prjna275548,Wban_05225,mrna-Wban_05225,mrna-Wban_05225,,,,WBGene00016839,C50F2.5,C50F2.5.1
wuchereria_bancrofti_prjna275548,Wban_05225,mrna-Wban_05225,mrna-Wban_05225,,,,WBGene00016605,C43E11.5,C43E11.5.1
wuchereria_bancrofti_prjna275548,Wban_05226,mrna-Wban_05226,mrna-Wban_05226,,,,WBGene00014030,glb-1,ZK637.13.1
wuchereria_bancrofti_prjna275548,Wban_05228,mrna-Wban_05228,mrna-Wban_05228,,,,WBGene00022780,ZK622.1,ZK622.1.1
wuchereria_bancrofti_prjna275548,Wban_05233,mrna-Wban_05233,mrna-Wban_05233,,,,WBGene00007552,dyf-4,C13C12.2.1
wuchereria_bancrofti_prjna275548,Wban_05239,mrna-Wban_05239,mrna-Wban_05239,,,,WBGene00003249,mig-18,F11F1.6.1
wuchereria_bancrofti_prjna275548,Wban_05241,mrna-Wban_05241,mrna-Wban_05241,,,,WBGene00002250,lap-2,W07G4.4.1
wuchereria_bancrofti_prjna275548,Wban_05247,mrna-Wban_05247,mrna-Wban_05247,,,,WBGene00007297,vsra-1,C04F12.1.1
wuchereria_bancrofti_prjna275548,Wban_05256,mrna-Wban_05256,mrna-Wban_05256,,,,WBGene00011831,T19B10.2,T19B10.2.1
wuchereria_bancrofti_prjna275548,Wban_05259,mrna-Wban_05259,mrna-Wban_05259,,,,WBGene00000980,dhs-17,F29G9.6b.1
wuchereria_bancrofti_prjna275548,Wban_05272,mrna-Wban_05272,mrna-Wban_05272,,,,WBGene00021309,Y32G9B.1,Y32G9B.1b.1
wuchereria_bancrofti_prjna275548,Wban_05282,mrna-Wban_05282,mrna-Wban_05282,,,,WBGene00008342,frpr-5,C56A3.3b.1
wuchereria_bancrofti_prjna275548,Wban_05283,mrna-Wban_05283,mrna-Wban_05283,,,,WBGene00005904,srx-13,C44B12.4.1
wuchereria_bancrofti_prjna275548,Wban_05283,mrna-Wban_05283,mrna-Wban_05283,,,,WBGene00005905,srx-14,C44B12.8.1
wuchereria_bancrofti_prjna275548,Wban_05283,mrna-Wban_05283,mrna-Wban_05283,,,,WBGene00005903,srx-12,Y55F3AM.2.1
wuchereria_bancrofti_prjna275548,Wban_05289,mrna-Wban_05289,mrna-Wban_05289,,,,WBGene00004953,spd-2,F32H2.3.1
wuchereria_bancrofti_prjna275548,Wban_05291,mrna-Wban_05291,mrna-Wban_05291,,,,WBGene00003515,myo-3,K12F2.1.1
wuchereria_bancrofti_prjna275548,Wban_05294,mrna-Wban_05294,mrna-Wban_05294,,,,WBGene00010998,R03G8.3,R03G8.3.1
wuchereria_bancrofti_prjna275548,Wban_05294,mrna-Wban_05294,mrna-Wban_05294,,,,WBGene00013539,Y73F8A.35,Y73F8A.35a.1
wuchereria_bancrofti_prjna275548,Wban_05294,mrna-Wban_05294,mrna-Wban_05294,,,,WBGene00010996,R03G8.1,R03G8.1.1
wuchereria_bancrofti_prjna275548,Wban_05297,mrna-Wban_05297,mrna-Wban_05297,,,,WBGene00012291,W06A7.2,W06A7.2a.1
wuchereria_bancrofti_prjna275548,Wban_05308,mrna-Wban_05308,mrna-Wban_05308,,,,WBGene00005018,sqt-3,F23H12.4a.1
wuchereria_bancrofti_prjna275548,Wban_05309,mrna-Wban_05309,mrna-Wban_05309,,,,WBGene00009093,F23H12.3,F23H12.3a.1
wuchereria_bancrofti_prjna275548,Wban_05318,mrna-Wban_05318,mrna-Wban_05318,,,,WBGene00003954,pcm-1,C10F3.5a.1
wuchereria_bancrofti_prjna275548,Wban_05319,mrna-Wban_05319,mrna-Wban_05319,,,,WBGene00003954,pcm-1,C10F3.5a.1
wuchereria_bancrofti_prjna275548,Wban_05325,mrna-Wban_05325,mrna-Wban_05325,,,,WBGene00020908,VC5.2,VC5.2.1
wuchereria_bancrofti_prjna275548,Wban_05326,mrna-Wban_05326,mrna-Wban_05326,,,,WBGene00003786,npa-1,VC5.3a.1
wuchereria_bancrofti_prjna275548,Wban_05329,mrna-Wban_05329,mrna-Wban_05329,,,,WBGene00019353,K03B4.1,K03B4.1.1
wuchereria_bancrofti_prjna275548,Wban_05334,mrna-Wban_05334,mrna-Wban_05334,,,,WBGene00077669,Y38H6A.5,Y38H6A.5a.1
wuchereria_bancrofti_prjna275548,Wban_05340,mrna-Wban_05340,mrna-Wban_05340,,,,WBGene00006782,unc-46,C04F5.3.1
wuchereria_bancrofti_prjna275548,Wban_05346,mrna-Wban_05346,mrna-Wban_05346,,,,WBGene00002132,inx-10,T18H9.5a.1
wuchereria_bancrofti_prjna275548,Wban_05365,mrna-Wban_05365,mrna-Wban_05365,,,,WBGene00020245,T05B11.1,T05B11.1.2
wuchereria_bancrofti_prjna275548,Wban_05376,mrna-Wban_05376,mrna-Wban_05376,,,,WBGene00044553,T23B12.11,T23B12.11.1
wuchereria_bancrofti_prjna275548,Wban_05394,mrna-Wban_05394,mrna-Wban_05394,,,,WBGene00009993,F53F4.11,F53F4.11.1
wuchereria_bancrofti_prjna275548,Wban_05409,mrna-Wban_05409,mrna-Wban_05409,,,,WBGene00019644,cpt-4,K11D12.4.1
wuchereria_bancrofti_prjna275548,Wban_05409,mrna-Wban_05409,mrna-Wban_05409,,,,WBGene00008629,cpt-5,F09F3.9.1
wuchereria_bancrofti_prjna275548,Wban_05409,mrna-Wban_05409,mrna-Wban_05409,,,,WBGene00020911,cpt-6,W01A11.5.1
wuchereria_bancrofti_prjna275548,Wban_05409,mrna-Wban_05409,mrna-Wban_05409,,,,WBGene00021703,cpt-3,Y48G9A.10.1
wuchereria_bancrofti_prjna275548,Wban_05410,mrna-Wban_05410,mrna-Wban_05410,,,,WBGene00019064,myo-5,F58G4.1.1
wuchereria_bancrofti_prjna275548,Wban_05414,mrna-Wban_05414,mrna-Wban_05414,,,,WBGene00011838,T19C4.1,T19C4.1.1
wuchereria_bancrofti_prjna275548,Wban_05422,mrna-Wban_05422,mrna-Wban_05422,,,,WBGene00008331,ttll-5,C55A6.2b.1
wuchereria_bancrofti_prjna275548,Wban_05429,mrna-Wban_05429,mrna-Wban_05429,,,,WBGene00013352,lon-8,Y59A8B.20.1
wuchereria_bancrofti_prjna275548,Wban_05439,mrna-Wban_05439,mrna-Wban_05439,,,,WBGene00003837,oat-1,T01B11.7.1
wuchereria_bancrofti_prjna275548,Wban_05439,mrna-Wban_05439,mrna-Wban_05439,,,,WBGene00006220,str-176,T01B11.5a.1
wuchereria_bancrofti_prjna275548,Wban_05440,mrna-Wban_05440,mrna-Wban_05440,,,,WBGene00003837,oat-1,T01B11.7.1
wuchereria_bancrofti_prjna275548,Wban_05440,mrna-Wban_05440,mrna-Wban_05440,,,,WBGene00006220,str-176,T01B11.5a.1
wuchereria_bancrofti_prjna275548,Wban_05443,mrna-Wban_05443,mrna-Wban_05443,,,,WBGene00219208,B0365.9,B0365.9.1
wuchereria_bancrofti_prjna275548,Wban_05446,mrna-Wban_05446,mrna-Wban_05446,,,,WBGene00011796,T16G1.2,T16G1.2a.1
wuchereria_bancrofti_prjna275548,Wban_05459,mrna-Wban_05459,mrna-Wban_05459,,,,WBGene00016062,C24G6.8,C24G6.8.1
wuchereria_bancrofti_prjna275548,Wban_05469,mrna-Wban_05469,mrna-Wban_05469,,,,WBGene00009173,prom-1,F26H9.1a.1
wuchereria_bancrofti_prjna275548,Wban_05472,mrna-Wban_05472,mrna-Wban_05472,,,,WBGene00007587,mma-1,C14C10.4.1
wuchereria_bancrofti_prjna275548,Wban_05473,mrna-Wban_05473,mrna-Wban_05473,,,,WBGene00014158,ZK938.1,ZK938.1.1
wuchereria_bancrofti_prjna275548,Wban_05482,mrna-Wban_05482,mrna-Wban_05482,,,,WBGene00044774,F16B3.3,F16B3.3b.1
wuchereria_bancrofti_prjna275548,Wban_05484,mrna-Wban_05484,mrna-Wban_05484,,,,WBGene00017835,F26F12.4,F26F12.4.2
wuchereria_bancrofti_prjna275548,Wban_05487,mrna-Wban_05487,mrna-Wban_05487,,,,WBGene00009768,F46B6.2,F46B6.2.1
wuchereria_bancrofti_prjna275548,Wban_05490,mrna-Wban_05490,mrna-Wban_05490,,,,WBGene00006667,twk-12,F29F11.4.1
wuchereria_bancrofti_prjna275548,Wban_05500,mrna-Wban_05500,mrna-Wban_05500,,,,WBGene00001991,hot-6,C13G3.2.1
wuchereria_bancrofti_prjna275548,Wban_05513,mrna-Wban_05513,mrna-Wban_05513,,,,WBGene00001987,hot-2,Y39B6A.48a.1
wuchereria_bancrofti_prjna275548,Wban_05519,mrna-Wban_05519,mrna-Wban_05519,,,,WBGene00016428,dmsr-7,C35A11.1.1
wuchereria_bancrofti_prjna275548,Wban_05529,mrna-Wban_05529,mrna-Wban_05529,,,,WBGene00004204,swsn-4,F01G4.1.1
wuchereria_bancrofti_prjna275548,Wban_05533,mrna-Wban_05533,mrna-Wban_05533,,,,WBGene00010763,K10H10.7,K10H10.7.1
wuchereria_bancrofti_prjna275548,Wban_05533,mrna-Wban_05533,mrna-Wban_05533,,,,WBGene00014170,ZK945.8,ZK945.8.1
wuchereria_bancrofti_prjna275548,Wban_05536,mrna-Wban_05536,mrna-Wban_05536,,,,WBGene00004740,scd-2,T10H9.2.1
wuchereria_bancrofti_prjna275548,Wban_05538,mrna-Wban_05538,mrna-Wban_05538,,,,WBGene00022623,ZC487.1,ZC487.1a.1
wuchereria_bancrofti_prjna275548,Wban_05563,mrna-Wban_05563,mrna-Wban_05563,,,,WBGene00010682,nsph-1.1,K08F8.5a.1
wuchereria_bancrofti_prjna275548,Wban_05566,mrna-Wban_05566,mrna-Wban_05566,,,,WBGene00009948,F52H3.6,F52H3.6.1
wuchereria_bancrofti_prjna275548,Wban_05575,mrna-Wban_05575,mrna-Wban_05575,,,,WBGene00000840,cul-5,ZK856.1.1
wuchereria_bancrofti_prjna275548,Wban_05582,mrna-Wban_05582,mrna-Wban_05582,,,,WBGene00006684,twk-32,F53C11.6.1
wuchereria_bancrofti_prjna275548,Wban_05584,mrna-Wban_05584,mrna-Wban_05584,,,,WBGene00007987,C36H8.1,C36H8.1.1
wuchereria_bancrofti_prjna275548,Wban_05588,mrna-Wban_05588,mrna-Wban_05588,,,,WBGene00009988,F53F4.4,F53F4.4c.1
wuchereria_bancrofti_prjna275548,Wban_05591,mrna-Wban_05591,mrna-Wban_05591,,,,WBGene00012117,T28B11.1,T28B11.1a.2
wuchereria_bancrofti_prjna275548,Wban_05601,mrna-Wban_05601,mrna-Wban_05601,,,,WBGene00007394,C06H5.6,C06H5.6a.1
wuchereria_bancrofti_prjna275548,Wban_05606,mrna-Wban_05606,mrna-Wban_05606,,,,WBGene00016495,C37C3.1,C37C3.1a.1
wuchereria_bancrofti_prjna275548,Wban_05606,mrna-Wban_05606,mrna-Wban_05606,,,,WBGene00015574,irg-1,C07G3.2.1
wuchereria_bancrofti_prjna275548,Wban_05606,mrna-Wban_05606,mrna-Wban_05606,,,,WBGene00020747,T24A6.7,T24A6.7.1
wuchereria_bancrofti_prjna275548,Wban_05606,mrna-Wban_05606,mrna-Wban_05606,,,,WBGene00007440,C08E8.4,C08E8.4.1
wuchereria_bancrofti_prjna275548,Wban_05613,mrna-Wban_05613,mrna-Wban_05613,,,,WBGene00004266,rab-1,C39F7.4.1
wuchereria_bancrofti_prjna275548,Wban_05622,mrna-Wban_05622,mrna-Wban_05622,,,,WBGene00012673,dyf-17,Y39B6A.11.1
wuchereria_bancrofti_prjna275548,Wban_05632,mrna-Wban_05632,mrna-Wban_05632,,,,WBGene00010947,M176.11,M176.11.1
wuchereria_bancrofti_prjna275548,Wban_05636,mrna-Wban_05636,mrna-Wban_05636,,,,WBGene00001986,hot-1,F43D2.4a.1
wuchereria_bancrofti_prjna275548,Wban_05651,mrna-Wban_05651,mrna-Wban_05651,,,,WBGene00010265,F58G1.3,F58G1.3.1
wuchereria_bancrofti_prjna275548,Wban_05651,mrna-Wban_05651,mrna-Wban_05651,,,,WBGene00007354,C06A1.3,C06A1.3.1
wuchereria_bancrofti_prjna275548,Wban_05656,mrna-Wban_05656,mrna-Wban_05656,,,,WBGene00001713,grl-4,F42C5.7.1
wuchereria_bancrofti_prjna275548,Wban_05657,mrna-Wban_05657,mrna-Wban_05657,,,,WBGene00016816,C50E3.5,C50E3.5.1
wuchereria_bancrofti_prjna275548,Wban_05662,mrna-Wban_05662,mrna-Wban_05662,,,,WBGene00013950,txt-8,ZK262.3.1
wuchereria_bancrofti_prjna275548,Wban_05663,mrna-Wban_05663,mrna-Wban_05663,,,,WBGene00016513,C38C3.4,C38C3.4b.1
wuchereria_bancrofti_prjna275548,Wban_05663,mrna-Wban_05663,mrna-Wban_05663,,,,WBGene00007791,C28A5.6,C28A5.6.1
wuchereria_bancrofti_prjna275548,Wban_05663,mrna-Wban_05663,mrna-Wban_05663,,,,WBGene00019556,K09C6.2,K09C6.2e.1
wuchereria_bancrofti_prjna275548,Wban_05664,mrna-Wban_05664,mrna-Wban_05664,,,,WBGene00021959,Y57E12AL.6,Y57E12AL.6.2
wuchereria_bancrofti_prjna275548,Wban_05667,mrna-Wban_05667,mrna-Wban_05667,,,,WBGene00010006,F53H2.3,F53H2.3b.1
wuchereria_bancrofti_prjna275548,Wban_05671,mrna-Wban_05671,mrna-Wban_05671,,,,WBGene00003954,pcm-1,C10F3.5a.1
wuchereria_bancrofti_prjna275548,Wban_05688,mrna-Wban_05688,mrna-Wban_05688,,,,WBGene00017768,prp-39,F25B4.5.1
wuchereria_bancrofti_prjna275548,Wban_05691,mrna-Wban_05691,mrna-Wban_05691,,,,WBGene00012669,Y39B6A.7,Y39B6A.7.1
wuchereria_bancrofti_prjna275548,Wban_05697,mrna-Wban_05697,mrna-Wban_05697,,,,WBGene00022022,txt-6,Y61A9LA.11b.1
wuchereria_bancrofti_prjna275548,Wban_05702,mrna-Wban_05702,mrna-Wban_05702,,,,WBGene00015466,hyls-1,C05C8.9a.1
wuchereria_bancrofti_prjna275548,Wban_05705,mrna-Wban_05705,mrna-Wban_05705,,,,WBGene00011694,T10G3.3,T10G3.3.2
wuchereria_bancrofti_prjna275548,Wban_05706,mrna-Wban_05706,mrna-Wban_05706,,,,WBGene00008423,D2045.5,D2045.5.1
wuchereria_bancrofti_prjna275548,Wban_05706,mrna-Wban_05706,mrna-Wban_05706,,,,WBGene00021639,Y47G6A.13,Y47G6A.13.1
wuchereria_bancrofti_prjna275548,Wban_05710,mrna-Wban_05710,mrna-Wban_05710,,,,WBGene00015927,dyci-1,C17H12.1a.1
wuchereria_bancrofti_prjna275548,Wban_05728,mrna-Wban_05728,mrna-Wban_05728,,,,WBGene00015425,C04E6.11,C04E6.11.1
wuchereria_bancrofti_prjna275548,Wban_05739,mrna-Wban_05739,mrna-Wban_05739,,,,WBGene00010179,npr-39,F57A8.4.1
wuchereria_bancrofti_prjna275548,Wban_05741,mrna-Wban_05741,mrna-Wban_05741,,,,WBGene00010735,frpr-15,K10C8.2b.1
wuchereria_bancrofti_prjna275548,Wban_05742,mrna-Wban_05742,mrna-Wban_05742,,,,WBGene00019838,R02F2.9,R02F2.9.1
wuchereria_bancrofti_prjna275548,Wban_05760,mrna-Wban_05760,mrna-Wban_05760,,,,WBGene00022392,Y97E10AL.1,Y97E10AL.1.1
wuchereria_bancrofti_prjna275548,Wban_05761,mrna-Wban_05761,mrna-Wban_05761,,,,WBGene00016753,oac-9,C48E7.8.1
wuchereria_bancrofti_prjna275548,Wban_05776,mrna-Wban_05776,mrna-Wban_05776,,,,WBGene00012637,ttbk-8.1,Y38H8A.3.1
wuchereria_bancrofti_prjna275548,Wban_05776,mrna-Wban_05776,mrna-Wban_05776,,,,WBGene00016541,ttbk-8.2,C39H7.1.1
wuchereria_bancrofti_prjna275548,Wban_05777,mrna-Wban_05777,mrna-Wban_05777,,,,WBGene00018839,F54H5.2,F54H5.2a.1
wuchereria_bancrofti_prjna275548,Wban_05777,mrna-Wban_05777,mrna-Wban_05777,,,,WBGene00016963,C56C10.6,C56C10.6.1
wuchereria_bancrofti_prjna275548,Wban_05790,mrna-Wban_05790,mrna-Wban_05790,,,,WBGene00044530,F32D1.11,F32D1.11.1
wuchereria_bancrofti_prjna275548,Wban_05816,mrna-Wban_05816,mrna-Wban_05816,,,,WBGene00010440,ttr-51,JC8.8.1
wuchereria_bancrofti_prjna275548,Wban_05820,mrna-Wban_05820,mrna-Wban_05820,,,,WBGene00012696,reps-1,Y39B6A.38.1
wuchereria_bancrofti_prjna275548,Wban_05821,mrna-Wban_05821,mrna-Wban_05821,,,,WBGene00019839,R02F11.1,R02F11.1.1
wuchereria_bancrofti_prjna275548,Wban_05836,mrna-Wban_05836,mrna-Wban_05836,,,,WBGene00007688,C18E9.8,C18E9.8.1
wuchereria_bancrofti_prjna275548,Wban_05844,mrna-Wban_05844,mrna-Wban_05844,,,,WBGene00003065,lpd-9,T21C9.5a.1
wuchereria_bancrofti_prjna275548,Wban_05849,mrna-Wban_05849,mrna-Wban_05849,,,,WBGene00015796,C15F1.5,C15F1.5a.1
wuchereria_bancrofti_prjna275548,Wban_05850,mrna-Wban_05850,mrna-Wban_05850,,,,WBGene00019180,H10D18.5,H10D18.5b.1
wuchereria_bancrofti_prjna275548,Wban_05859,mrna-Wban_05859,mrna-Wban_05859,,,,WBGene00021524,Y41D4B.24,Y41D4B.24.1
wuchereria_bancrofti_prjna275548,Wban_05860,mrna-Wban_05860,mrna-Wban_05860,,,,WBGene00017314,lgc-39,F09G2.5.1
wuchereria_bancrofti_prjna275548,Wban_05861,mrna-Wban_05861,mrna-Wban_05861,,,,WBGene00017633,F20D6.1,F20D6.1.1
wuchereria_bancrofti_prjna275548,Wban_05868,mrna-Wban_05868,mrna-Wban_05868,,,,WBGene00016676,C45G9.5,C45G9.5.1
wuchereria_bancrofti_prjna275548,Wban_05870,mrna-Wban_05870,mrna-Wban_05870,,,,WBGene00009173,prom-1,F26H9.1a.1
wuchereria_bancrofti_prjna275548,Wban_05872,mrna-Wban_05872,mrna-Wban_05872,,,,WBGene00006677,twk-24,F55C5.3.1
wuchereria_bancrofti_prjna275548,Wban_05879,mrna-Wban_05879,mrna-Wban_05879,,,,WBGene00020722,gplb-1,T23B12.8b.1
wuchereria_bancrofti_prjna275548,Wban_05882,mrna-Wban_05882,mrna-Wban_05882,,,,WBGene00021479,oac-55,Y39H10A.2b.1
wuchereria_bancrofti_prjna275548,Wban_05882,mrna-Wban_05882,mrna-Wban_05882,,,,WBGene00006419,oac-39,R02C2.3a.1
wuchereria_bancrofti_prjna275548,Wban_05891,mrna-Wban_05891,mrna-Wban_05891,,,,WBGene00011193,algn-13,R10D12.12.1
wuchereria_bancrofti_prjna275548,Wban_05899,mrna-Wban_05899,mrna-Wban_05899,,,,WBGene00021740,Y50D4B.1,Y50D4B.1a.1
wuchereria_bancrofti_prjna275548,Wban_05905,mrna-Wban_05905,mrna-Wban_05905,,,,WBGene00011647,noca-1,T09E8.1h.1
wuchereria_bancrofti_prjna275548,Wban_05907,mrna-Wban_05907,mrna-Wban_05907,,,,WBGene00020854,nrsn-1,T27C4.1.1
wuchereria_bancrofti_prjna275548,Wban_05922,mrna-Wban_05922,mrna-Wban_05922,,,,WBGene00007372,C06B8.7,C06B8.7.1
wuchereria_bancrofti_prjna275548,Wban_05933,mrna-Wban_05933,mrna-Wban_05933,,,,WBGene00000893,cyn-17,ZC250.1b.1
wuchereria_bancrofti_prjna275548,Wban_05934,mrna-Wban_05934,mrna-Wban_05934,,,,WBGene00022577,nstp-3,ZC250.3.1
wuchereria_bancrofti_prjna275548,Wban_05935,mrna-Wban_05935,mrna-Wban_05935,,,,WBGene00022577,nstp-3,ZC250.3.1
wuchereria_bancrofti_prjna275548,Wban_05952,mrna-Wban_05952,mrna-Wban_05952,,,,WBGene00008997,lgc-31,F21A3.7a.1
wuchereria_bancrofti_prjna275548,Wban_05968,mrna-Wban_05968,mrna-Wban_05968,,,,WBGene00001593,glc-3,ZC317.3.1
wuchereria_bancrofti_prjna275548,Wban_05986,mrna-Wban_05986,mrna-Wban_05986,,,,WBGene00017468,F14F9.5,F14F9.5.1
wuchereria_bancrofti_prjna275548,Wban_05988,mrna-Wban_05988,mrna-Wban_05988,,,,WBGene00000983,dhs-20,F35B12.2.1
wuchereria_bancrofti_prjna275548,Wban_05995,mrna-Wban_05995,mrna-Wban_05995,,,,WBGene00004412,rpl-1,Y71F9AL.13a.1
wuchereria_bancrofti_prjna275548,Wban_05999,mrna-Wban_05999,mrna-Wban_05999,,,,WBGene00020554,T19A5.3,T19A5.3a.1
wuchereria_bancrofti_prjna275548,Wban_06011,mrna-Wban_06011,mrna-Wban_06011,,,,WBGene00006342,sup-37,C01B7.1c.1
wuchereria_bancrofti_prjna275548,Wban_06013,mrna-Wban_06013,mrna-Wban_06013,,,,WBGene00009965,frpr-9,F53B7.2a.1
wuchereria_bancrofti_prjna275548,Wban_06033,mrna-Wban_06033,mrna-Wban_06033,,,,WBGene00007583,C14B4.2,C14B4.2.1
wuchereria_bancrofti_prjna275548,Wban_06048,mrna-Wban_06048,mrna-Wban_06048,,,,WBGene00020279,glb-25,T06A1.4c.1
wuchereria_bancrofti_prjna275548,Wban_06052,mrna-Wban_06052,mrna-Wban_06052,,,,WBGene00017853,F27C1.3,F27C1.3.1
wuchereria_bancrofti_prjna275548,Wban_06052,mrna-Wban_06052,mrna-Wban_06052,,,,WBGene00007986,C36F7.5,C36F7.5.1
wuchereria_bancrofti_prjna275548,Wban_06052,mrna-Wban_06052,mrna-Wban_06052,,,,WBGene00010612,K07A1.5,K07A1.5.1
wuchereria_bancrofti_prjna275548,Wban_06052,mrna-Wban_06052,mrna-Wban_06052,,,,WBGene00009646,F42H11.1,F42H11.1.1
wuchereria_bancrofti_prjna275548,Wban_06055,mrna-Wban_06055,mrna-Wban_06055,,,,WBGene00016234,C29G2.6,C29G2.6.1
wuchereria_bancrofti_prjna275548,Wban_06058,mrna-Wban_06058,mrna-Wban_06058,,,,WBGene00017639,F20D6.10,F20D6.10.1
wuchereria_bancrofti_prjna275548,Wban_06065,mrna-Wban_06065,mrna-Wban_06065,,,,WBGene00015075,penr-1,B0238.11.1
wuchereria_bancrofti_prjna275548,Wban_06070,mrna-Wban_06070,mrna-Wban_06070,,,,WBGene00021558,Y45G5AM.6,Y45G5AM.6a.1
wuchereria_bancrofti_prjna275548,Wban_06075,mrna-Wban_06075,mrna-Wban_06075,,,,WBGene00020855,hpo-36,T27C4.2a.1
wuchereria_bancrofti_prjna275548,Wban_06077,mrna-Wban_06077,mrna-Wban_06077,,,,WBGene00008233,C50F4.8,C50F4.8.1
