Genome project,Gene stable ID,Transcript stable ID,Protein stable ID,Gene description,Human gene stable ID,Human gene name,Human protein stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene name,Caenorhabditis elegans (PRJNA13758) [WS290] protein stable ID
wuchereria_bancrofti_prjna275548,Wban_04736,mrna-Wban_04736,mrna-Wban_04736,Tetraspanin family protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y5A1],,,,WBGene00013448,Y66D12A.24,Y66D12A.24.1
wuchereria_bancrofti_prjna275548,Wban_04746,mrna-Wban_04746,mrna-Wban_04746,,,,,WBGene00000055,acr-16,F25G6.3.1
wuchereria_bancrofti_prjna275548,Wban_04768,mrna-Wban_04768,mrna-Wban_04768,,,,,WBGene00001345,fos-1,F29G9.4b.1
wuchereria_bancrofti_prjna275548,Wban_04778,mrna-Wban_04778,mrna-Wban_04778,,,,,WBGene00010868,somi-1,M04G12.4c.1
wuchereria_bancrofti_prjna275548,Wban_04779,mrna-Wban_04779,mrna-Wban_04779,PHD-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F4S7],,,,WBGene00008488,F01D4.5,F01D4.5a.1
wuchereria_bancrofti_prjna275548,Wban_04781,mrna-Wban_04781,mrna-Wban_04781,,,,,WBGene00000483,che-1,C55B7.12b.1
wuchereria_bancrofti_prjna275548,Wban_04795,mrna-Wban_04795,mrna-Wban_04795,CARD domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9DVS3],,,,WBGene00013819,Y116F11A.6,Y116F11A.6.1
wuchereria_bancrofti_prjna275548,Wban_04796,mrna-Wban_04796,mrna-Wban_04796,,,,,WBGene00000483,che-1,C55B7.12b.1
wuchereria_bancrofti_prjna275548,Wban_04806,mrna-Wban_04806,mrna-Wban_04806,Ligand-gated ion channel 50  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EWN2],,,,WBGene00013746,lgc-55,Y113G7A.5.1
wuchereria_bancrofti_prjna275548,Wban_04809,mrna-Wban_04809,mrna-Wban_04809,,,,,WBGene00018123,F36H12.9,F36H12.9.1
wuchereria_bancrofti_prjna275548,Wban_04809,mrna-Wban_04809,mrna-Wban_04809,,,,,WBGene00020072,R13H9.6,R13H9.6.1
wuchereria_bancrofti_prjna275548,Wban_04810,mrna-Wban_04810,mrna-Wban_04810,,,,,WBGene00008263,C53A5.2,C53A5.2.1
wuchereria_bancrofti_prjna275548,Wban_04823,mrna-Wban_04823,mrna-Wban_04823,,,,,WBGene00018294,atg-18,F41E6.13a.1
wuchereria_bancrofti_prjna275548,Wban_04838,mrna-Wban_04838,mrna-Wban_04838,,,,,WBGene00003849,odr-2,T01C4.2c.1
wuchereria_bancrofti_prjna275548,Wban_04845,mrna-Wban_04845,mrna-Wban_04845,,,,,WBGene00007119,calf-1,B0250.2.1
wuchereria_bancrofti_prjna275548,Wban_04855,mrna-Wban_04855,mrna-Wban_04855,,,,,WBGene00011891,del-6,T21C9.3b.1
wuchereria_bancrofti_prjna275548,Wban_04857,mrna-Wban_04857,mrna-Wban_04857,,,,,WBGene00008091,C44F1.1,C44F1.1.1
wuchereria_bancrofti_prjna275548,Wban_04858,mrna-Wban_04858,mrna-Wban_04858,Ground-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XRM0],,,,WBGene00001711,grl-2,T16G1.8.1
wuchereria_bancrofti_prjna275548,Wban_04866,mrna-Wban_04866,mrna-Wban_04866,,,,,WBGene00004508,rrf-1,F26A3.8a.1
wuchereria_bancrofti_prjna275548,Wban_04866,mrna-Wban_04866,mrna-Wban_04866,,,,,WBGene00001214,ego-1,F26A3.3.1
wuchereria_bancrofti_prjna275548,Wban_04866,mrna-Wban_04866,mrna-Wban_04866,,,,,WBGene00004509,rrf-2,M01G12.12.1
wuchereria_bancrofti_prjna275548,Wban_04870,mrna-Wban_04870,mrna-Wban_04870,CK1 protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EUY1],,,,WBGene00015634,C09D4.3,C09D4.3.1
wuchereria_bancrofti_prjna275548,Wban_04871,mrna-Wban_04871,mrna-Wban_04871,SANT domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EU93],,,,WBGene00004203,swsn-1,Y113G7B.23c.1
wuchereria_bancrofti_prjna275548,Wban_04874,mrna-Wban_04874,mrna-Wban_04874,,,,,WBGene00002133,inx-11,W04D2.3b.1
wuchereria_bancrofti_prjna275548,Wban_04888,mrna-Wban_04888,mrna-Wban_04888,,,,,WBGene00000483,che-1,C55B7.12b.1
wuchereria_bancrofti_prjna275548,Wban_04893,mrna-Wban_04893,mrna-Wban_04893,TPM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FP49],,,,WBGene00045418,F15B9.10,F15B9.10a.1
wuchereria_bancrofti_prjna275548,Wban_04896,mrna-Wban_04896,mrna-Wban_04896,TPM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EV36],,,,WBGene00010977,R02D5.3,R02D5.3.1
wuchereria_bancrofti_prjna275548,Wban_04910,mrna-Wban_04910,mrna-Wban_04910,,,,,WBGene00004216,ptr-1,C24B5.3.1
wuchereria_bancrofti_prjna275548,Wban_04914,mrna-Wban_04914,mrna-Wban_04914,Follistatin-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9B9I7],,,,WBGene00044385,F59A6.10,F59A6.10.1
wuchereria_bancrofti_prjna275548,Wban_04915,mrna-Wban_04915,mrna-Wban_04915,,,,,WBGene00015969,glb-6,C18C4.9.1
wuchereria_bancrofti_prjna275548,Wban_04917,mrna-Wban_04917,mrna-Wban_04917,WD repeat domain phosphoinositide-interacting protein 2  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E0L5],,,,WBGene00018294,atg-18,F41E6.13a.1
wuchereria_bancrofti_prjna275548,Wban_04920,mrna-Wban_04920,mrna-Wban_04920,,,,,WBGene00012602,Y38E10A.24,Y38E10A.24.1
wuchereria_bancrofti_prjna275548,Wban_04929,mrna-Wban_04929,mrna-Wban_04929,Non-specific protein-tyrosine kinase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7GEA3],,,,WBGene00013811,Y116A8C.38,Y116A8C.38.1
wuchereria_bancrofti_prjna275548,Wban_04929,mrna-Wban_04929,mrna-Wban_04929,Non-specific protein-tyrosine kinase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7GEA3],,,,WBGene00013801,Y116A8C.24,Y116A8C.24b.1
wuchereria_bancrofti_prjna275548,Wban_04931,mrna-Wban_04931,mrna-Wban_04931,TolA protein  [Source:UniProtKB/TrEMBL;Acc:J9FBM0],,,,WBGene00020475,sut-1,T13B5.8b.1
wuchereria_bancrofti_prjna275548,Wban_04933,mrna-Wban_04933,mrna-Wban_04933,Ribosomal protein L1  [Source:UniProtKB/TrEMBL;Acc:J9EIC9],,,,WBGene00017997,mrpl-1,F33D4.5.2
wuchereria_bancrofti_prjna275548,Wban_04946,mrna-Wban_04946,mrna-Wban_04946,Neur_chan_LBD domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQ66],,,,WBGene00021981,lgc-26,Y58G8A.1.1
wuchereria_bancrofti_prjna275548,Wban_04946,mrna-Wban_04946,mrna-Wban_04946,Neur_chan_LBD domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQ66],,,,WBGene00010994,lgc-25,R03E1.3.1
wuchereria_bancrofti_prjna275548,Wban_04948,mrna-Wban_04948,mrna-Wban_04948,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDC1],,,,WBGene00005904,srx-13,C44B12.4.1
wuchereria_bancrofti_prjna275548,Wban_04948,mrna-Wban_04948,mrna-Wban_04948,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDC1],,,,WBGene00005905,srx-14,C44B12.8.1
wuchereria_bancrofti_prjna275548,Wban_04948,mrna-Wban_04948,mrna-Wban_04948,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDC1],,,,WBGene00005903,srx-12,Y55F3AM.2.1
wuchereria_bancrofti_prjna275548,Wban_04949,mrna-Wban_04949,mrna-Wban_04949,,,,,WBGene00005904,srx-13,C44B12.4.1
wuchereria_bancrofti_prjna275548,Wban_04949,mrna-Wban_04949,mrna-Wban_04949,,,,,WBGene00005905,srx-14,C44B12.8.1
wuchereria_bancrofti_prjna275548,Wban_04949,mrna-Wban_04949,mrna-Wban_04949,,,,,WBGene00005903,srx-12,Y55F3AM.2.1
wuchereria_bancrofti_prjna275548,Wban_04952,mrna-Wban_04952,mrna-Wban_04952,,,,,WBGene00005904,srx-13,C44B12.4.1
wuchereria_bancrofti_prjna275548,Wban_04952,mrna-Wban_04952,mrna-Wban_04952,,,,,WBGene00005905,srx-14,C44B12.8.1
wuchereria_bancrofti_prjna275548,Wban_04952,mrna-Wban_04952,mrna-Wban_04952,,,,,WBGene00005903,srx-12,Y55F3AM.2.1
wuchereria_bancrofti_prjna275548,Wban_04963,mrna-Wban_04963,mrna-Wban_04963,,,,,WBGene00004703,rsp-6,C33H5.12a.1
wuchereria_bancrofti_prjna275548,Wban_04974,mrna-Wban_04974,mrna-Wban_04974,,,,,WBGene00021732,Y49G5B.1,Y49G5B.1b.1
wuchereria_bancrofti_prjna275548,Wban_04989,mrna-Wban_04989,mrna-Wban_04989,,,,,WBGene00020720,T23B12.5,T23B12.5.1
wuchereria_bancrofti_prjna275548,Wban_05010,mrna-Wban_05010,mrna-Wban_05010,MFP2b family protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y116],,,,WBGene00043743,nsph-4.1,Y59E9AL.2.1
wuchereria_bancrofti_prjna275548,Wban_05010,mrna-Wban_05010,mrna-Wban_05010,MFP2b family protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y116],,,,WBGene00007308,nsph-3.2,C04G2.9.1
wuchereria_bancrofti_prjna275548,Wban_05010,mrna-Wban_05010,mrna-Wban_05010,MFP2b family protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y116],,,,WBGene00013474,nsph-3.1,Y69E1A.2.1
wuchereria_bancrofti_prjna275548,Wban_05010,mrna-Wban_05010,mrna-Wban_05010,MFP2b family protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y116],,,,WBGene00194734,nsph-4.3,T04A6.4.1
wuchereria_bancrofti_prjna275548,Wban_05010,mrna-Wban_05010,mrna-Wban_05010,MFP2b family protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y116],,,,WBGene00021993,nsph-4.2,Y59E9AL.3.1
wuchereria_bancrofti_prjna275548,Wban_05020,mrna-Wban_05020,mrna-Wban_05020,Protein-tyrosine phosphatase containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F231],,,,WBGene00009129,F25H5.7,F25H5.7.1
wuchereria_bancrofti_prjna275548,Wban_05020,mrna-Wban_05020,mrna-Wban_05020,Protein-tyrosine phosphatase containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F231],,,,WBGene00018895,F55F8.7,F55F8.7.1
wuchereria_bancrofti_prjna275548,Wban_05021,mrna-Wban_05021,mrna-Wban_05021,,,,,WBGene00012107,T27F6.8,T27F6.8.1
wuchereria_bancrofti_prjna275548,Wban_05022,mrna-Wban_05022,mrna-Wban_05022,,,,,WBGene00004508,rrf-1,F26A3.8a.1
wuchereria_bancrofti_prjna275548,Wban_05022,mrna-Wban_05022,mrna-Wban_05022,,,,,WBGene00001214,ego-1,F26A3.3.1
wuchereria_bancrofti_prjna275548,Wban_05022,mrna-Wban_05022,mrna-Wban_05022,,,,,WBGene00004509,rrf-2,M01G12.12.1
wuchereria_bancrofti_prjna275548,Wban_05023,mrna-Wban_05023,mrna-Wban_05023,MFS domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKB8],,,,WBGene00003837,oat-1,T01B11.7.1
wuchereria_bancrofti_prjna275548,Wban_05023,mrna-Wban_05023,mrna-Wban_05023,MFS domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKB8],,,,WBGene00006220,str-176,T01B11.5a.1
wuchereria_bancrofti_prjna275548,Wban_05033,mrna-Wban_05033,mrna-Wban_05033,Two pore potassium channel protein sup-9  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ER39],,,,WBGene00006696,twk-46,Y39B6A.19a.1
wuchereria_bancrofti_prjna275548,Wban_05038,mrna-Wban_05038,mrna-Wban_05038,G-protein coupled receptors family 1 profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EY40],,,,WBGene00018222,F40A3.7,F40A3.7.1
wuchereria_bancrofti_prjna275548,Wban_05039,mrna-Wban_05039,mrna-Wban_05039,,,,,WBGene00020957,W02H5.2,W02H5.2.1
wuchereria_bancrofti_prjna275548,Wban_05042,mrna-Wban_05042,mrna-Wban_05042,,,,,WBGene00003386,mod-1,K06C4.6a.1
wuchereria_bancrofti_prjna275548,Wban_05059,mrna-Wban_05059,mrna-Wban_05059,Piwi domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E1X7],,,,WBGene00006449,alg-4,ZK757.3a.1
wuchereria_bancrofti_prjna275548,Wban_05059,mrna-Wban_05059,mrna-Wban_05059,Piwi domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E1X7],,,,WBGene00011910,alg-3,T22B3.2b.1
wuchereria_bancrofti_prjna275548,Wban_05060,mrna-Wban_05060,mrna-Wban_05060,,,,,WBGene00009031,F21H7.5,F21H7.5.1
wuchereria_bancrofti_prjna275548,Wban_05060,mrna-Wban_05060,mrna-Wban_05060,,,,,WBGene00009470,F36D3.4,F36D3.4.1
wuchereria_bancrofti_prjna275548,Wban_05061,mrna-Wban_05061,mrna-Wban_05061,,,,,WBGene00009031,F21H7.5,F21H7.5.1
wuchereria_bancrofti_prjna275548,Wban_05061,mrna-Wban_05061,mrna-Wban_05061,,,,,WBGene00009470,F36D3.4,F36D3.4.1
wuchereria_bancrofti_prjna275548,Wban_05062,mrna-Wban_05062,mrna-Wban_05062,Protein kinase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7ENX1],,,,WBGene00007777,C27D8.1,C27D8.1.1
wuchereria_bancrofti_prjna275548,Wban_05062,mrna-Wban_05062,mrna-Wban_05062,Protein kinase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7ENX1],,,,WBGene00018745,F53C3.1,F53C3.1.1
wuchereria_bancrofti_prjna275548,Wban_05062,mrna-Wban_05062,mrna-Wban_05062,Protein kinase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7ENX1],,,,WBGene00012731,Y39G8C.2,Y39G8C.2.1
wuchereria_bancrofti_prjna275548,Wban_05064,mrna-Wban_05064,mrna-Wban_05064,,,,,WBGene00002036,hum-2,F36D4.3b.1
wuchereria_bancrofti_prjna275548,Wban_05071,mrna-Wban_05071,mrna-Wban_05071,PDZ domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y3M2],,,,WBGene00007733,smz-1,C25G4.6.1
wuchereria_bancrofti_prjna275548,Wban_05071,mrna-Wban_05071,mrna-Wban_05071,PDZ domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y3M2],,,,WBGene00020661,smz-2,T21G5.4.1
wuchereria_bancrofti_prjna275548,Wban_05088,mrna-Wban_05088,mrna-Wban_05088,Innexin  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ETW3],,,,WBGene00000488,che-7,F26D11.10b.1
wuchereria_bancrofti_prjna275548,Wban_05090,mrna-Wban_05090,mrna-Wban_05090,CK1/TTBKL protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EVA5],,,,WBGene00007269,C03C10.2,C03C10.2.1
wuchereria_bancrofti_prjna275548,Wban_05090,mrna-Wban_05090,mrna-Wban_05090,CK1/TTBKL protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EVA5],,,,WBGene00020580,T19D12.5,T19D12.5.1
wuchereria_bancrofti_prjna275548,Wban_05094,mrna-Wban_05094,mrna-Wban_05094,Receptor protein-tyrosine kinase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EAR1],,,,WBGene00016059,hir-1,C24G6.2a.2
wuchereria_bancrofti_prjna275548,Wban_05120,mrna-Wban_05120,mrna-Wban_05120,RRP15-like protein  [Source:UniProtKB/TrEMBL;Acc:J9FI25],,,,WBGene00018762,F53E10.6,F53E10.6.1
wuchereria_bancrofti_prjna275548,Wban_05121,mrna-Wban_05121,mrna-Wban_05121,,,,,WBGene00011713,htrl-1,T11F9.12.1
wuchereria_bancrofti_prjna275548,Wban_05126,mrna-Wban_05126,mrna-Wban_05126,Protein quiver  [Source:UniProtKB/TrEMBL;Acc:J9F8V3],,,,WBGene00044176,C30G7.2,C30G7.2b.1
wuchereria_bancrofti_prjna275548,Wban_05129,mrna-Wban_05129,mrna-Wban_05129,,,,,WBGene00194909,F41E6.17,F41E6.17.1
wuchereria_bancrofti_prjna275548,Wban_05135,mrna-Wban_05135,mrna-Wban_05135,Oxidoreductase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQ69],,,,WBGene00000987,dhs-24,Y60A3A.10.1
wuchereria_bancrofti_prjna275548,Wban_05143,mrna-Wban_05143,mrna-Wban_05143,Dosage compensation protein dpy-30  [Source:UniProtKB/TrEMBL;Acc:J9EPB8],,,,WBGene00001088,dpy-30,ZK863.6.1
wuchereria_bancrofti_prjna275548,Wban_05151,mrna-Wban_05151,mrna-Wban_05151,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XJP1],,,,WBGene00007951,dmsr-8,C35A5.7.1
wuchereria_bancrofti_prjna275548,Wban_05163,mrna-Wban_05163,mrna-Wban_05163,Ground-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FC38],,,,WBGene00001716,grl-7,T02E9.2a.1
wuchereria_bancrofti_prjna275548,Wban_05164,mrna-Wban_05164,mrna-Wban_05164,F-box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DET1],,,,WBGene00010744,K10D6.4,K10D6.4b.1
wuchereria_bancrofti_prjna275548,Wban_05166,mrna-Wban_05166,mrna-Wban_05166,,,,,WBGene00007389,glb-3,C06H2.5b.1
wuchereria_bancrofti_prjna275548,Wban_05173,mrna-Wban_05173,mrna-Wban_05173,Nematode cuticle collagen domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F5N3],,,,WBGene00000695,col-121,F56D5.1.1
wuchereria_bancrofti_prjna275548,Wban_05184,mrna-Wban_05184,mrna-Wban_05184,,,,,WBGene00022285,Y75B7AL.2,Y75B7AL.2a.1
wuchereria_bancrofti_prjna275548,Wban_05187,mrna-Wban_05187,mrna-Wban_05187,,,,,WBGene00013366,Y60A3A.21,Y60A3A.21b.1
wuchereria_bancrofti_prjna275548,Wban_05188,mrna-Wban_05188,mrna-Wban_05188,,,,,WBGene00013366,Y60A3A.21,Y60A3A.21b.1
wuchereria_bancrofti_prjna275548,Wban_05189,mrna-Wban_05189,mrna-Wban_05189,,,,,WBGene00010998,R03G8.3,R03G8.3.1
wuchereria_bancrofti_prjna275548,Wban_05189,mrna-Wban_05189,mrna-Wban_05189,,,,,WBGene00013539,Y73F8A.35,Y73F8A.35a.1
wuchereria_bancrofti_prjna275548,Wban_05189,mrna-Wban_05189,mrna-Wban_05189,,,,,WBGene00010996,R03G8.1,R03G8.1.1
wuchereria_bancrofti_prjna275548,Wban_05193,mrna-Wban_05193,mrna-Wban_05193,,,,,WBGene00044191,F43D2.6,F43D2.6.1
wuchereria_bancrofti_prjna275548,Wban_05196,mrna-Wban_05196,mrna-Wban_05196,,,,,WBGene00001813,haf-3,F57A10.3.1
wuchereria_bancrofti_prjna275548,Wban_05197,mrna-Wban_05197,mrna-Wban_05197,Zinc finger protein  [Source:UniProtKB/TrEMBL;Acc:J9EXN2],,,,WBGene00013350,slr-2,Y59A8B.13a.1
wuchereria_bancrofti_prjna275548,Wban_05204,mrna-Wban_05204,mrna-Wban_05204,,,,,WBGene00012671,Y39B6A.9,Y39B6A.9.1
wuchereria_bancrofti_prjna275548,Wban_05217,mrna-Wban_05217,mrna-Wban_05217,WD_REPEATS_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EFJ6],,,,WBGene00015670,C10B5.1,C10B5.1.1
wuchereria_bancrofti_prjna275548,Wban_05222,mrna-Wban_05222,mrna-Wban_05222,,,,,WBGene00020300,ssna-1,T07A9.13b.1
wuchereria_bancrofti_prjna275548,Wban_05223,mrna-Wban_05223,mrna-Wban_05223,EF-hand domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9BES7],,,,WBGene00000552,cmd-1,T21H3.3a.1
wuchereria_bancrofti_prjna275548,Wban_05225,mrna-Wban_05225,mrna-Wban_05225,Tyrosine-protein phosphatase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DNL2],,,,WBGene00016839,C50F2.5,C50F2.5.1
wuchereria_bancrofti_prjna275548,Wban_05225,mrna-Wban_05225,mrna-Wban_05225,Tyrosine-protein phosphatase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DNL2],,,,WBGene00016605,C43E11.5,C43E11.5.1
wuchereria_bancrofti_prjna275548,Wban_05226,mrna-Wban_05226,mrna-Wban_05226,,,,,WBGene00014030,glb-1,ZK637.13.1
wuchereria_bancrofti_prjna275548,Wban_05228,mrna-Wban_05228,mrna-Wban_05228,Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FCB4],,,,WBGene00022780,ZK622.1,ZK622.1.1
wuchereria_bancrofti_prjna275548,Wban_05233,mrna-Wban_05233,mrna-Wban_05233,,,,,WBGene00007552,dyf-4,C13C12.2.1
wuchereria_bancrofti_prjna275548,Wban_05239,mrna-Wban_05239,mrna-Wban_05239,,,,,WBGene00003249,mig-18,F11F1.6.1
wuchereria_bancrofti_prjna275548,Wban_05241,mrna-Wban_05241,mrna-Wban_05241,Cytosol aminopeptidase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7ET26],,,,WBGene00002250,lap-2,W07G4.4.1
wuchereria_bancrofti_prjna275548,Wban_05247,mrna-Wban_05247,mrna-Wban_05247,Piwi domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EGW2],,,,WBGene00007297,vsra-1,C04F12.1.1
wuchereria_bancrofti_prjna275548,Wban_05256,mrna-Wban_05256,mrna-Wban_05256,DUF19 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XBK7],,,,WBGene00011831,T19B10.2,T19B10.2.1
wuchereria_bancrofti_prjna275548,Wban_05259,mrna-Wban_05259,mrna-Wban_05259,Oxidoreductase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DT86],,,,WBGene00000980,dhs-17,F29G9.6b.1
wuchereria_bancrofti_prjna275548,Wban_05272,mrna-Wban_05272,mrna-Wban_05272,,,,,WBGene00021309,Y32G9B.1,Y32G9B.1b.1
wuchereria_bancrofti_prjna275548,Wban_05282,mrna-Wban_05282,mrna-Wban_05282,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F092],,,,WBGene00008342,frpr-5,C56A3.3b.1
wuchereria_bancrofti_prjna275548,Wban_05283,mrna-Wban_05283,mrna-Wban_05283,,,,,WBGene00005904,srx-13,C44B12.4.1
wuchereria_bancrofti_prjna275548,Wban_05283,mrna-Wban_05283,mrna-Wban_05283,,,,,WBGene00005905,srx-14,C44B12.8.1
wuchereria_bancrofti_prjna275548,Wban_05283,mrna-Wban_05283,mrna-Wban_05283,,,,,WBGene00005903,srx-12,Y55F3AM.2.1
wuchereria_bancrofti_prjna275548,Wban_05289,mrna-Wban_05289,mrna-Wban_05289,Abnormal spindle-like microcephaly-associated protein ASH domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FFG4],,,,WBGene00004953,spd-2,F32H2.3.1
wuchereria_bancrofti_prjna275548,Wban_05291,mrna-Wban_05291,mrna-Wban_05291,Myosin tail family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDQ8],,,,WBGene00003515,myo-3,K12F2.1.1
wuchereria_bancrofti_prjna275548,Wban_05294,mrna-Wban_05294,mrna-Wban_05294,,,,,WBGene00010998,R03G8.3,R03G8.3.1
wuchereria_bancrofti_prjna275548,Wban_05294,mrna-Wban_05294,mrna-Wban_05294,,,,,WBGene00013539,Y73F8A.35,Y73F8A.35a.1
wuchereria_bancrofti_prjna275548,Wban_05294,mrna-Wban_05294,mrna-Wban_05294,,,,,WBGene00010996,R03G8.1,R03G8.1.1
wuchereria_bancrofti_prjna275548,Wban_05297,mrna-Wban_05297,mrna-Wban_05297,,,,,WBGene00012291,W06A7.2,W06A7.2a.1
wuchereria_bancrofti_prjna275548,Wban_05308,mrna-Wban_05308,mrna-Wban_05308,Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EHY8],,,,WBGene00005018,sqt-3,F23H12.4a.1
wuchereria_bancrofti_prjna275548,Wban_05309,mrna-Wban_05309,mrna-Wban_05309,PDZ domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EJ37],,,,WBGene00009093,F23H12.3,F23H12.3a.1
wuchereria_bancrofti_prjna275548,Wban_05318,mrna-Wban_05318,mrna-Wban_05318,Protein-L-isoaspartate O-methyltransferase  [Source:UniProtKB/TrEMBL;Acc:J9E919],,,,WBGene00003954,pcm-1,C10F3.5a.1
wuchereria_bancrofti_prjna275548,Wban_05319,mrna-Wban_05319,mrna-Wban_05319,,,,,WBGene00003954,pcm-1,C10F3.5a.1
wuchereria_bancrofti_prjna275548,Wban_05325,mrna-Wban_05325,mrna-Wban_05325,Laminin EGF-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DE54],,,,WBGene00020908,VC5.2,VC5.2.1
wuchereria_bancrofti_prjna275548,Wban_05326,mrna-Wban_05326,mrna-Wban_05326,,,,,WBGene00003786,npa-1,VC5.3a.1
wuchereria_bancrofti_prjna275548,Wban_05329,mrna-Wban_05329,mrna-Wban_05329,Aminoacyl-transfer RNA synthetases class-II family profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EA98],,,,WBGene00019353,K03B4.1,K03B4.1.1
wuchereria_bancrofti_prjna275548,Wban_05334,mrna-Wban_05334,mrna-Wban_05334,Activin types I and II receptor domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDH9],,,,WBGene00077669,Y38H6A.5,Y38H6A.5a.1
wuchereria_bancrofti_prjna275548,Wban_05340,mrna-Wban_05340,mrna-Wban_05340,,,,,WBGene00006782,unc-46,C04F5.3.1
wuchereria_bancrofti_prjna275548,Wban_05346,mrna-Wban_05346,mrna-Wban_05346,,,,,WBGene00002132,inx-10,T18H9.5a.1
wuchereria_bancrofti_prjna275548,Wban_05365,mrna-Wban_05365,mrna-Wban_05365,F-box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F474],,,,WBGene00020245,T05B11.1,T05B11.1.2
wuchereria_bancrofti_prjna275548,Wban_05376,mrna-Wban_05376,mrna-Wban_05376,,,,,WBGene00044553,T23B12.11,T23B12.11.1
wuchereria_bancrofti_prjna275548,Wban_05394,mrna-Wban_05394,mrna-Wban_05394,,,,,WBGene00009993,F53F4.11,F53F4.11.1
