Gene stable ID,is_enzyme_evidence,is_enzyme
Wban_05467,Does not have InterPro domains related to GO:0003824,False
Wban_05468,Does not have InterPro domains related to GO:0003824,False
Wban_05469,Does not have InterPro domains related to GO:0003824,False
Wban_05470,Does not have InterPro domains related to GO:0003824,False
Wban_05471,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006186 - Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type",True
Wban_05472,Does not have InterPro domains related to GO:0003824,False
Wban_05473,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006186 - Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type",True
Wban_05474,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000999 - Ribonuclease III domain, IPR011907 - Ribonuclease III, IPR036389 - Ribonuclease III, endonuclease domain superfamily",True
Wban_05475,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR038729 - Rad50/SbcC-type AAA domain, IPR004584 - DNA repair protein Rad50, eukaryotes",True
Wban_05476,Does not have InterPro domains related to GO:0003824,False
Wban_05477,Does not have InterPro domains related to GO:0003824,False
Wban_05478,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001757 - P-type ATPase,True
Wban_05479,Does not have InterPro domains related to GO:0003824,False
Wban_05480,Does not have InterPro domains related to GO:0003824,False
Wban_05481,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000242 - Tyrosine-specific protein phosphatase, PTPase domain",True
Wban_05482,Does not have InterPro domains related to GO:0003824,False
Wban_05483,Does not have InterPro domains related to GO:0003824,False
Wban_05484,Does not have InterPro domains related to GO:0003824,False
Wban_05485,Does not have InterPro domains related to GO:0003824,False
Wban_05486,Does not have InterPro domains related to GO:0003824,False
Wban_05487,Does not have InterPro domains related to GO:0003824,False
Wban_05488,Does not have InterPro domains related to GO:0003824,False
Wban_05489,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR017946 - PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily, IPR016280 - Phosphatidylinositol-4, 5-bisphosphate phosphodiesterase beta, IPR001711 - Phospholipase C, phosphatidylinositol-specific, Y domain",True
Wban_05490,Does not have InterPro domains related to GO:0003824,False
Wban_05491,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR037457 - M28 Zn-Peptidase Glutaminyl Cyclase,True
Wban_05492,Does not have InterPro domains related to GO:0003824,False
Wban_05493,Does not have InterPro domains related to GO:0003824,False
Wban_05494,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006186 - Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type",True
Wban_05495,Does not have InterPro domains related to GO:0003824,False
Wban_05496,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site, IPR017892 - Protein kinase, C-terminal, IPR000961 - AGC-kinase, C-terminal",True
Wban_05497,Does not have InterPro domains related to GO:0003824,False
Wban_05498,Does not have InterPro domains related to GO:0003824,False
Wban_05499,Does not have InterPro domains related to GO:0003824,False
Wban_05500,Does not have InterPro domains related to GO:0003824,False
Wban_05501,Does not have InterPro domains related to GO:0003824,False
Wban_05502,Does not have InterPro domains related to GO:0003824,False
Wban_05503,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR020635 - Tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain, IPR002011 - Tyrosine-protein kinase, receptor class II, conserved site, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain",True
Wban_05504,Does not have InterPro domains related to GO:0003824,False
Wban_05505,Does not have InterPro domains related to GO:0003824,False
Wban_05506,Does not have InterPro domains related to GO:0003824,False
Wban_05507,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR015324 - Ribosomal protein Rsm22-like,True
Wban_05508,Does not have InterPro domains related to GO:0003824,False
Wban_05509,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001019 - Guanine nucleotide binding protein (G-protein), alpha subunit",True
Wban_05510,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR045078 - Sulfurtransferase TST/MPST-like,True
Wban_05511,Does not have InterPro domains related to GO:0003824,False
Wban_05512,Does not have InterPro domains related to GO:0003824,False
Wban_05513,Does not have InterPro domains related to GO:0003824,False
Wban_05514,Does not have InterPro domains related to GO:0003824,False
Wban_05515,Does not have InterPro domains related to GO:0003824,False
Wban_05516,Does not have InterPro domains related to GO:0003824,False
Wban_05517,Does not have InterPro domains related to GO:0003824,False
Wban_05518,Does not have InterPro domains related to GO:0003824,False
Wban_05519,Does not have InterPro domains related to GO:0003824,False
Wban_05520,Does not have InterPro domains related to GO:0003824,False
Wban_05521,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002937 - Amine oxidase,True
Wban_05522,Does not have InterPro domains related to GO:0003824,False
Wban_05523,Does not have InterPro domains related to GO:0003824,False
Wban_05524,Does not have InterPro domains related to GO:0003824,False
Wban_05525,Does not have InterPro domains related to GO:0003824,False
Wban_05526,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR047021 - RNA exonuclease REXO1/REXO3/REXO4-like,True
Wban_05527,Does not have InterPro domains related to GO:0003824,False
Wban_05528,Does not have InterPro domains related to GO:0003824,False
Wban_05529,Does not have InterPro domains related to GO:0003824,False
Wban_05530,Does not have InterPro domains related to GO:0003824,False
Wban_05531,Does not have InterPro domains related to GO:0003824,False
Wban_05532,Does not have InterPro domains related to GO:0003824,False
Wban_05533,Does not have InterPro domains related to GO:0003824,False
Wban_05534,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR014371 - Sterol O-acyltransferase, ACAT/DAG/ARE types",True
Wban_05535,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_05536,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR020635 - Tyrosine-protein kinase, catalytic domain, IPR002011 - Tyrosine-protein kinase, receptor class II, conserved site, IPR000719 - Protein kinase domain, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR008266 - Tyrosine-protein kinase, active site",True
Wban_05537,Does not have InterPro domains related to GO:0003824,False
Wban_05538,Does not have InterPro domains related to GO:0003824,False
Wban_05539,Does not have InterPro domains related to GO:0003824,False
Wban_05540,Does not have InterPro domains related to GO:0003824,False
Wban_05541,Does not have InterPro domains related to GO:0003824,False
Wban_05542,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000795 - Translational (tr)-type GTP-binding domain,True
Wban_05543,Does not have InterPro domains related to GO:0003824,False
Wban_05544,Does not have InterPro domains related to GO:0003824,False
Wban_05545,Does not have InterPro domains related to GO:0003824,False
Wban_05546,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000243 - Peptidase T1A, proteasome beta-subunit",True
Wban_05547,Does not have InterPro domains related to GO:0003824,False
Wban_05548,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000692 - rRNA 2'-O-methyltransferase fibrillarin-like, IPR020813 - Fibrillarin, conserved site",True
Wban_05549,Does not have InterPro domains related to GO:0003824,False
Wban_05550,Does not have InterPro domains related to GO:0003824,False
Wban_05551,Does not have InterPro domains related to GO:0003824,False
Wban_05552,Does not have InterPro domains related to GO:0003824,False
Wban_05553,Does not have InterPro domains related to GO:0003824,False
Wban_05554,Does not have InterPro domains related to GO:0003824,False
Wban_05555,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002130 - Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain, IPR016304 - Peptidyl-prolyl cis-trans isomerase E, IPR020892 - Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site",True
Wban_05556,Does not have InterPro domains related to GO:0003824,False
Wban_05557,Does not have InterPro domains related to GO:0003824,False
Wban_05558,Does not have InterPro domains related to GO:0003824,False
Wban_05559,Does not have InterPro domains related to GO:0003824,False
Wban_05560,Does not have InterPro domains related to GO:0003824,False
Wban_05561,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR019574 - NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding, IPR006656 - Molybdopterin oxidoreductase, IPR006963 - Molybdopterin oxidoreductase, 4Fe-4S domain, IPR010228 - NADH:ubiquinone oxidoreductase, subunit G, IPR015405 - NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like",True
Wban_05562,Does not have InterPro domains related to GO:0003824,False
Wban_05563,Does not have InterPro domains related to GO:0003824,False
Wban_05564,Does not have InterPro domains related to GO:0003824,False
Wban_05565,Does not have InterPro domains related to GO:0003824,False
Wban_05566,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006186 - Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type",True
Wban_05567,Does not have InterPro domains related to GO:0003824,False
Wban_05568,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_05569,Does not have InterPro domains related to GO:0003824,False
Wban_05570,Does not have InterPro domains related to GO:0003824,False
Wban_05571,Does not have InterPro domains related to GO:0003824,False
Wban_05572,Does not have InterPro domains related to GO:0003824,False
Wban_05573,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR034669 - Novel protein kinase C epsilon, catalytic domain, IPR017892 - Protein kinase, C-terminal, IPR000719 - Protein kinase domain, IPR000961 - AGC-kinase, C-terminal, IPR014376 - Protein kinase C, delta/epsilon/eta/theta types, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_05574,Does not have InterPro domains related to GO:0003824,False
Wban_05575,Does not have InterPro domains related to GO:0003824,False
Wban_05576,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR038885 - Phospholipase B1, membrane-associated",True
Wban_05577,Does not have InterPro domains related to GO:0003824,False
Wban_05578,Does not have InterPro domains related to GO:0003824,False
Wban_05579,Does not have InterPro domains related to GO:0003824,False
Wban_05580,Does not have InterPro domains related to GO:0003824,False
Wban_05581,Does not have InterPro domains related to GO:0003824,False
Wban_05582,Does not have InterPro domains related to GO:0003824,False
Wban_05583,Does not have InterPro domains related to GO:0003824,False
Wban_05584,Does not have InterPro domains related to GO:0003824,False
Wban_05585,Does not have InterPro domains related to GO:0003824,False
Wban_05586,Does not have InterPro domains related to GO:0003824,False
Wban_05587,Does not have InterPro domains related to GO:0003824,False
Wban_05588,Does not have InterPro domains related to GO:0003824,False
Wban_05589,Does not have InterPro domains related to GO:0003824,False
Wban_05590,Does not have InterPro domains related to GO:0003824,False
Wban_05591,Does not have InterPro domains related to GO:0003824,False
Wban_05592,Does not have InterPro domains related to GO:0003824,False
Wban_05593,Does not have InterPro domains related to GO:0003824,False
Wban_05594,Does not have InterPro domains related to GO:0003824,False
Wban_05595,Does not have InterPro domains related to GO:0003824,False
Wban_05596,Does not have InterPro domains related to GO:0003824,False
Wban_05597,Does not have InterPro domains related to GO:0003824,False
Wban_05598,Does not have InterPro domains related to GO:0003824,False
Wban_05599,Does not have InterPro domains related to GO:0003824,False
Wban_05600,Does not have InterPro domains related to GO:0003824,False
Wban_05601,Does not have InterPro domains related to GO:0003824,False
Wban_05602,Does not have InterPro domains related to GO:0003824,False
Wban_05603,Does not have InterPro domains related to GO:0003824,False
Wban_05604,Does not have InterPro domains related to GO:0003824,False
Wban_05605,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000715 - Glycosyl transferase, family 4, IPR033895 - UDP-GlcNAc-dolichyl-phosphate GlcNAc phosphotransferase",True
Wban_05606,Does not have InterPro domains related to GO:0003824,False
Wban_05607,Does not have InterPro domains related to GO:0003824,False
Wban_05608,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_05609,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002312 - Aspartyl/Asparaginyl-tRNA synthetase, class IIb, IPR004522 - Asparagine-tRNA ligase, IPR004364 - Aminoacyl-tRNA synthetase, class II (D/K/N)",True
Wban_05610,Does not have InterPro domains related to GO:0003824,False
Wban_05611,Does not have InterPro domains related to GO:0003824,False
Wban_05612,Does not have InterPro domains related to GO:0003824,False
Wban_05613,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001806 - Small GTPase,True
Wban_05614,Does not have InterPro domains related to GO:0003824,False
Wban_05615,Does not have InterPro domains related to GO:0003824,False
Wban_05616,Does not have InterPro domains related to GO:0003824,False
Wban_05617,Does not have InterPro domains related to GO:0003824,False
Wban_05618,Does not have InterPro domains related to GO:0003824,False
Wban_05619,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR036852 - Peptidase S8/S53 domain superfamily, IPR000209 - Peptidase S8/S53 domain, IPR002884 - P domain",True
Wban_05620,Does not have InterPro domains related to GO:0003824,False
Wban_05621,Does not have InterPro domains related to GO:0003824,False
Wban_05622,Does not have InterPro domains related to GO:0003824,False
Wban_05623,Does not have InterPro domains related to GO:0003824,False
Wban_05624,Does not have InterPro domains related to GO:0003824,False
Wban_05625,Does not have InterPro domains related to GO:0003824,False
Wban_05626,Does not have InterPro domains related to GO:0003824,False
Wban_05627,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002328 - Alcohol dehydrogenase, zinc-type, conserved site, IPR014183 - Alcohol dehydrogenase class III",True
Wban_05628,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR010280 - (Uracil-5)-methyltransferase family,True
Wban_05629,Does not have InterPro domains related to GO:0003824,False
Wban_05630,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR024079 - Metallopeptidase, catalytic domain superfamily, IPR001590 - Peptidase M12B, ADAM/reprolysin",True
Wban_05631,Does not have InterPro domains related to GO:0003824,False
Wban_05632,Does not have InterPro domains related to GO:0003824,False
Wban_05633,Does not have InterPro domains related to GO:0003824,False
Wban_05634,Does not have InterPro domains related to GO:0003824,False
Wban_05635,Does not have InterPro domains related to GO:0003824,False
Wban_05636,Does not have InterPro domains related to GO:0003824,False
Wban_05637,Does not have InterPro domains related to GO:0003824,False
Wban_05638,Does not have InterPro domains related to GO:0003824,False
Wban_05639,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR003959 - ATPase, AAA-type, core, IPR003960 - ATPase, AAA-type, conserved site",True
Wban_05640,Does not have InterPro domains related to GO:0003824,False
Wban_05641,Does not have InterPro domains related to GO:0003824,False
Wban_05642,Does not have InterPro domains related to GO:0003824,False
Wban_05643,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_05644,Does not have InterPro domains related to GO:0003824,False
Wban_05645,Does not have InterPro domains related to GO:0003824,False
Wban_05646,Does not have InterPro domains related to GO:0003824,False
Wban_05647,Does not have InterPro domains related to GO:0003824,False
Wban_05648,Does not have InterPro domains related to GO:0003824,False
Wban_05649,Does not have InterPro domains related to GO:0003824,False
Wban_05650,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_05651,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006186 - Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type",True
Wban_05652,Does not have InterPro domains related to GO:0003824,False
Wban_05653,Does not have InterPro domains related to GO:0003824,False
Wban_05654,Does not have InterPro domains related to GO:0003824,False
Wban_05655,Does not have InterPro domains related to GO:0003824,False
Wban_05656,Does not have InterPro domains related to GO:0003824,False
Wban_05657,Does not have InterPro domains related to GO:0003824,False
Wban_05658,Does not have InterPro domains related to GO:0003824,False
Wban_05659,Does not have InterPro domains related to GO:0003824,False
Wban_05660,Does not have InterPro domains related to GO:0003824,False
Wban_05661,Does not have InterPro domains related to GO:0003824,False
Wban_05662,Does not have InterPro domains related to GO:0003824,False
Wban_05663,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_05664,Does not have InterPro domains related to GO:0003824,False
Wban_05665,Does not have InterPro domains related to GO:0003824,False
Wban_05666,Does not have InterPro domains related to GO:0003824,False
Wban_05667,Does not have InterPro domains related to GO:0003824,False
Wban_05668,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR018611 - E3 UFM1-protein ligase 1,True
Wban_05669,Does not have InterPro domains related to GO:0003824,False
Wban_05670,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR014014 - RNA helicase, DEAD-box type, Q motif",True
Wban_05671,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000682 - Protein-L-isoaspartate(D-aspartate) O-methyltransferase,True
Wban_05672,Does not have InterPro domains related to GO:0003824,False
Wban_05673,Does not have InterPro domains related to GO:0003824,False
Wban_05674,Does not have InterPro domains related to GO:0003824,False
Wban_05675,Does not have InterPro domains related to GO:0003824,False
Wban_05676,Does not have InterPro domains related to GO:0003824,False
Wban_05677,Does not have InterPro domains related to GO:0003824,False
Wban_05678,Does not have InterPro domains related to GO:0003824,False
Wban_05679,Does not have InterPro domains related to GO:0003824,False
Wban_05680,Does not have InterPro domains related to GO:0003824,False
Wban_05681,Does not have InterPro domains related to GO:0003824,False
Wban_05682,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR020605 - Octanoyltransferase, conserved site, IPR000544 - Octanoyltransferase",True
Wban_05683,Does not have InterPro domains related to GO:0003824,False
Wban_05684,Does not have InterPro domains related to GO:0003824,False
Wban_05685,Does not have InterPro domains related to GO:0003824,False
Wban_05686,Does not have InterPro domains related to GO:0003824,False
Wban_05687,Does not have InterPro domains related to GO:0003824,False
Wban_05688,Does not have InterPro domains related to GO:0003824,False
Wban_05689,Does not have InterPro domains related to GO:0003824,False
Wban_05690,Does not have InterPro domains related to GO:0003824,False
Wban_05691,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR037460 - Streptomyces scabies esterase-like,True
Wban_05692,Does not have InterPro domains related to GO:0003824,False
Wban_05693,Does not have InterPro domains related to GO:0003824,False
Wban_05694,Does not have InterPro domains related to GO:0003824,False
Wban_05695,Does not have InterPro domains related to GO:0003824,False
Wban_05696,Does not have InterPro domains related to GO:0003824,False
Wban_05697,Does not have InterPro domains related to GO:0003824,False
Wban_05698,Does not have InterPro domains related to GO:0003824,False
Wban_05699,Does not have InterPro domains related to GO:0003824,False
Wban_05700,Does not have InterPro domains related to GO:0003824,False
Wban_05701,Does not have InterPro domains related to GO:0003824,False
Wban_05702,Does not have InterPro domains related to GO:0003824,False
Wban_05703,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR046457 - Phosphomannose isomerase type I, catalytic domain, IPR016305 - Mannose-6-phosphate isomerase, IPR001250 - Mannose-6-phosphate isomerase, type I, IPR018050 - Phosphomannose isomerase, type I, conserved site",True
Wban_05704,Does not have InterPro domains related to GO:0003824,False
Wban_05705,Does not have InterPro domains related to GO:0003824,False
Wban_05706,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_05707,Does not have InterPro domains related to GO:0003824,False
Wban_05708,Does not have InterPro domains related to GO:0003824,False
Wban_05709,Does not have InterPro domains related to GO:0003824,False
Wban_05710,Does not have InterPro domains related to GO:0003824,False
Wban_05711,Does not have InterPro domains related to GO:0003824,False
Wban_05712,Does not have InterPro domains related to GO:0003824,False
Wban_05713,Does not have InterPro domains related to GO:0003824,False
Wban_05714,Does not have InterPro domains related to GO:0003824,False
Wban_05715,Does not have InterPro domains related to GO:0003824,False
Wban_05716,Does not have InterPro domains related to GO:0003824,False
Wban_05717,Does not have InterPro domains related to GO:0003824,False
Wban_05718,Does not have InterPro domains related to GO:0003824,False
Wban_05719,Does not have InterPro domains related to GO:0003824,False
Wban_05720,Does not have InterPro domains related to GO:0003824,False
Wban_05721,Does not have InterPro domains related to GO:0003824,False
Wban_05722,Does not have InterPro domains related to GO:0003824,False
Wban_05723,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006184 - 6-phosphogluconate-binding site, IPR006183 - 6-phosphogluconate dehydrogenase, IPR006114 - 6-phosphogluconate dehydrogenase, C-terminal, IPR006113 - 6-phosphogluconate dehydrogenase, decarboxylating",True
Wban_05724,Does not have InterPro domains related to GO:0003824,False
Wban_05725,Does not have InterPro domains related to GO:0003824,False
Wban_05726,Does not have InterPro domains related to GO:0003824,False
Wban_05727,Does not have InterPro domains related to GO:0003824,False
Wban_05728,Does not have InterPro domains related to GO:0003824,False
Wban_05729,Does not have InterPro domains related to GO:0003824,False
Wban_05730,Does not have InterPro domains related to GO:0003824,False
Wban_05731,Does not have InterPro domains related to GO:0003824,False
Wban_05732,Does not have InterPro domains related to GO:0003824,False
Wban_05733,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR012164 - DNA-directed RNA polymerase subunit/transcription factor S,True
Wban_05734,Does not have InterPro domains related to GO:0003824,False
Wban_05735,Does not have InterPro domains related to GO:0003824,False
Wban_05736,Does not have InterPro domains related to GO:0003824,False
Wban_05737,Does not have InterPro domains related to GO:0003824,False
Wban_05738,Does not have InterPro domains related to GO:0003824,False
Wban_05739,Does not have InterPro domains related to GO:0003824,False
Wban_05740,Does not have InterPro domains related to GO:0003824,False
Wban_05741,Does not have InterPro domains related to GO:0003824,False
Wban_05742,Does not have InterPro domains related to GO:0003824,False
Wban_05743,Does not have InterPro domains related to GO:0003824,False
Wban_05744,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR024079 - Metallopeptidase, catalytic domain superfamily, IPR001590 - Peptidase M12B, ADAM/reprolysin",True
Wban_05745,Does not have InterPro domains related to GO:0003824,False
Wban_05746,Does not have InterPro domains related to GO:0003824,False
Wban_05747,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR017927 - FAD-binding domain, ferredoxin reductase-type, IPR001834 - NADH:cytochrome b5 reductase-like, IPR001709 - Flavoprotein pyridine nucleotide cytochrome reductase, IPR001433 - Oxidoreductase FAD/NAD(P)-binding",True
Wban_05748,Does not have InterPro domains related to GO:0003824,False
Wban_05749,Does not have InterPro domains related to GO:0003824,False
Wban_05750,Does not have InterPro domains related to GO:0003824,False
Wban_05751,Does not have InterPro domains related to GO:0003824,False
Wban_05752,Does not have InterPro domains related to GO:0003824,False
Wban_05753,Does not have InterPro domains related to GO:0003824,False
Wban_05754,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR044150 - Histone deacetylase 11,True
Wban_05755,Does not have InterPro domains related to GO:0003824,False
Wban_05756,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR014782 - Peptidase M1, membrane alanine aminopeptidase",True
Wban_05757,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_05758,Does not have InterPro domains related to GO:0003824,False
Wban_05759,Does not have InterPro domains related to GO:0003824,False
Wban_05760,Does not have InterPro domains related to GO:0003824,False
Wban_05761,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002656 - Acyltransferase 3 domain,True
Wban_05762,Does not have InterPro domains related to GO:0003824,False
Wban_05763,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006186 - Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type",True
Wban_05764,Does not have InterPro domains related to GO:0003824,False
Wban_05765,Does not have InterPro domains related to GO:0003824,False
Wban_05766,Does not have InterPro domains related to GO:0003824,False
Wban_05767,Does not have InterPro domains related to GO:0003824,False
Wban_05768,Does not have InterPro domains related to GO:0003824,False
Wban_05769,Does not have InterPro domains related to GO:0003824,False
Wban_05770,Does not have InterPro domains related to GO:0003824,False
Wban_05771,Does not have InterPro domains related to GO:0003824,False
Wban_05772,Does not have InterPro domains related to GO:0003824,False
Wban_05773,Does not have InterPro domains related to GO:0003824,False
Wban_05774,Does not have InterPro domains related to GO:0003824,False
Wban_05775,Does not have InterPro domains related to GO:0003824,False
Wban_05776,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_05777,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_05778,Does not have InterPro domains related to GO:0003824,False
Wban_05779,Does not have InterPro domains related to GO:0003824,False
Wban_05780,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_05781,Does not have InterPro domains related to GO:0003824,False
Wban_05782,Does not have InterPro domains related to GO:0003824,False
Wban_05783,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000751 - M-phase inducer phosphatase,True
Wban_05784,Does not have InterPro domains related to GO:0003824,False
Wban_05785,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000751 - M-phase inducer phosphatase,True
Wban_05786,Does not have InterPro domains related to GO:0003824,False
Wban_05787,Does not have InterPro domains related to GO:0003824,False
Wban_05788,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type, IPR006186 - Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase",True
Wban_05789,Does not have InterPro domains related to GO:0003824,False
Wban_05790,Does not have InterPro domains related to GO:0003824,False
Wban_05791,Does not have InterPro domains related to GO:0003824,False
Wban_05792,Does not have InterPro domains related to GO:0003824,False
Wban_05793,Does not have InterPro domains related to GO:0003824,False
Wban_05794,Does not have InterPro domains related to GO:0003824,False
Wban_05795,Does not have InterPro domains related to GO:0003824,False
Wban_05796,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006330 - Adenosine/adenine deaminase, IPR001365 - Adenosine deaminase domain",True
Wban_05797,Does not have InterPro domains related to GO:0003824,False
Wban_05798,Does not have InterPro domains related to GO:0003824,False
Wban_05799,Does not have InterPro domains related to GO:0003824,False
Wban_05800,Does not have InterPro domains related to GO:0003824,False
Wban_05801,Does not have InterPro domains related to GO:0003824,False
Wban_05802,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR041677 - DNA2/NAM7 helicase, helicase domain",True
Wban_05803,Does not have InterPro domains related to GO:0003824,False
Wban_05804,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002306 - Tryptophan-tRNA ligase, IPR001412 - Aminoacyl-tRNA synthetase, class I, conserved site, IPR002305 - Aminoacyl-tRNA synthetase, class Ic",True
Wban_05805,Does not have InterPro domains related to GO:0003824,False
Wban_05806,Does not have InterPro domains related to GO:0003824,False
Wban_05807,Does not have InterPro domains related to GO:0003824,False
Wban_05808,Does not have InterPro domains related to GO:0003824,False
Wban_05809,Does not have InterPro domains related to GO:0003824,False
Wban_05810,Does not have InterPro domains related to GO:0003824,False
Wban_05811,Does not have InterPro domains related to GO:0003824,False
Wban_05812,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR016090 - Phospholipase A2 domain, IPR001211 - Phospholipase A2, IPR036444 - Phospholipase A2 domain superfamily",True
Wban_05813,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_05814,Does not have InterPro domains related to GO:0003824,False
Wban_05815,Does not have InterPro domains related to GO:0003824,False
