Gene stable ID,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,best_WBP_human_orthologue_lt_40pct_identity
Wban_01037,ENSG00000125046,SSUH2,ortholog_one2one,20.4878,22.4,False,True
Wban_01038,,,,0.0,,True,True
Wban_01039,ENSG00000102218,RP2,ortholog_one2one,27.566,26.8571,False,True
Wban_01040,ENSG00000240891,PLCXD2,ortholog_many2many,27.4143,25.8065,False,True
Wban_01041,ENSG00000129317,PUS7L,ortholog_one2one,24.0437,18.8302,False,True
Wban_01042,,,,0.0,,True,True
Wban_01043,ENSG00000164823,OSGIN2,ortholog_one2many,29.0828,23.6794,False,True
Wban_01044,,,,0.0,,True,True
Wban_01045,,,,0.0,,True,True
Wban_01046,,,,0.0,,True,True
Wban_01047,ENSG00000068394,GPKOW,ortholog_one2one,25.3394,23.5294,False,True
Wban_01048,ENSG00000198692,EIF1AY,ortholog_one2many,51.7073,73.6111,False,False
Wban_01049,,,,0.0,,True,True
Wban_01050,,,,0.0,,True,True
Wban_01051,,,,0.0,,True,True
Wban_01052,ENSG00000109436,TBC1D9,ortholog_many2many,11.2426,4.50237,False,True
Wban_01053,ENSG00000196470,SIAH1,ortholog_one2one,59.7523,68.4397,False,False
Wban_01054,ENSG00000180185,FAHD1,ortholog_one2one,46.0465,44.7964,False,False
Wban_01055,,,,0.0,,True,True
Wban_01056,,,,0.0,,True,True
Wban_01057,ENSG00000185432,METTL7A,ortholog_many2many,13.6872,20.082,False,True
Wban_01058,ENSG00000171862,PTEN,ortholog_one2many,17.1896,31.2655,False,True
Wban_01059,ENSG00000113391,FAM172A,ortholog_one2one,16.8932,20.9135,False,True
Wban_01060,ENSG00000095637,SORBS1,ortholog_many2many,24.4656,7.97214,False,True
Wban_01061,,,,0.0,,True,True
Wban_01062,,,,0.0,,True,True
Wban_01063,ENSG00000067167,TRAM1,ortholog_one2many,39.4102,39.3048,False,True
Wban_01064,ENSG00000103642,LACTB,ortholog_one2one,34.6983,29.4333,False,True
Wban_01065,ENSG00000136003,ISCU,ortholog_one2one,69.0789,62.8743,False,False
Wban_01066,,,,0.0,,True,True
Wban_01067,,,,0.0,,True,True
Wban_01068,ENSG00000162630,B3GALT2,ortholog_many2many,24.4,14.455,False,True
Wban_01069,ENSG00000170275,CRTAP,ortholog_one2many,19.3548,23.9401,False,True
Wban_01070,ENSG00000267673,FDX2,ortholog_one2one,39.3204,44.2623,False,True
Wban_01071,ENSG00000071553,ATP6AP1,ortholog_one2one,12.6794,11.2766,False,True
Wban_01072,ENSG00000136378,ADAMTS7,ortholog_many2many,16.6055,21.4709,False,True
Wban_01073,ENSG00000101665,SMAD7,ortholog_many2many,15.311,15.0235,False,True
Wban_01074,,,,0.0,,True,True
Wban_01075,,,,0.0,,True,True
Wban_01076,,,,0.0,,True,True
Wban_01077,ENSG00000204104,TRAF3IP1,ortholog_one2one,25.9574,17.6556,False,True
Wban_01078,,,,0.0,,True,True
Wban_01079,ENSG00000131050,BPIFA2,ortholog_one2many,8.88099,20.0803,False,True
Wban_01080,ENSG00000115677,HDLBP,ortholog_many2many,15.0203,8.75394,False,True
Wban_01081,,,,0.0,,True,True
Wban_01082,,,,0.0,,True,True
Wban_01083,,,,0.0,,True,True
Wban_01084,ENSG00000184752,NDUFA12,ortholog_one2one,35.1724,35.1724,False,True
Wban_01085,ENSG00000088833,NSFL1C,ortholog_one2many,35.5828,31.3514,False,True
Wban_01086,,,,0.0,,True,True
Wban_01087,,,,0.0,,True,True
Wban_01088,ENSG00000111199,TRPV4,ortholog_many2many,16.8675,17.6808,False,True
Wban_01089,ENSG00000168411,RFWD3,ortholog_one2one,20.3571,14.7287,False,True
Wban_01090,,,,0.0,,True,True
Wban_01091,,,,0.0,,True,True
Wban_01092,,,,0.0,,True,True
Wban_01093,ENSG00000115415,STAT1,ortholog_one2many,21.2554,19.8667,False,True
Wban_01094,ENSG00000204628,RACK1,ortholog_one2one,75.0769,76.9716,False,False
Wban_01095,,,,0.0,,True,True
Wban_01096,ENSG00000109756,RAPGEF2,ortholog_many2many,35.137,30.1205,False,True
Wban_01097,ENSG00000116260,QSOX1,ortholog_many2many,21.6124,16.8675,False,True
Wban_01098,ENSG00000095564,BTAF1,ortholog_one2one,25.1327,23.0395,False,True
Wban_01099,,,,0.0,,True,True
Wban_01100,,,,0.0,,True,True
Wban_01101,ENSG00000042088,TDP1,ortholog_one2one,22.9851,25.3289,False,True
Wban_01102,ENSG00000197763,TXNRD3,ortholog_many2many,42.2753,46.8118,False,False
Wban_01103,ENSG00000196353,CPNE4,ortholog_many2many,18.7005,21.1849,False,True
Wban_01104,ENSG00000138670,RASGEF1B,ortholog_one2one,33.79,31.2896,False,True
Wban_01105,,,,0.0,,True,True
Wban_01106,ENSG00000159259,CHAF1B,ortholog_one2one,26.3862,24.6869,False,True
Wban_01107,ENSG00000139131,YARS2,ortholog_one2one,32.3974,31.4465,False,True
Wban_01108,ENSG00000156795,NTAQ1,ortholog_one2one,38.835,39.0244,False,True
Wban_01109,ENSG00000111802,TDP2,ortholog_one2one,29.0323,27.3481,False,True
Wban_01110,ENSG00000133067,LGR6,ortholog_many2many,22.0137,13.3402,False,True
Wban_01111,ENSG00000178773,CPNE7,ortholog_many2many,27.9528,25.448,False,True
Wban_01112,,,,0.0,,True,True
Wban_01113,ENSG00000007520,TSR3,ortholog_one2one,37.8151,28.8462,False,True
Wban_01114,ENSG00000162843,WDR64,ortholog_many2many,14.2023,6.69111,False,True
Wban_01115,,,,0.0,,True,True
Wban_01116,ENSG00000205060,SLC35B4,ortholog_one2many,36.6337,22.3565,False,True
Wban_01117,ENSG00000112699,GMDS,ortholog_one2one,64.9077,66.129,False,False
Wban_01118,,,,0.0,,True,True
Wban_01119,,,,0.0,,True,True
Wban_01120,ENSG00000139174,PRICKLE1,ortholog_many2many,26.3274,14.3201,False,True
Wban_01121,,,,0.0,,True,True
Wban_01122,ENSG00000177479,ARIH2,ortholog_one2one,52.6205,50.9128,False,False
Wban_01123,,,,0.0,,True,True
Wban_01124,ENSG00000103510,KAT8,ortholog_one2many,49.2537,43.2314,False,False
Wban_01125,ENSG00000162692,VCAM1,ortholog_one2one,5.75491,11.502,False,True
Wban_01126,,,,0.0,,True,True
Wban_01127,ENSG00000163624,CDS1,ortholog_one2many,50.431,50.7592,False,False
Wban_01128,,,,0.0,,True,True
Wban_01129,ENSG00000105971,CAV2,ortholog_one2one,19.5122,24.6914,False,True
Wban_01130,,,,0.0,,True,True
Wban_01131,ENSG00000157103,SLC6A1,ortholog_many2many,49.1776,49.9165,False,False
Wban_01132,,,,0.0,,True,True
Wban_01133,,,,0.0,,True,True
Wban_01134,,,,0.0,,True,True
Wban_01135,ENSG00000161904,LEMD2,ortholog_one2many,15.458,16.1034,False,True
Wban_01136,ENSG00000188130,MAPK12,ortholog_many2many,55.2846,55.5858,False,False
Wban_01137,,,,0.0,,True,True
Wban_01138,ENSG00000145050,MANF,ortholog_one2many,50.2959,46.7033,False,False
Wban_01139,ENSG00000177889,UBE2N,ortholog_many2many,80.2632,80.2632,False,False
Wban_01140,ENSG00000185825,BCAP31,ortholog_one2many,42.0561,36.5854,False,False
Wban_01141,ENSG00000186591,UBE2H,ortholog_one2one,73.057,77.0492,False,False
Wban_01142,ENSG00000111145,ELK3,ortholog_many2many,17.3333,25.5528,False,True
Wban_01143,,,,0.0,,True,True
Wban_01144,,,,0.0,,True,True
Wban_01145,,,,0.0,,True,True
Wban_01146,,,,0.0,,True,True
Wban_01147,,,,0.0,,True,True
Wban_01148,,,,0.0,,True,True
Wban_01149,ENSG00000177646,ACAD9,ortholog_many2many,13.5783,13.6876,False,True
Wban_01150,ENSG00000170464,DNAJC18,ortholog_many2many,6.58784,10.8939,False,True
Wban_01151,ENSG00000187091,PLCD1,ortholog_many2many,32.3848,31.6138,False,True
Wban_01152,,,,0.0,,True,True
Wban_01153,ENSG00000152583,SPARCL1,ortholog_one2many,33.4545,13.8554,False,True
Wban_01154,ENSG00000165637,VDAC2,ortholog_one2many,38.7324,37.415,False,True
Wban_01155,ENSG00000116685,KIAA2013,ortholog_one2one,24.9164,23.5016,False,True
Wban_01156,,,,0.0,,True,True
Wban_01157,ENSG00000136718,IMP4,ortholog_one2one,53.7671,53.9519,False,False
Wban_01158,ENSG00000131050,BPIFA2,ortholog_one2many,8.10345,18.8755,False,True
Wban_01159,,,,0.0,,True,True
Wban_01160,ENSG00000196440,ARMCX4,ortholog_one2many,14.8997,2.27074,False,True
Wban_01161,ENSG00000163291,PAQR3,ortholog_one2one,28.8026,28.6174,False,True
Wban_01162,ENSG00000113569,NUP155,ortholog_one2one,28.839,27.6779,False,True
Wban_01163,ENSG00000166224,SGPL1,ortholog_one2many,35.9649,36.0915,False,True
Wban_01164,,,,0.0,,True,True
Wban_01165,,,,0.0,,True,True
Wban_01166,ENSG00000054796,SPO11,ortholog_one2one,28.125,25.0,False,True
Wban_01167,ENSG00000127586,CHTF18,ortholog_one2one,26.1658,20.7179,False,True
Wban_01168,ENSG00000138757,G3BP2,ortholog_one2many,23.0444,22.6141,False,True
Wban_01169,ENSG00000009790,TRAF3IP3,ortholog_one2many,18.5355,14.7005,False,True
Wban_01170,ENSG00000197959,DNM3,ortholog_many2many,40.8769,33.4878,False,False
Wban_01171,ENSG00000272886,DCP1A,ortholog_one2many,22.3529,13.0584,False,True
Wban_01172,ENSG00000075336,TIMM21,ortholog_one2one,20.1923,16.9355,False,True
Wban_01173,ENSG00000086758,HUWE1,ortholog_one2one,29.9808,25.0114,False,True
Wban_01174,ENSG00000130159,ECSIT,ortholog_one2one,28.7263,24.594,False,True
Wban_01175,,,,0.0,,True,True
Wban_01176,ENSG00000134072,CAMK1,ortholog_one2one,62.9851,57.027,False,False
Wban_01177,ENSG00000169018,FEM1B,ortholog_one2one,30.4553,30.941,False,True
Wban_01178,,,,0.0,,True,True
Wban_01179,ENSG00000107731,UNC5B,ortholog_one2many,28.7097,28.254,False,True
Wban_01180,ENSG00000130045,NXNL2,ortholog_many2many,22.561,23.7179,False,True
Wban_01181,,,,0.0,,True,True
Wban_01182,,,,0.0,,True,True
Wban_01183,ENSG00000166869,CHP2,ortholog_many2many,35.2632,34.1837,False,True
Wban_01184,ENSG00000227345,PARG,ortholog_one2one,31.4873,20.3893,False,True
Wban_01185,ENSG00000105953,OGDH,ortholog_one2many,54.4218,54.741,False,False
Wban_01186,ENSG00000244687,UBE2V1,ortholog_many2many,20.1031,26.5306,False,True
Wban_01187,,,,0.0,,True,True
Wban_01188,,,,0.0,,True,True
Wban_01189,ENSG00000138079,SLC3A1,ortholog_many2many,19.7712,17.6642,False,True
Wban_01190,ENSG00000198855,FICD,ortholog_one2many,39.2324,40.1747,False,True
Wban_01191,ENSG00000101460,MAP1LC3A,ortholog_many2many,55.5556,57.8512,False,False
Wban_01192,,,,0.0,,True,True
Wban_01193,ENSG00000138079,SLC3A1,ortholog_many2many,19.7712,17.6642,False,True
Wban_01194,ENSG00000198855,FICD,ortholog_one2many,39.2324,40.1747,False,True
Wban_01195,ENSG00000101460,MAP1LC3A,ortholog_many2many,55.5556,57.8512,False,False
Wban_01196,ENSG00000188886,ASTL,ortholog_one2one,20.2929,22.5058,False,True
Wban_01197,,,,0.0,,True,True
Wban_01198,,,,0.0,,True,True
Wban_01199,ENSG00000117139,KDM5B,ortholog_many2many,28.5612,25.7124,False,True
Wban_01200,ENSG00000130332,LSM7,ortholog_one2one,60.396,59.2233,False,False
Wban_01201,,,,0.0,,True,True
Wban_01202,,,,0.0,,True,True
Wban_01203,,,,0.0,,True,True
Wban_01204,,,,0.0,,True,True
Wban_01205,,,,0.0,,True,True
Wban_01206,ENSG00000170638,TRABD,ortholog_one2one,29.7414,36.7021,False,True
Wban_01207,,,,0.0,,True,True
Wban_01208,ENSG00000173402,DAG1,ortholog_one2one,20.3175,14.3017,False,True
Wban_01209,,,,0.0,,True,True
Wban_01210,,,,0.0,,True,True
Wban_01211,ENSG00000105819,PMPCB,ortholog_one2one,54.717,53.3742,False,False
Wban_01212,,,,0.0,,True,True
Wban_01213,ENSG00000137285,TUBB2B,ortholog_many2many,31.5789,14.8315,False,True
Wban_01214,ENSG00000250305,TRMT9B,ortholog_many2many,24.7734,18.0617,False,True
Wban_01215,ENSG00000137285,TUBB2B,ortholog_many2many,28.4444,14.382,False,True
Wban_01216,ENSG00000197563,PIGN,ortholog_one2one,33.3333,32.7605,False,True
Wban_01217,ENSG00000162704,ARPC5,ortholog_one2many,45.0331,45.0331,False,False
Wban_01218,ENSG00000172534,HCFC1,ortholog_many2many,38.0087,21.5725,False,True
Wban_01219,ENSG00000156113,KCNMA1,ortholog_one2many,56.3406,50.3236,False,False
Wban_01220,ENSG00000165630,PRPF18,ortholog_one2one,21.194,41.5205,False,True
Wban_01221,ENSG00000156026,MCU,ortholog_one2many,35.7349,35.3276,False,True
Wban_01222,,,,0.0,,True,True
Wban_01223,,,,0.0,,True,True
Wban_01224,ENSG00000131748,STARD3,ortholog_many2many,16.5939,8.53933,False,True
Wban_01225,ENSG00000196632,WNK3,ortholog_many2many,21.0256,20.5,False,True
Wban_01226,,,,0.0,,True,True
Wban_01227,ENSG00000143153,ATP1B1,ortholog_many2many,28.1734,30.033,False,True
Wban_01228,,,,0.0,,True,True
Wban_01229,ENSG00000086205,FOLH1,ortholog_many2many,38.5542,4.26667,False,True
Wban_01230,,,,0.0,,True,True
Wban_01231,ENSG00000039523,RIPOR1,ortholog_one2many,18.552,13.4537,False,True
Wban_01232,ENSG00000165118,C9orf64,ortholog_one2one,38.9381,38.7097,False,True
Wban_01233,ENSG00000105135,ILVBL,ortholog_one2one,47.1229,47.943,False,False
Wban_01234,,,,0.0,,True,True
Wban_01235,,,,0.0,,True,True
Wban_01236,,,,0.0,,True,True
Wban_01237,,,,0.0,,True,True
Wban_01238,ENSG00000117480,FAAH,ortholog_many2many,28.7395,29.5337,False,True
Wban_01239,,,,0.0,,True,True
Wban_01240,ENSG00000119778,ATAD2B,ortholog_one2many,32.7745,26.8176,False,True
Wban_01241,ENSG00000172115,CYCS,ortholog_one2one,51.8519,53.3333,False,False
Wban_01242,,,,0.0,,True,True
Wban_01243,ENSG00000163002,NUP35,ortholog_one2one,17.6119,18.0982,False,True
Wban_01244,,,,0.0,,True,True
Wban_01245,,,,0.0,,True,True
Wban_01246,ENSG00000143155,TIPRL,ortholog_one2one,32.7645,35.2941,False,True
Wban_01247,,,,0.0,,True,True
Wban_01248,,,,0.0,,True,True
Wban_01249,ENSG00000188130,MAPK12,ortholog_many2many,37.8238,39.782,False,True
Wban_01250,,,,0.0,,True,True
Wban_01251,ENSG00000068308,OTUD5,ortholog_one2one,37.3434,26.3251,False,True
Wban_01252,ENSG00000119801,YPEL5,ortholog_one2one,55.9055,58.6777,False,False
Wban_01253,,,,0.0,,True,True
Wban_01254,ENSG00000138823,MTTP,ortholog_one2one,13.8824,13.1991,False,True
Wban_01255,,,,0.0,,True,True
Wban_01256,ENSG00000105675,ATP4A,ortholog_many2many,20.0625,24.8309,False,True
Wban_01257,,,,0.0,,True,True
Wban_01258,ENSG00000115593,SMYD1,ortholog_many2many,14.2336,15.9184,False,True
Wban_01259,ENSG00000065559,MAP2K4,ortholog_one2many,44.1989,40.1003,False,False
Wban_01260,ENSG00000101180,HRH3,ortholog_many2many,21.2471,20.6742,False,True
Wban_01261,ENSG00000007062,PROM1,ortholog_one2many,13.4818,13.2948,False,True
Wban_01262,ENSG00000100201,DDX17,ortholog_one2many,51.4834,40.4664,False,False
Wban_01263,ENSG00000112651,MRPL2,ortholog_one2one,31.2883,33.4426,False,True
Wban_01264,ENSG00000164077,MON1A,ortholog_one2many,27.033,22.1622,False,True
Wban_01265,,,,0.0,,True,True
Wban_01266,ENSG00000038295,TLL1,ortholog_one2one,42.9599,41.2636,False,False
Wban_01267,ENSG00000124140,SLC12A5,ortholog_many2many,42.0635,42.7419,False,False
Wban_01268,ENSG00000151239,TWF1,ortholog_one2many,37.4269,36.5714,False,True
Wban_01269,ENSG00000139174,PRICKLE1,ortholog_many2many,4.51613,4.21179,False,True
Wban_01270,,,,0.0,,True,True
Wban_01271,ENSG00000138346,DNA2,ortholog_many2many,14.8148,9.81132,False,True
Wban_01272,ENSG00000141576,RNF157,ortholog_one2many,32.8,24.1532,False,True
Wban_01273,,,,0.0,,True,True
Wban_01274,,,,0.0,,True,True
Wban_01275,,,,0.0,,True,True
Wban_01276,ENSG00000185008,ROBO2,ortholog_many2many,16.9268,9.5723,False,True
Wban_01277,,,,0.0,,True,True
Wban_01278,ENSG00000153266,FEZF2,ortholog_many2many,66.9725,31.8083,False,False
Wban_01279,ENSG00000165527,ARF6,ortholog_one2one,90.2857,90.2857,False,False
Wban_01280,ENSG00000196535,MYO18A,ortholog_one2one,30.9091,24.8296,False,True
Wban_01281,ENSG00000138768,USO1,ortholog_one2one,34.3216,31.289,False,True
Wban_01282,,,,0.0,,True,True
Wban_01283,ENSG00000144711,IQSEC1,ortholog_many2many,35.1852,20.4668,False,True
Wban_01284,ENSG00000112031,MTRF1L,ortholog_one2many,30.9896,31.3158,False,True
Wban_01285,,,,0.0,,True,True
Wban_01286,,,,0.0,,True,True
Wban_01287,ENSG00000188130,MAPK12,ortholog_many2many,34.6939,37.0572,False,True
Wban_01288,,,,0.0,,True,True
Wban_01289,ENSG00000198099,ADH4,ortholog_many2many,20.3297,19.4737,False,True
Wban_01290,ENSG00000213339,QTRT1,ortholog_one2one,51.0363,48.8834,False,False
Wban_01291,ENSG00000120054,CPN1,ortholog_many2many,41.7943,41.7031,False,False
Wban_01292,ENSG00000169856,ONECUT1,ortholog_one2many,35.9408,36.5591,False,True
Wban_01293,ENSG00000134376,CRB1,ortholog_one2one,6.93207,17.7098,False,True
Wban_01294,ENSG00000147475,ERLIN2,ortholog_one2many,66.0377,61.9469,False,False
Wban_01295,ENSG00000198399,ITSN2,ortholog_many2many,30.4613,26.4585,False,True
Wban_01296,,,,0.0,,True,True
Wban_01297,,,,0.0,,True,True
Wban_01298,ENSG00000130508,PXDN,ortholog_many2many,15.9373,16.4976,False,True
Wban_01299,,,,0.0,,True,True
Wban_01300,,,,0.0,,True,True
Wban_01301,,,,0.0,,True,True
Wban_01302,ENSG00000154229,PRKCA,ortholog_many2many,34.1902,39.5833,False,True
Wban_01303,,,,0.0,,True,True
Wban_01304,ENSG00000170515,PA2G4,ortholog_many2many,42.7602,47.9695,False,False
Wban_01305,ENSG00000134109,EDEM1,ortholog_one2one,56.3177,47.4886,False,False
Wban_01306,,,,0.0,,True,True
Wban_01307,,,,0.0,,True,True
Wban_01308,ENSG00000100288,CHKB,ortholog_many2many,31.9307,32.6582,False,True
Wban_01309,,,,0.0,,True,True
Wban_01310,ENSG00000126062,TMEM115,ortholog_one2one,28.0802,27.9202,False,True
Wban_01311,ENSG00000110514,MADD,ortholog_one2one,37.2905,32.3636,False,True
Wban_01312,ENSG00000142408,CACNG8,ortholog_one2many,20.6522,13.4118,False,True
Wban_01313,ENSG00000048540,LMO3,ortholog_one2many,55.5556,62.069,False,False
Wban_01314,ENSG00000133812,SBF2,ortholog_many2many,30.6206,32.5581,False,True
Wban_01315,ENSG00000163378,EOGT,ortholog_one2one,40.3475,39.6584,False,False
Wban_01316,,,,0.0,,True,True
Wban_01317,ENSG00000180772,AGTR2,ortholog_many2many,14.1561,21.4876,False,True
Wban_01318,,,,0.0,,True,True
Wban_01319,,,,0.0,,True,True
Wban_01320,ENSG00000108061,SHOC2,ortholog_many2many,47.438,49.3127,False,False
Wban_01321,ENSG00000197275,RAD54B,ortholog_one2one,33.0061,29.5604,False,True
Wban_01322,ENSG00000151502,VPS26B,ortholog_one2many,66.0606,64.881,False,False
Wban_01323,ENSG00000162040,HS3ST6,ortholog_one2many,26.6667,26.9006,False,True
Wban_01324,,,,0.0,,True,True
Wban_01325,ENSG00000162040,HS3ST6,ortholog_one2many,25.6983,13.4503,False,True
Wban_01326,,,,0.0,,True,True
Wban_01327,,,,0.0,,True,True
Wban_01328,ENSG00000182674,KCNB2,ortholog_many2many,26.1589,17.3436,False,True
Wban_01329,,,,0.0,,True,True
Wban_01330,,,,0.0,,True,True
Wban_01331,,,,0.0,,True,True
Wban_01332,,,,0.0,,True,True
Wban_01333,ENSG00000091136,LAMB1,ortholog_many2many,41.0944,41.2094,False,False
Wban_01334,ENSG00000134871,COL4A2,ortholog_one2one,28.2742,13.493,False,True
Wban_01335,ENSG00000164659,ELAPOR2,ortholog_one2many,27.9768,28.0855,False,True
Wban_01336,,,,0.0,,True,True
Wban_01337,ENSG00000197594,ENPP1,ortholog_many2many,23.3792,12.8649,False,True
Wban_01338,,,,0.0,,True,True
Wban_01339,ENSG00000068383,INPP5A,ortholog_one2many,21.875,22.0874,False,True
Wban_01340,ENSG00000010165,METTL13,ortholog_one2one,34.0393,32.1888,False,True
Wban_01341,ENSG00000198643,FAM3D,ortholog_one2many,7.74908,28.125,False,True
Wban_01342,ENSG00000168350,DEGS2,ortholog_one2many,42.9379,47.0588,False,False
Wban_01343,,,,0.0,,True,True
Wban_01344,ENSG00000144596,GRIP2,ortholog_one2one,26.7949,20.0384,False,True
Wban_01345,ENSG00000172349,IL16,ortholog_many2many,12.1387,3.15315,False,True
Wban_01346,,,,0.0,,True,True
Wban_01347,ENSG00000111799,COL12A1,ortholog_many2many,15.5251,2.22005,False,True
Wban_01348,ENSG00000100364,KIAA0930,ortholog_one2one,31.4088,33.6634,False,True
Wban_01349,,,,0.0,,True,True
Wban_01350,,,,0.0,,True,True
Wban_01351,,,,0.0,,True,True
Wban_01352,ENSG00000187531,SIRT7,ortholog_one2one,31.8083,36.5,False,True
Wban_01353,,,,0.0,,True,True
Wban_01354,,,,0.0,,True,True
Wban_01355,,,,0.0,,True,True
Wban_01356,,,,0.0,,True,True
Wban_01357,,,,0.0,,True,True
Wban_01358,,,,0.0,,True,True
Wban_01359,,,,0.0,,True,True
Wban_01360,ENSG00000153561,RMND5A,ortholog_one2many,31.1856,30.9463,False,True
Wban_01361,ENSG00000078328,RBFOX1,ortholog_one2many,26.6827,27.9597,False,True
Wban_01362,,,,0.0,,True,True
Wban_01363,,,,0.0,,True,True
Wban_01364,,,,0.0,,True,True
Wban_01365,ENSG00000105835,NAMPT,ortholog_one2one,53.4413,53.7678,False,False
Wban_01366,ENSG00000135002,RFK,ortholog_one2one,43.75,45.1613,False,False
Wban_01367,ENSG00000120837,NFYB,ortholog_many2many,24.5509,39.6135,False,True
Wban_01368,,,,0.0,,True,True
Wban_01369,,,,0.0,,True,True
Wban_01370,ENSG00000156110,ADK,ortholog_one2one,37.6812,35.9116,False,True
Wban_01371,ENSG00000178217,SH2D4B,ortholog_one2many,26.4599,33.4873,False,True
Wban_01372,ENSG00000137168,PPIL1,ortholog_one2one,64.7059,66.2651,False,False
Wban_01373,ENSG00000119915,ELOVL3,ortholog_many2many,33.121,38.5185,False,True
Wban_01374,,,,0.0,,True,True
Wban_01375,ENSG00000151116,UEVLD,ortholog_one2one,20.0,15.9236,False,True
Wban_01376,ENSG00000010244,ZNF207,ortholog_one2one,44.5993,25.9109,False,False
Wban_01377,ENSG00000170464,DNAJC18,ortholog_many2many,9.09091,8.37989,False,True
Wban_01378,,,,0.0,,True,True
Wban_01379,ENSG00000132423,COQ3,ortholog_one2one,29.9435,28.7263,False,True
Wban_01380,ENSG00000203879,GDI1,ortholog_one2many,67.5676,67.1141,False,False
Wban_01381,,,,0.0,,True,True
Wban_01382,,,,0.0,,True,True
Wban_01383,ENSG00000068323,TFE3,ortholog_one2many,22.2812,14.6087,False,True
Wban_01384,ENSG00000165966,PDZRN4,ortholog_one2many,27.1478,15.251,False,True
Wban_01385,ENSG00000004779,NDUFAB1,ortholog_one2one,42.3358,37.1795,False,False
Wban_01386,ENSG00000006831,ADIPOR2,ortholog_many2many,38.6935,39.8964,False,True
Wban_01387,ENSG00000198799,LRIG2,ortholog_one2one,30.2964,25.9155,False,True
Wban_01388,ENSG00000134115,CNTN6,ortholog_many2many,17.7273,3.79377,False,True
Wban_01389,ENSG00000134121,CHL1,ortholog_many2many,17.268,16.4216,False,True
Wban_01390,ENSG00000132561,MATN2,ortholog_many2many,20.8817,9.41423,False,True
Wban_01391,,,,0.0,,True,True
Wban_01392,ENSG00000065559,MAP2K4,ortholog_one2many,48.7603,44.3609,False,False
Wban_01393,ENSG00000174807,CD248,ortholog_many2many,10.2703,5.01981,False,True
Wban_01394,,,,0.0,,True,True
Wban_01395,ENSG00000243978,RTL9,ortholog_one2one,3.90212,4.25072,False,True
Wban_01396,,,,0.0,,True,True
Wban_01397,ENSG00000196839,ADA,ortholog_one2one,37.7717,38.292,False,True
Wban_01398,ENSG00000175544,CABP4,ortholog_many2many,22.408,24.3636,False,True
Wban_01399,,,,0.0,,True,True
Wban_01400,ENSG00000227057,WDR46,ortholog_one2one,43.2916,39.6721,False,False
Wban_01401,ENSG00000166471,TMEM41B,ortholog_one2one,45.2381,39.1753,False,False
Wban_01402,,,,0.0,,True,True
Wban_01403,,,,0.0,,True,True
Wban_01404,,,,0.0,,True,True
Wban_01405,ENSG00000141568,FOXK2,ortholog_many2many,12.9555,24.2424,False,True
Wban_01406,,,,0.0,,True,True
Wban_01407,,,,0.0,,True,True
Wban_01408,,,,0.0,,True,True
Wban_01409,ENSG00000117419,ERI3,ortholog_one2one,36.194,28.7834,False,True
Wban_01410,,,,0.0,,True,True
Wban_01411,,,,0.0,,True,True
Wban_01412,,,,0.0,,True,True
Wban_01413,ENSG00000100346,CACNA1I,ortholog_many2many,42.9351,35.4026,False,False
Wban_01414,ENSG00000160917,CPSF4,ortholog_one2many,30.2721,33.0855,False,True
Wban_01415,,,,0.0,,True,True
Wban_01416,ENSG00000127418,FGFRL1,ortholog_one2one,17.638,22.8175,False,True
Wban_01417,ENSG00000110841,PPFIBP1,ortholog_one2many,24.8136,23.1841,False,True
Wban_01418,ENSG00000125454,SLC25A19,ortholog_one2one,42.7152,40.3125,False,False
Wban_01419,,,,0.0,,True,True
Wban_01420,ENSG00000082701,GSK3B,ortholog_many2many,70.0748,66.9048,False,False
Wban_01421,,,,0.0,,True,True
Wban_01422,ENSG00000090932,DLL3,ortholog_many2many,18.8976,8.17717,False,True
Wban_01423,ENSG00000112175,BMP5,ortholog_many2many,18.7234,19.3833,False,True
Wban_01424,ENSG00000174839,DENND6A,ortholog_one2many,41.5929,38.6513,False,False
Wban_01425,ENSG00000154783,FGD5,ortholog_many2many,15.6667,9.64432,False,True
Wban_01426,ENSG00000164024,METAP1,ortholog_one2one,58.5492,58.5492,False,False
Wban_01427,ENSG00000033627,ATP6V0A1,ortholog_many2many,43.7146,46.1171,False,False
Wban_01428,ENSG00000137843,PAK6,ortholog_many2many,25.7364,24.3759,False,True
Wban_01429,,,,0.0,,True,True
Wban_01430,,,,0.0,,True,True
Wban_01431,ENSG00000107758,PPP3CB,ortholog_one2many,69.2453,70.0382,False,False
Wban_01432,ENSG00000266094,RASSF5,ortholog_one2many,22.779,23.9234,False,True
Wban_01433,ENSG00000187714,SLC18A3,ortholog_one2one,45.5577,45.3008,False,False
Wban_01434,ENSG00000070748,CHAT,ortholog_one2one,35.4839,30.8824,False,True
Wban_01435,,,,0.0,,True,True
Wban_01436,,,,0.0,,True,True
Wban_01437,,,,0.0,,True,True
Wban_01438,,,,0.0,,True,True
Wban_01439,ENSG00000196072,BLOC1S2,ortholog_one2one,31.8841,30.9859,False,True
Wban_01440,,,,0.0,,True,True
Wban_01441,ENSG00000128534,LSM8,ortholog_one2one,61.2245,62.5,False,False
Wban_01442,ENSG00000066044,ELAVL1,ortholog_many2many,15.6667,14.4172,False,True
Wban_01443,,,,0.0,,True,True
