Gene stable ID,Transcript biotype,Gene description,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,best_WBP_human_orthologue_lt_40pct_identity,is_enzyme,is_enzyme_ipID_desc
Wban_06706,protein_coding,Rab7 protein  [Source:UniProtKB/TrEMBL;Acc:J9ENT8],ENSG00000075785,RAB7A,ortholog_one2one,68.3962,70.0483,False,False,True,IPR001806_Small GTPase
Wban_06707,protein_coding,,,,,0.0,,True,True,False,
Wban_06708,protein_coding,,,,,0.0,,True,True,False,
Wban_06709,protein_coding,Abundant larval transcript-2 protein  [Source:UniProtKB/TrEMBL;Acc:J9EIT1],,,,0.0,,True,True,False,
Wban_06710,protein_coding,,,,,0.0,,True,True,False,
Wban_06711,protein_coding,F-box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EVZ7],ENSG00000112234,FBXL4,ortholog_one2one,13.2546,16.2641,False,True,False,
Wban_06712,protein_coding,,,,,0.0,,True,True,False,
Wban_06713,protein_coding,,,,,0.0,,True,True,False,
Wban_06714,protein_coding,RFX-type winged-helix domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7GCW5],ENSG00000196460,RFX8,ortholog_one2one,12.2881,18.3932,False,True,False,
Wban_06715,protein_coding,,,,,0.0,,True,True,False,
Wban_06716,protein_coding,,ENSG00000158828,PINK1,ortholog_one2one,27.0869,27.3666,False,True,True,"IPR000719_Protein kinase domain, IPR008271_Serine/threonine-protein kinase, active site"
Wban_06717,protein_coding,PKD_channel domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EV91],ENSG00000090674,MCOLN1,ortholog_one2many,28.1493,31.2069,False,True,False,
Wban_06718,protein_coding,,,,,0.0,,True,True,False,
Wban_06719,protein_coding,,,,,0.0,,True,True,False,
Wban_06720,protein_coding,,,,,0.0,,True,True,False,
Wban_06721,protein_coding,ACB domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DWL3],,,,0.0,,True,True,False,
Wban_06722,protein_coding,non-specific serine/threonine protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FF36],ENSG00000196455,PIK3R4,ortholog_one2one,29.7575,29.8233,False,True,True,"IPR000719_Protein kinase domain, IPR008271_Serine/threonine-protein kinase, active site, IPR045162_Serine/threonine-protein kinase Vps15-like"
Wban_06723,protein_coding,,,,,0.0,,True,True,False,
Wban_06724,protein_coding,,ENSG00000137962,ARHGAP29,ortholog_one2many,21.7228,18.3981,False,True,False,
Wban_06725,protein_coding,cystathionine gamma-lyase  [Source:UniProtKB/TrEMBL;Acc:J9EI41],ENSG00000116761,CTH,ortholog_one2one,55.2826,55.5556,False,False,False,
Wban_06726,protein_coding,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQV6],,,,0.0,,True,True,False,
Wban_06727,protein_coding,,,,,0.0,,True,True,False,
Wban_06728,protein_coding,Nucleolar complex protein 2 homolog  [Source:UniProtKB/TrEMBL;Acc:J9BKH7],ENSG00000188976,NOC2L,ortholog_one2one,25.9259,24.2991,False,True,False,
Wban_06729,protein_coding,Glutathione synthetase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ERA2],ENSG00000100983,GSS,ortholog_one2one,35.7853,37.9747,False,True,True,"IPR005615_Glutathione synthase, IPR037013_Glutathione synthase, substrate-binding domain superfamily, IPR014049_Glutathione synthase, N-terminal, eukaryotic, IPR014042_Glutathione synthase, alpha-helical, IPR004887_Glutathione synthase, substrate-binding domain"
Wban_06730,protein_coding,Protein inscuteable homologue C-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7GBX5],ENSG00000188487,INSC,ortholog_one2one,8.9207,15.2256,False,True,False,
Wban_06731,protein_coding,,,,,0.0,,True,True,False,
Wban_06732,protein_coding,,ENSG00000117114,ADGRL2,ortholog_many2many,26.8269,18.9925,False,True,False,
Wban_06733,protein_coding,RNA helicase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EWY4],,,,0.0,,True,True,True,"IPR014014_RNA helicase, DEAD-box type, Q motif"
Wban_06734,protein_coding,,,,,0.0,,True,True,False,
Wban_06735,protein_coding,Transthyretin-like family protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XXA2],,,,0.0,,True,True,False,
Wban_06736,protein_coding,,,,,0.0,,True,True,False,
Wban_06737,protein_coding,,,,,0.0,,True,True,False,
Wban_06738,protein_coding,SSD domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7ENF3],,,,0.0,,True,True,False,
Wban_06739,protein_coding,,,,,0.0,,True,True,False,
Wban_06740,protein_coding,,,,,0.0,,True,True,False,
Wban_06741,protein_coding,,,,,0.0,,True,True,False,
Wban_06742,protein_coding,Dual specificity phosphatase  [Source:UniProtKB/TrEMBL;Acc:J9BD64],,,,0.0,,True,True,False,
Wban_06743,protein_coding,,,,,0.0,,True,True,False,
Wban_06744,protein_coding,Histone deacetylase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DJM6],ENSG00000094631,HDAC6,ortholog_one2many,27.9468,12.0988,False,True,False,
Wban_06745,protein_coding,Protein transport protein Sec61 subunit beta  [Source:UniProtKB/TrEMBL;Acc:J9ET49],ENSG00000106803,SEC61B,ortholog_one2one,59.0909,54.1667,False,False,False,
Wban_06746,protein_coding,SAM-dependent MTase RsmB/NOP-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EWN3],ENSG00000111641,NOP2,ortholog_one2one,38.2192,34.3596,False,True,True,"IPR001678_SAM-dependent methyltransferase RsmB-F/NOP2-type domain, IPR023267_RNA (C5-cytosine) methyltransferase, IPR018314_Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site, IPR011023_Nop2p, IPR023273_RNA (C5-cytosine) methyltransferase, NOP2"
Wban_06747,protein_coding,,,,,0.0,,True,True,False,
Wban_06748,protein_coding,Nematode cuticle collagen N-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FG12],,,,0.0,,True,True,False,
Wban_06749,protein_coding,,,,,0.0,,True,True,False,
Wban_06750,protein_coding,Protein YIPF  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E097],ENSG00000058799,YIPF1,ortholog_one2many,29.7222,34.9673,False,True,False,
Wban_06751,protein_coding,Zinc finger Ran-binding domain-containing protein 2  [Source:UniProtKB/TrEMBL;Acc:J9FE53],ENSG00000132485,ZRANB2,ortholog_one2one,30.854,33.9394,False,True,False,
Wban_06752,protein_coding,,ENSG00000124067,SLC12A4,ortholog_many2many,15.1923,14.5622,False,True,False,
Wban_06753,protein_coding,GPI mannosyltransferase 1  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EI93],ENSG00000143315,PIGM,ortholog_one2one,39.5294,39.7163,False,True,True,IPR007704_GPI mannosyltransferase 1
Wban_06754,protein_coding,,ENSG00000117543,DPH5,ortholog_one2one,55.7971,54.0351,False,False,True,"IPR004551_Diphthine synthase, IPR014776_Tetrapyrrole methylase, subdomain 2, IPR000878_Tetrapyrrole methylase, IPR014777_Tetrapyrrole methylase, subdomain 1, IPR035996_Tetrapyrrole methylase superfamily"
Wban_06755,protein_coding,,,,,0.0,,True,True,False,
Wban_06756,protein_coding,peptide-methionine (S)-S-oxide reductase  [Source:UniProtKB/TrEMBL;Acc:J9FCK5],ENSG00000148450,MSRB2,ortholog_many2many,10.9524,12.6374,False,True,True,"IPR002569_Peptide methionine sulphoxide reductase MsrA domain, IPR036509_Peptide methionine sulphoxide reductase MsrA superfamily"
Wban_06757,protein_coding,Staphylococcal nuclease domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EYN8],ENSG00000197157,SND1,ortholog_one2one,47.4614,47.2527,False,False,False,
Wban_06758,protein_coding,Bms1-type G domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EEE3],ENSG00000167721,TSR1,ortholog_one2one,41.9897,40.4229,False,False,False,
Wban_06759,protein_coding,,,,,0.0,,True,True,False,
Wban_06760,protein_coding,Protein kinase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7GB18],ENSG00000178093,TSSK6,ortholog_many2many,29.4618,38.0952,False,True,True,"IPR000719_Protein kinase domain, IPR008271_Serine/threonine-protein kinase, active site"
Wban_06761,protein_coding,WASH complex subunit 7  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EAN2],ENSG00000136051,WASHC4,ortholog_one2one,35.0962,31.1168,False,True,False,
Wban_06762,protein_coding,GTP-ase activating protein for Arf containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EII1],ENSG00000242247,ARFGAP3,ortholog_one2one,36.1702,36.2403,False,True,False,
Wban_06763,protein_coding,Anaphase-promoting complex subunit 1  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EI85],ENSG00000153107,ANAPC1,ortholog_one2one,21.113,18.93,False,True,False,
Wban_06764,protein_coding,ALMS motif domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DZK9],,,,0.0,,True,True,False,
Wban_06765,protein_coding,,,,,0.0,,True,True,False,
Wban_06766,protein_coding,,,,,0.0,,True,True,False,
Wban_06767,protein_coding,,,,,0.0,,True,True,False,
Wban_06768,protein_coding,,ENSG00000198198,SZT2,ortholog_one2one,16.9267,16.7541,False,True,False,
Wban_06769,protein_coding,Glycosyl hydrolase family 31 protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EU24],ENSG00000164976,MYORG,ortholog_many2many,31.3162,28.9916,False,True,True,"IPR000322_Glycoside hydrolase family 31, TIM barrel domain"
Wban_06770,protein_coding,,,,,0.0,,True,True,False,
Wban_06771,protein_coding,Mediator of RNA polymerase II transcription subunit 13  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EM75],ENSG00000123066,MED13L,ortholog_one2many,18.5085,21.6742,False,True,False,
Wban_06772,protein_coding,,ENSG00000166341,DCHS1,ortholog_many2many,13.4948,5.91267,False,True,False,
Wban_06773,protein_coding,,,,,0.0,,True,True,False,
Wban_06774,protein_coding,,,,,0.0,,True,True,False,
Wban_06775,protein_coding,G-protein coupled receptors family 1 profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9E4X1],,,,0.0,,True,True,False,
Wban_06776,protein_coding,,,,,0.0,,True,True,False,
Wban_06777,protein_coding,,ENSG00000137767,SQOR,ortholog_one2one,35.7647,33.7778,False,True,False,
Wban_06778,protein_coding,G-protein coupled receptors family 1 profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9E4X1],,,,0.0,,True,True,False,
Wban_06779,protein_coding,,,,,0.0,,True,True,False,
Wban_06780,protein_coding,Casein kinase II subunit beta  [Source:UniProtKB/TrEMBL;Acc:J9EAG5],,,,0.0,,True,True,False,
Wban_06781,protein_coding,Calcium load-activated calcium channel  [Source:UniProtKB/TrEMBL;Acc:J9AG85],ENSG00000143183,TMCO1,ortholog_one2one,60.3175,60.6383,False,False,False,
Wban_06782,protein_coding,Phenylalanine--tRNA ligase beta subunit  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EUS8],,,,0.0,,True,True,True,"IPR045060_Phenylalanine-tRNA ligase, class IIc, beta subunit, IPR005146_B3/B4 tRNA-binding domain, IPR004531_Phenylalanyl-tRNA synthetase, class IIc, beta subunit, archaeal/eukaryotic type"
Wban_06783,protein_coding,,,,,0.0,,True,True,False,
Wban_06784,protein_coding,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6  [Source:UniProtKB/TrEMBL;Acc:J9F7F8],,,,0.0,,True,True,False,
Wban_06785,protein_coding,,,,,0.0,,True,True,False,
Wban_06786,protein_coding,Proteasome alpha-type subunits domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DXA9],ENSG00000100567,PSMA3,ortholog_one2one,54.4,53.3333,False,False,False,
Wban_06787,protein_coding,,ENSG00000073536,NLE1,ortholog_one2one,59.751,59.3814,False,False,False,
Wban_06788,protein_coding,Hemopexin family protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y066],ENSG00000110169,HPX,ortholog_many2many,15.8996,8.22511,False,True,False,
Wban_06789,protein_coding,,,,,0.0,,True,True,False,
Wban_06790,protein_coding,Calmodulin-lysine N-methyltransferase  [Source:UniProtKB/TrEMBL;Acc:J9FCJ6],ENSG00000143919,CAMKMT,ortholog_one2one,25.6798,26.3158,False,True,True,IPR025800_Calmodulin-lysine N-methyltransferase
Wban_06791,protein_coding,,,,,0.0,,True,True,False,
Wban_06792,protein_coding,,ENSG00000076108,BAZ2A,ortholog_many2many,13.4685,9.77404,False,True,False,
Wban_06793,protein_coding,SPRY domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EWR0],ENSG00000129691,ASH2L,ortholog_one2one,35.1399,32.0064,False,True,False,
Wban_06794,protein_coding,Deoxyhypusine synthase  [Source:UniProtKB/TrEMBL;Acc:A0A183XJ70],ENSG00000095059,DHPS,ortholog_one2one,60.1093,59.6206,False,False,False,
Wban_06795,protein_coding,,,,,0.0,,True,True,True,IPR004835_Chitin synthase
Wban_06796,protein_coding,Sphingomyelin synthase-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DT64],ENSG00000164023,SGMS2,ortholog_many2many,23.4957,22.4658,False,True,True,IPR045221_Sphingomyelin synthase-like
Wban_06797,protein_coding,,,,,0.0,,True,True,False,
Wban_06798,protein_coding,SNF7 family protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XXV9],ENSG00000130724,CHMP2A,ortholog_one2one,70.3196,69.3694,False,False,False,
Wban_06799,protein_coding,Alpha-ketoglutarate-dependent dioxygenase AlkB-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DQI5],ENSG00000125652,ALKBH7,ortholog_one2one,34.1772,36.6516,False,True,False,
Wban_06800,protein_coding,carnitine O-palmitoyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DFC7],ENSG00000110090,CPT1A,ortholog_one2many,43.5006,43.7257,False,False,True,IPR000542_Acyltransferase ChoActase/COT/CPT
Wban_06801,protein_coding,R3H-associated N-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F0P3],ENSG00000198858,R3HDM4,ortholog_one2one,19.5035,20.5224,False,True,False,
Wban_06802,protein_coding,,,,,0.0,,True,True,False,
Wban_06803,protein_coding,,ENSG00000100023,PPIL2,ortholog_one2one,50.8637,50.9615,False,False,True,"IPR002130_Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain, IPR020892_Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site, IPR003613_U-box domain"
Wban_06804,protein_coding,MIF4G domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EUP8],,,,0.0,,True,True,False,
Wban_06805,protein_coding,histidine--tRNA ligase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7GEH8],ENSG00000170445,HARS1,ortholog_one2many,49.1363,50.2947,False,False,True,IPR015807_Histidine-tRNA ligase
Wban_06806,protein_coding,Apple domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EUU2],,,,0.0,,True,True,False,
Wban_06807,protein_coding,Rhodanese domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EK24],ENSG00000111602,TIMELESS,ortholog_one2one,26.4317,24.8344,False,True,False,
Wban_06808,protein_coding,Cold-shock DNA-binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9ERI7],ENSG00000060138,YBX3,ortholog_one2one,34.8148,25.2688,False,True,False,
Wban_06809,protein_coding,,,,,0.0,,True,True,False,
Wban_06810,protein_coding,,,,,0.0,,True,True,False,
Wban_06811,protein_coding,,,,,0.0,,True,True,False,
Wban_06812,protein_coding,,ENSG00000128951,DUT,ortholog_one2one,44.7368,33.7302,False,False,True,IPR008181_Deoxyuridine triphosphate nucleotidohydrolase
Wban_06813,protein_coding,,,,,0.0,,True,True,False,
Wban_06814,protein_coding,E2F/DP family winged-helix DNA-binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EYH5],ENSG00000165891,E2F7,ortholog_many2many,7.52688,7.68386,False,True,False,
Wban_06815,protein_coding,,,,,0.0,,True,True,False,
Wban_06816,protein_coding,Fcf2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F5D8],ENSG00000067334,DNTTIP2,ortholog_one2one,34.8659,12.037,False,True,False,
Wban_06817,protein_coding,F-box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XHA7],ENSG00000182325,FBXL6,ortholog_many2many,13.8148,16.3265,False,True,False,
Wban_06818,protein_coding,"Dynamin-like 120 kDa protein, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DVA4]",ENSG00000198836,OPA1,ortholog_one2one,47.7674,45.3202,False,False,True,"IPR001401_Dynamin, GTPase domain"
Wban_06819,protein_coding,,,,,0.0,,True,True,False,
Wban_06820,protein_coding,3-beta hydroxysteroid dehydrogenase/isomerase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FBR2],ENSG00000183921,SDR42E2,ortholog_many2many,28.4987,26.5403,False,True,True,IPR002225_3-beta hydroxysteroid dehydrogenase/isomerase
Wban_06821,protein_coding,,,,,0.0,,True,True,False,
Wban_06822,protein_coding,,,,,0.0,,True,True,False,
Wban_06823,protein_coding,,,,,0.0,,True,True,False,
Wban_06824,protein_coding,G-protein coupled receptors family 1 profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E2Y5],,,,0.0,,True,True,False,
Wban_06825,protein_coding,Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FHA3],,,,0.0,,True,True,True,"IPR000719_Protein kinase domain, IPR001245_Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR008266_Tyrosine-protein kinase, active site, IPR020635_Tyrosine-protein kinase, catalytic domain"
Wban_06826,protein_coding,BZIP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FMS0],,,,0.0,,True,True,False,
Wban_06827,protein_coding,,,,,0.0,,True,True,False,
Wban_06828,protein_coding,Solute carrier family 40 member  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDI2],ENSG00000138449,SLC40A1,ortholog_one2one,25.8182,24.8687,False,True,False,
Wban_06829,protein_coding,,,,,0.0,,True,True,False,
Wban_06830,protein_coding,,,,,0.0,,True,True,False,
Wban_06831,protein_coding,26S proteasome non-ATPase regulatory subunit 13  [Source:UniProtKB/TrEMBL;Acc:A0A183XL52],ENSG00000185627,PSMD13,ortholog_one2one,43.7018,45.2128,False,False,False,
Wban_06832,protein_coding,,,,,0.0,,True,True,False,
Wban_06833,protein_coding,Saposin A-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DYD2],,,,0.0,,True,True,True,IPR004911_Gamma interferon inducible lysosomal thiol reductase GILT
Wban_06834,protein_coding,Gamma-tubulin complex component  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EGN0],,,,0.0,,True,True,False,
Wban_06835,protein_coding,Dynamin-type G domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E075],ENSG00000116688,MFN2,ortholog_one2many,32.3077,33.2893,False,True,True,"IPR027094_Mitofusin family, IPR006884_Fzo/mitofusin HR2 domain"
Wban_06836,protein_coding,,,,,0.0,,True,True,False,
Wban_06837,protein_coding,Arrestin_C domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EGM6],,,,0.0,,True,True,False,
Wban_06838,protein_coding,,,,,0.0,,True,True,False,
Wban_06839,protein_coding,,,,,0.0,,True,True,False,
Wban_06840,protein_coding,,,,,0.0,,True,True,False,
Wban_06841,protein_coding,,ENSG00000103494,RPGRIP1L,ortholog_one2many,17.1453,15.4373,False,True,False,
Wban_06842,protein_coding,WW domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XIE6],ENSG00000102103,PQBP1,ortholog_one2one,33.4459,37.3585,False,True,False,
Wban_06843,protein_coding,glutamate--tRNA ligase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EHZ9],ENSG00000136628,EPRS1,ortholog_one2one,47.967,49.9339,False,False,True,"IPR001412_Aminoacyl-tRNA synthetase, class I, conserved site, IPR020058_Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain, IPR000738_WHEP-TRS domain, IPR002314_Aminoacyl-tRNA synthetase, class II (G/ P/ S/T), IPR000924_Glutamyl/glutaminyl-tRNA synthetase, IPR020059_Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain, IPR004499_Proline-tRNA ligase, class IIa, archaeal-type, IPR017449_Prolyl-tRNA synthetase, class II, IPR016061_Proline-tRNA ligase, class II, C-terminal, IPR004526_Glutamyl-tRNA synthetase, archaeal/eukaryotic cytosolic"
Wban_06844,protein_coding,Transketolase  [Source:UniProtKB/TrEMBL;Acc:J9FDW3],ENSG00000163931,TKT,ortholog_many2many,57.3955,57.3034,False,False,False,
Wban_06845,protein_coding,U5 small nuclear ribonucleoprotein 200 kDa helicase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EE82],ENSG00000112249,ASCC3,ortholog_one2one,44.5872,40.9628,False,False,False,
Wban_06846,protein_coding,T-complex protein 1 subunit beta  [Source:UniProtKB/TrEMBL;Acc:A0A183XE25],ENSG00000166226,CCT2,ortholog_one2one,67.6749,66.9159,False,False,True,"IPR012716_T-complex protein 1, beta subunit, IPR002194_Chaperonin TCP-1, conserved site"
Wban_06847,protein_coding,CK1/WORM6 protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ED13],,,,0.0,,True,True,True,IPR000719_Protein kinase domain
Wban_06848,protein_coding,DDB1- and CUL4-associated factor 13  [Source:UniProtKB/TrEMBL;Acc:J9EEW6],ENSG00000164934,DCAF13,ortholog_one2one,53.0201,53.2584,False,False,False,
Wban_06849,protein_coding,C-type lectin domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EJM3],,,,0.0,,True,True,False,
Wban_06850,protein_coding,,,,,0.0,,True,True,False,
Wban_06851,protein_coding,,,,,0.0,,True,True,False,
Wban_06852,protein_coding,,,,,0.0,,True,True,False,
Wban_06853,protein_coding,,,,,0.0,,True,True,False,
Wban_06854,protein_coding,,,,,0.0,,True,True,False,
Wban_06855,protein_coding,Nucleolus and neural progenitor protein-like N-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9AUC2],,,,0.0,,True,True,False,
Wban_06856,protein_coding,,ENSG00000090054,SPTLC1,ortholog_one2many,47.9452,29.5983,False,False,False,
Wban_06857,protein_coding,Trehalase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DZT5],ENSG00000118094,TREH,ortholog_one2many,32.2108,37.7358,False,True,True,"IPR001661_Glycoside hydrolase, family 37, IPR018232_Glycoside hydrolase, family 37, conserved site"
Wban_06858,protein_coding,Aminotran_1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EMA1],ENSG00000090054,SPTLC1,ortholog_one2many,37.3494,13.1078,False,True,False,
Wban_06859,protein_coding,Polyprenol reductase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EMF5],ENSG00000128039,SRD5A3,ortholog_one2one,25.2669,22.327,False,True,True,"IPR001104_3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal, IPR039698_Polyprenol reductase"
Wban_06860,protein_coding,ER membrane protein complex subunit 2  [Source:UniProtKB/TrEMBL;Acc:A0A183XPX8],ENSG00000104412,EMC2,ortholog_one2one,42.6117,41.7508,False,False,False,
Wban_06861,protein_coding,Multifunctional fusion protein Delta-1-pyrroline-5-carboxylate dehydrogenase L-glutamate gamma-semialdehyde dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A183XPX7],ENSG00000159423,ALDH4A1,ortholog_one2one,51.3181,51.865,False,False,True,"IPR005931_Delta-1-pyrroline-5-carboxylate dehydrogenase, IPR016160_Aldehyde dehydrogenase, cysteine active site, IPR029510_Aldehyde dehydrogenase, glutamic acid active site, IPR016163_Aldehyde dehydrogenase, C-terminal, IPR016162_Aldehyde dehydrogenase, N-terminal, IPR015590_Aldehyde dehydrogenase domain, IPR016161_Aldehyde/histidinol dehydrogenase"
Wban_06862,protein_coding,Protein kinase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FEM4],ENSG00000162526,TSSK3,ortholog_many2many,22.5877,38.4328,False,True,True,"IPR000719_Protein kinase domain, IPR008271_Serine/threonine-protein kinase, active site"
Wban_06863,protein_coding,,,,,0.0,,True,True,True,IPR000719_Protein kinase domain
Wban_06864,protein_coding,,ENSG00000145242,EPHA5,ortholog_one2one,32.5972,36.3189,False,True,True,"IPR000719_Protein kinase domain, IPR001245_Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR008266_Tyrosine-protein kinase, active site, IPR020635_Tyrosine-protein kinase, catalytic domain"
Wban_06865,protein_coding,,,,,0.0,,True,True,False,
Wban_06866,protein_coding,VWFA domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DJM9],ENSG00000158966,CACHD1,ortholog_one2one,24.0683,24.3328,False,True,False,
Wban_06867,protein_coding,ARD  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DRI3],ENSG00000182551,ADI1,ortholog_one2many,29.7468,26.257,False,True,True,IPR004313_Acireductone dioxygenase ARD family
Wban_06868,protein_coding,Trypsin family protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XFF3],ENSG00000116176,TPSG1,ortholog_one2many,15.4545,15.8879,False,True,True,"IPR001254_Serine proteases, trypsin domain, IPR018114_Serine proteases, trypsin family, histidine active site"
Wban_06869,protein_coding,Coatomer subunit gamma  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EVW1],ENSG00000158623,COPG2,ortholog_one2many,61.25,61.8829,False,False,False,
Wban_06870,protein_coding,,,,,0.0,,True,True,False,
Wban_06871,protein_coding,Nucleoporin Nup88  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EX25],,,,0.0,,True,True,False,
Wban_06872,protein_coding,,ENSG00000180104,EXOC3,ortholog_one2many,33.5013,35.7047,False,True,False,
Wban_06873,protein_coding,CTCHY-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EVV7],ENSG00000168228,ZCCHC4,ortholog_one2one,27.8281,23.9766,False,True,True,"IPR039846_Zinc finger CCHC domain-containing protein 4, IPR002052_DNA methylase, N-6 adenine-specific, conserved site, IPR041370_Methyltransferase EEF1AKMT1/ZCCHC4"
Wban_06874,protein_coding,OV39 antigen  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FGW6],,,,0.0,,True,True,False,
Wban_06875,protein_coding,,ENSG00000111640,GAPDH,ortholog_one2many,74.0413,74.9254,False,False,True,"IPR020831_Glyceraldehyde/Erythrose phosphate dehydrogenase family, IPR020830_Glyceraldehyde 3-phosphate dehydrogenase, active site, IPR006424_Glyceraldehyde-3-phosphate dehydrogenase, type I, IPR020829_Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain"
Wban_06876,protein_coding,,,,,0.0,,True,True,False,
Wban_06877,protein_coding,Glyceraldehyde-3-phosphate dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DIY7],ENSG00000111640,GAPDH,ortholog_one2many,73.7463,74.6269,False,False,True,"IPR020831_Glyceraldehyde/Erythrose phosphate dehydrogenase family, IPR020830_Glyceraldehyde 3-phosphate dehydrogenase, active site, IPR006424_Glyceraldehyde-3-phosphate dehydrogenase, type I, IPR020829_Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain"
