Gene stable ID,Genome name,Transcript stable ID,Transcript biotype,Gene description,CDS_max
TTRE7424,Trichuris trichiura (PRJEB535),TTRE7424_t1,protein_coding,,531
TTRE7425,Trichuris trichiura (PRJEB535),TTRE7425_t1,protein_coding,,720
TTRE7426,Trichuris trichiura (PRJEB535),TTRE7426_t1,protein_coding,,423
TTRE7427,Trichuris trichiura (PRJEB535),TTRE7427_t1,protein_coding,,462
TTRE7428,Trichuris trichiura (PRJEB535),TTRE7428_t1,protein_coding,,867
TTRE7429,Trichuris trichiura (PRJEB535),TTRE7429_t1,protein_coding,,309
TTRE743,Trichuris trichiura (PRJEB535),TTRE743_t1,protein_coding,Secreted frizzled protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z291],1056
TTRE7430,Trichuris trichiura (PRJEB535),TTRE7430_t1,protein_coding,,252
TTRE7431,Trichuris trichiura (PRJEB535),TTRE7431_t1,protein_coding,,639
TTRE7432,Trichuris trichiura (PRJEB535),TTRE7432_t1,protein_coding,,240
TTRE7433,Trichuris trichiura (PRJEB535),TTRE7433_t1,protein_coding,,633
TTRE7434,Trichuris trichiura (PRJEB535),TTRE7434_t1,protein_coding,,378
TTRE7435,Trichuris trichiura (PRJEB535),TTRE7435_t1,protein_coding,,4680
TTRE7436,Trichuris trichiura (PRJEB535),TTRE7436_t1,protein_coding,,1704
TTRE7437,Trichuris trichiura (PRJEB535),TTRE7437_t1,protein_coding,,1314
TTRE7438,Trichuris trichiura (PRJEB535),TTRE7438_t1,protein_coding,,591
TTRE7439,Trichuris trichiura (PRJEB535),TTRE7439_t1,protein_coding,,438
TTRE744,Trichuris trichiura (PRJEB535),TTRE744_t1,protein_coding,Structure-specific endonuclease subunit SLX4  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHM4],2544
TTRE7440,Trichuris trichiura (PRJEB535),TTRE7440_t1,protein_coding,,1452
TTRE7441,Trichuris trichiura (PRJEB535),TTRE7441_t1,protein_coding,,264
TTRE7442,Trichuris trichiura (PRJEB535),TTRE7442_t1,protein_coding,,1473
TTRE7443,Trichuris trichiura (PRJEB535),TTRE7443_t1,protein_coding,,702
TTRE7444,Trichuris trichiura (PRJEB535),TTRE7444_t1,protein_coding,,336
TTRE7445,Trichuris trichiura (PRJEB535),TTRE7445_t1,protein_coding,,543
TTRE7446,Trichuris trichiura (PRJEB535),TTRE7446_t1,protein_coding,,759
TTRE7447,Trichuris trichiura (PRJEB535),TTRE7447_t1,protein_coding,,807
TTRE7448,Trichuris trichiura (PRJEB535),TTRE7448_t2,protein_coding,,1143
TTRE7449,Trichuris trichiura (PRJEB535),TTRE7449_t1,protein_coding,Charged multivesicular body protein 7  [Source:UniProtKB/TrEMBL;Acc:A0A077ZF03],414
TTRE745,Trichuris trichiura (PRJEB535),TTRE745_t1,protein_coding,CAP domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0T8],1083
TTRE7450,Trichuris trichiura (PRJEB535),TTRE7450_t1,protein_coding,,294
TTRE7451,Trichuris trichiura (PRJEB535),TTRE7451_t1,protein_coding,,495
TTRE7452,Trichuris trichiura (PRJEB535),TTRE7452_t1,protein_coding,Uncoordinated protein 58  [Source:UniProtKB/TrEMBL;Acc:A0A077ZE35],1548
TTRE7453,Trichuris trichiura (PRJEB535),TTRE7453_t1,protein_coding,,273
TTRE7454,Trichuris trichiura (PRJEB535),TTRE7454_t1,protein_coding,B box type zinc finger protein ncl 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z4J3],2877
TTRE7455,Trichuris trichiura (PRJEB535),TTRE7455_t1,protein_coding,,309
TTRE7456,Trichuris trichiura (PRJEB535),TTRE7456_t1,protein_coding,,690
TTRE7457,Trichuris trichiura (PRJEB535),TTRE7457_t1,protein_coding,Gag pol polyprotein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5I2],564
TTRE7458,Trichuris trichiura (PRJEB535),TTRE7458_t1,protein_coding,C-type lectin domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z702],411
TTRE7459,Trichuris trichiura (PRJEB535),TTRE7459_t1,protein_coding,,3966
TTRE746,Trichuris trichiura (PRJEB535),TTRE746_t1,protein_coding,Dsrm domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBD1],636
TTRE7460,Trichuris trichiura (PRJEB535),TTRE7460_t1,protein_coding,,1590
TTRE7461,Trichuris trichiura (PRJEB535),TTRE7461_t1,protein_coding,,282
TTRE7462,Trichuris trichiura (PRJEB535),TTRE7462_t1,protein_coding,,402
TTRE7463,Trichuris trichiura (PRJEB535),TTRE7463_t1,protein_coding,,1656
TTRE7464,Trichuris trichiura (PRJEB535),TTRE7464_t1,protein_coding,,861
TTRE7465,Trichuris trichiura (PRJEB535),TTRE7465_t1,protein_coding,,2058
TTRE7466,Trichuris trichiura (PRJEB535),TTRE7466_t1,protein_coding,,1341
TTRE7467,Trichuris trichiura (PRJEB535),TTRE7467_t1,protein_coding,,396
TTRE7468,Trichuris trichiura (PRJEB535),TTRE7468_t1,protein_coding,,735
TTRE7469,Trichuris trichiura (PRJEB535),TTRE7469_t1,protein_coding,,1680
TTRE747,Trichuris trichiura (PRJEB535),TTRE747_t1,protein_coding,,864
TTRE7470,Trichuris trichiura (PRJEB535),TTRE7470_t1,protein_coding,,507
TTRE7471,Trichuris trichiura (PRJEB535),TTRE7471_t1,protein_coding,,546
TTRE7472,Trichuris trichiura (PRJEB535),TTRE7472_t1,protein_coding,,402
TTRE7473,Trichuris trichiura (PRJEB535),TTRE7473_t1,protein_coding,,336
TTRE7474,Trichuris trichiura (PRJEB535),TTRE7474_t1,protein_coding,,741
TTRE7475,Trichuris trichiura (PRJEB535),TTRE7475_t1,protein_coding,,2160
TTRE7476,Trichuris trichiura (PRJEB535),TTRE7476_t1,protein_coding,,600
TTRE7477,Trichuris trichiura (PRJEB535),TTRE7477_t1,protein_coding,,351
TTRE7478,Trichuris trichiura (PRJEB535),TTRE7478_t1,protein_coding,,864
TTRE7479,Trichuris trichiura (PRJEB535),TTRE7479_t1,protein_coding,,288
TTRE748,Trichuris trichiura (PRJEB535),TTRE748_t1,protein_coding,,1308
TTRE7480,Trichuris trichiura (PRJEB535),TTRE7480_t1,protein_coding,,3333
TTRE7481,Trichuris trichiura (PRJEB535),TTRE7481_t1,protein_coding,,2484
TTRE7482,Trichuris trichiura (PRJEB535),TTRE7482_t1,protein_coding,,2115
TTRE7483,Trichuris trichiura (PRJEB535),TTRE7483_t1,protein_coding,,1218
TTRE7484,Trichuris trichiura (PRJEB535),TTRE7484_t1,protein_coding,,4737
TTRE7485,Trichuris trichiura (PRJEB535),TTRE7485_t1,protein_coding,,1035
TTRE7486,Trichuris trichiura (PRJEB535),TTRE7486_t1,protein_coding,,1065
TTRE7487,Trichuris trichiura (PRJEB535),TTRE7487_t1,protein_coding,p450 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC80],1512
TTRE7488,Trichuris trichiura (PRJEB535),TTRE7488_t2,protein_coding,Chloride channel protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZK54],2412
TTRE7489,Trichuris trichiura (PRJEB535),TTRE7489_t1,protein_coding,,297
TTRE749,Trichuris trichiura (PRJEB535),TTRE749_t1,protein_coding,Oxidored_molyb domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC01],465
TTRE7490,Trichuris trichiura (PRJEB535),TTRE7490_t1,protein_coding,Protein FAM206A  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGZ4],555
TTRE7491,Trichuris trichiura (PRJEB535),TTRE7491_t1,protein_coding,,1281
TTRE7492,Trichuris trichiura (PRJEB535),TTRE7492_t1,protein_coding,,474
TTRE7493,Trichuris trichiura (PRJEB535),TTRE7493_t1,protein_coding,,621
TTRE7494,Trichuris trichiura (PRJEB535),TTRE7494_t1,protein_coding,,1296
TTRE7495,Trichuris trichiura (PRJEB535),TTRE7495_t1,protein_coding,,1365
TTRE7496,Trichuris trichiura (PRJEB535),TTRE7496_t1,protein_coding,,606
TTRE7497,Trichuris trichiura (PRJEB535),TTRE7497_t1,protein_coding,Protein Skeletor  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6Y7],1548
TTRE7498,Trichuris trichiura (PRJEB535),TTRE7498_t1,protein_coding,,3267
TTRE7499,Trichuris trichiura (PRJEB535),TTRE7499_t1,protein_coding,,1734
TTRE75,Trichuris trichiura (PRJEB535),TTRE75_t1,protein_coding,,669
TTRE750,Trichuris trichiura (PRJEB535),TTRE750_t1,protein_coding,,1017
TTRE7500,Trichuris trichiura (PRJEB535),TTRE7500_t1,protein_coding,,1521
TTRE7501,Trichuris trichiura (PRJEB535),TTRE7501_t1,protein_coding,,783
TTRE7502,Trichuris trichiura (PRJEB535),TTRE7502_t1,protein_coding,,363
TTRE7503,Trichuris trichiura (PRJEB535),TTRE7503_t1,protein_coding,,771
TTRE7504,Trichuris trichiura (PRJEB535),TTRE7504_t1,protein_coding,,1842
TTRE7505,Trichuris trichiura (PRJEB535),TTRE7505_t1,protein_coding,,1251
TTRE7506,Trichuris trichiura (PRJEB535),TTRE7506_t1,protein_coding,,1560
TTRE7507,Trichuris trichiura (PRJEB535),TTRE7507_t1,protein_coding,,900
TTRE7508,Trichuris trichiura (PRJEB535),TTRE7508_t1,protein_coding,,831
TTRE7509,Trichuris trichiura (PRJEB535),TTRE7509_t1,protein_coding,,561
TTRE751,Trichuris trichiura (PRJEB535),TTRE751_t1,protein_coding,,3177
TTRE7510,Trichuris trichiura (PRJEB535),TTRE7510_t1,protein_coding,,3696
TTRE7511,Trichuris trichiura (PRJEB535),TTRE7511_t1,protein_coding,,483
TTRE7512,Trichuris trichiura (PRJEB535),TTRE7512_t1,protein_coding,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCZ1],900
TTRE7513,Trichuris trichiura (PRJEB535),TTRE7513_t1,protein_coding,,1173
TTRE7514,Trichuris trichiura (PRJEB535),TTRE7514_t1,protein_coding,Subunit of mRNA cleavage and polyadenylation fact or  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAU1],678
TTRE7515,Trichuris trichiura (PRJEB535),TTRE7515_t1,protein_coding,Protein MMS22-like  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFH2],4842
TTRE7516,Trichuris trichiura (PRJEB535),TTRE7516_t1,protein_coding,40S ribosomal protein S9  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC35],1260
TTRE7517,Trichuris trichiura (PRJEB535),TTRE7517_t1,protein_coding,,447
TTRE7518,Trichuris trichiura (PRJEB535),TTRE7518_t1,protein_coding,Protein clc isoform  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAT7],630
TTRE7519,Trichuris trichiura (PRJEB535),TTRE7519_t1,protein_coding,,411
TTRE752,Trichuris trichiura (PRJEB535),TTRE752_t1,protein_coding,,1509
TTRE7520,Trichuris trichiura (PRJEB535),TTRE7520_t1,protein_coding,,348
TTRE7521,Trichuris trichiura (PRJEB535),TTRE7521_t1,protein_coding,,879
TTRE7522,Trichuris trichiura (PRJEB535),TTRE7522_t1,protein_coding,,270
TTRE7523,Trichuris trichiura (PRJEB535),TTRE7523_t1,protein_coding,Glutaredoxin 1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAI5],327
TTRE7524,Trichuris trichiura (PRJEB535),TTRE7524_t1,protein_coding,,1488
TTRE7525,Trichuris trichiura (PRJEB535),TTRE7525_t1,protein_coding,,630
TTRE7526,Trichuris trichiura (PRJEB535),TTRE7526_t1,protein_coding,,486
TTRE7527,Trichuris trichiura (PRJEB535),TTRE7527_t1,protein_coding,E3 ubiquitin-protein ligase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMV4],534
TTRE7528,Trichuris trichiura (PRJEB535),TTRE7528_t1,protein_coding,,1008
TTRE7529,Trichuris trichiura (PRJEB535),TTRE7529_t1,protein_coding,,1398
TTRE753,Trichuris trichiura (PRJEB535),TTRE753_t1,protein_coding,Protein DMSR 8  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJQ6],1116
TTRE7530,Trichuris trichiura (PRJEB535),TTRE7530_t1,protein_coding,,321
TTRE7531,Trichuris trichiura (PRJEB535),TTRE7531_t1,protein_coding,,261
TTRE7532,Trichuris trichiura (PRJEB535),TTRE7532_t1,protein_coding,,2463
TTRE7533,Trichuris trichiura (PRJEB535),TTRE7533_t1,protein_coding,,951
TTRE7534,Trichuris trichiura (PRJEB535),TTRE7534_t1,protein_coding,,555
TTRE7535,Trichuris trichiura (PRJEB535),TTRE7535_t1,protein_coding,,282
TTRE7536,Trichuris trichiura (PRJEB535),TTRE7536_t1,protein_coding,,306
TTRE7537,Trichuris trichiura (PRJEB535),TTRE7537_t1,protein_coding,DUF2435 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBC6],2661
TTRE7538,Trichuris trichiura (PRJEB535),TTRE7538_t1,protein_coding,,435
TTRE7539,Trichuris trichiura (PRJEB535),TTRE7539_t1,protein_coding,,279
TTRE754,Trichuris trichiura (PRJEB535),TTRE754_t1,protein_coding,,3885
TTRE7540,Trichuris trichiura (PRJEB535),TTRE7540_t1,protein_coding,,444
TTRE7541,Trichuris trichiura (PRJEB535),TTRE7541_t1,protein_coding,,333
TTRE7542,Trichuris trichiura (PRJEB535),TTRE7542_t1,protein_coding,,366
TTRE7543,Trichuris trichiura (PRJEB535),TTRE7543_t1,protein_coding,,627
TTRE7544,Trichuris trichiura (PRJEB535),TTRE7544_t1,protein_coding,,339
TTRE7545,Trichuris trichiura (PRJEB535),TTRE7545_t1,protein_coding,,426
TTRE7546,Trichuris trichiura (PRJEB535),TTRE7546_t1,protein_coding,Protein kinase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZB77],1515
TTRE7547,Trichuris trichiura (PRJEB535),TTRE7547_t1,protein_coding,,870
TTRE7548,Trichuris trichiura (PRJEB535),TTRE7548_t1,protein_coding,,444
TTRE7549,Trichuris trichiura (PRJEB535),TTRE7549_t1,protein_coding,,456
TTRE755,Trichuris trichiura (PRJEB535),TTRE755_t1,protein_coding,,183
TTRE7550,Trichuris trichiura (PRJEB535),TTRE7550_t1,protein_coding,,1410
TTRE7551,Trichuris trichiura (PRJEB535),TTRE7551_t1,protein_coding,,1422
TTRE7552,Trichuris trichiura (PRJEB535),TTRE7552_t1,protein_coding,,426
TTRE7553,Trichuris trichiura (PRJEB535),TTRE7553_t1,protein_coding,,1593
TTRE7554,Trichuris trichiura (PRJEB535),TTRE7554_t1,protein_coding,,621
TTRE7555,Trichuris trichiura (PRJEB535),TTRE7555_t1,protein_coding,,651
TTRE7556,Trichuris trichiura (PRJEB535),TTRE7556_t1,protein_coding,,303
TTRE7557,Trichuris trichiura (PRJEB535),TTRE7557_t1,protein_coding,,1404
TTRE7558,Trichuris trichiura (PRJEB535),TTRE7558_t1,protein_coding,,1002
TTRE7559,Trichuris trichiura (PRJEB535),TTRE7559_t1,protein_coding,,216
TTRE756,Trichuris trichiura (PRJEB535),TTRE756_t1,protein_coding,,969
TTRE7560,Trichuris trichiura (PRJEB535),TTRE7560_t1,protein_coding,,333
TTRE7561,Trichuris trichiura (PRJEB535),TTRE7561_t1,protein_coding,,312
TTRE7562,Trichuris trichiura (PRJEB535),TTRE7562_t1,protein_coding,,369
TTRE7563,Trichuris trichiura (PRJEB535),TTRE7563_t1,protein_coding,,1539
TTRE7564,Trichuris trichiura (PRJEB535),TTRE7564_t1,protein_coding,,486
TTRE7565,Trichuris trichiura (PRJEB535),TTRE7565_t1,protein_coding,,1545
TTRE7566,Trichuris trichiura (PRJEB535),TTRE7566_t1,protein_coding,,507
TTRE7567,Trichuris trichiura (PRJEB535),TTRE7567_t1,protein_coding,,1155
TTRE7568,Trichuris trichiura (PRJEB535),TTRE7568_t1,protein_coding,,303
TTRE7569,Trichuris trichiura (PRJEB535),TTRE7569_t1,protein_coding,,897
TTRE757,Trichuris trichiura (PRJEB535),TTRE757_t1,protein_coding,,1776
TTRE7570,Trichuris trichiura (PRJEB535),TTRE7570_t1,protein_coding,,1035
TTRE7571,Trichuris trichiura (PRJEB535),TTRE7571_t1,protein_coding,"Succinate dehydrogenase assembly factor 2, mitoch ondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5J8]",381
TTRE7572,Trichuris trichiura (PRJEB535),TTRE7572_t1,protein_coding,,564
TTRE7573,Trichuris trichiura (PRJEB535),TTRE7573_t1,protein_coding,,1149
TTRE7574,Trichuris trichiura (PRJEB535),TTRE7574_t1,protein_coding,,609
TTRE7575,Trichuris trichiura (PRJEB535),TTRE7575_t1,protein_coding,,1164
TTRE7576,Trichuris trichiura (PRJEB535),TTRE7576_t1,protein_coding,,1830
TTRE7577,Trichuris trichiura (PRJEB535),TTRE7577_t1,protein_coding,,1293
TTRE7578,Trichuris trichiura (PRJEB535),TTRE7578_t1,protein_coding,,1521
TTRE7579,Trichuris trichiura (PRJEB535),TTRE7579_t1,protein_coding,,996
TTRE758,Trichuris trichiura (PRJEB535),TTRE758_t1,protein_coding,,2139
TTRE7580,Trichuris trichiura (PRJEB535),TTRE7580_t1,protein_coding,Skp1-related protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5L4],495
TTRE7581,Trichuris trichiura (PRJEB535),TTRE7581_t1,protein_coding,,408
TTRE7582,Trichuris trichiura (PRJEB535),TTRE7582_t1,protein_coding,,399
TTRE7583,Trichuris trichiura (PRJEB535),TTRE7583_t1,protein_coding,,2190
TTRE7584,Trichuris trichiura (PRJEB535),TTRE7584_t1,protein_coding,,1740
TTRE7585,Trichuris trichiura (PRJEB535),TTRE7585_t1,protein_coding,,510
TTRE7586,Trichuris trichiura (PRJEB535),TTRE7586_t1,protein_coding,,456
TTRE7587,Trichuris trichiura (PRJEB535),TTRE7587_t1,protein_coding,,1377
TTRE7588,Trichuris trichiura (PRJEB535),TTRE7588_t1,protein_coding,,2076
TTRE7589,Trichuris trichiura (PRJEB535),TTRE7589_t1,protein_coding,,675
TTRE759,Trichuris trichiura (PRJEB535),TTRE759_t1,protein_coding,,1746
TTRE7590,Trichuris trichiura (PRJEB535),TTRE7590_t1,protein_coding,,1113
TTRE7591,Trichuris trichiura (PRJEB535),TTRE7591_t1,protein_coding,,246
TTRE7592,Trichuris trichiura (PRJEB535),TTRE7592_t1,protein_coding,,354
TTRE7593,Trichuris trichiura (PRJEB535),TTRE7593_t1,protein_coding,,435
TTRE7594,Trichuris trichiura (PRJEB535),TTRE7594_t1,protein_coding,TPR_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAJ4],4806
TTRE7595,Trichuris trichiura (PRJEB535),TTRE7595_t1,protein_coding,,447
TTRE7596,Trichuris trichiura (PRJEB535),TTRE7596_t1,protein_coding,40S ribosomal protein S26  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6A9],360
TTRE7597,Trichuris trichiura (PRJEB535),TTRE7597_t1,protein_coding,,327
TTRE7598,Trichuris trichiura (PRJEB535),TTRE7598_t2,protein_coding,,2427
TTRE7599,Trichuris trichiura (PRJEB535),TTRE7599_t1,protein_coding,,624
TTRE76,Trichuris trichiura (PRJEB535),TTRE76_t1,protein_coding,Niemann Pick C1 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCK5],3951
TTRE760,Trichuris trichiura (PRJEB535),TTRE760_t1,protein_coding,,2124
TTRE7600,Trichuris trichiura (PRJEB535),TTRE7600_t1,protein_coding,,690
TTRE7601,Trichuris trichiura (PRJEB535),TTRE7601_t1,protein_coding,,450
TTRE7602,Trichuris trichiura (PRJEB535),TTRE7602_t1,protein_coding,,1191
TTRE7603,Trichuris trichiura (PRJEB535),TTRE7603_t1,protein_coding,,1224
TTRE7604,Trichuris trichiura (PRJEB535),TTRE7604_t1,protein_coding,,462
TTRE7605,Trichuris trichiura (PRJEB535),TTRE7605_t1,protein_coding,,597
TTRE7606,Trichuris trichiura (PRJEB535),TTRE7606_t1,protein_coding,,2562
TTRE7607,Trichuris trichiura (PRJEB535),TTRE7607_t1,protein_coding,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHR1],294
TTRE7608,Trichuris trichiura (PRJEB535),TTRE7608_t1,protein_coding,,531
TTRE7609,Trichuris trichiura (PRJEB535),TTRE7609_t1,protein_coding,,1020
TTRE761,Trichuris trichiura (PRJEB535),TTRE761_t1,protein_coding,,1626
TTRE7610,Trichuris trichiura (PRJEB535),TTRE7610_t1,protein_coding,,420
TTRE7611,Trichuris trichiura (PRJEB535),TTRE7611_t1,protein_coding,,330
TTRE7612,Trichuris trichiura (PRJEB535),TTRE7612_t1,protein_coding,,546
TTRE7613,Trichuris trichiura (PRJEB535),TTRE7613_t1,protein_coding,Xpo1 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFA4],2745
TTRE7614,Trichuris trichiura (PRJEB535),TTRE7614_t1,protein_coding,,753
TTRE7615,Trichuris trichiura (PRJEB535),TTRE7615_t1,protein_coding,,807
TTRE7616,Trichuris trichiura (PRJEB535),TTRE7616_t1,protein_coding,phosphomevalonate kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZF44],726
TTRE7617,Trichuris trichiura (PRJEB535),TTRE7617_t1,protein_coding,Exocyst complex component 3  [Source:UniProtKB/TrEMBL;Acc:A0A077ZF72],2280
TTRE7618,Trichuris trichiura (PRJEB535),TTRE7618_t1,protein_coding,,327
TTRE7619,Trichuris trichiura (PRJEB535),TTRE7619_t1,protein_coding,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZK62],372
TTRE762,Trichuris trichiura (PRJEB535),TTRE762_t1,protein_coding,RING-type E3 ubiquitin transferase  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ68],780
TTRE7620,Trichuris trichiura (PRJEB535),TTRE7620_t1,protein_coding,,243
TTRE7621,Trichuris trichiura (PRJEB535),TTRE7621_t1,protein_coding,40S ribosomal protein S15  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHF3],441
TTRE7622,Trichuris trichiura (PRJEB535),TTRE7622_t1,protein_coding,40S ribosomal protein S15  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFS8],441
TTRE7623,Trichuris trichiura (PRJEB535),TTRE7623_t1,protein_coding,SNRNP27 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZI38],933
TTRE7624,Trichuris trichiura (PRJEB535),TTRE7624_t1,protein_coding,,756
TTRE7625,Trichuris trichiura (PRJEB535),TTRE7625_t1,protein_coding,Tetraspannin domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFI7],1083
TTRE7626,Trichuris trichiura (PRJEB535),TTRE7626_t1,protein_coding,,945
TTRE7627,Trichuris trichiura (PRJEB535),TTRE7627_t1,protein_coding,Tau tubulin kinase 1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZE01],975
TTRE7628,Trichuris trichiura (PRJEB535),TTRE7628_t1,protein_coding,,273
TTRE7629,Trichuris trichiura (PRJEB535),TTRE7629_t1,protein_coding,,384
TTRE763,Trichuris trichiura (PRJEB535),TTRE763_t1,protein_coding,,5520
TTRE7630,Trichuris trichiura (PRJEB535),TTRE7630_t1,protein_coding,,378
TTRE7631,Trichuris trichiura (PRJEB535),TTRE7631_t1,protein_coding,,783
TTRE7632,Trichuris trichiura (PRJEB535),TTRE7632_t1,protein_coding,,978
TTRE7633,Trichuris trichiura (PRJEB535),TTRE7633_t1,protein_coding,,321
TTRE7634,Trichuris trichiura (PRJEB535),TTRE7634_t1,protein_coding,,720
TTRE7635,Trichuris trichiura (PRJEB535),TTRE7635_t1,protein_coding,Transposase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHA9],390
TTRE7636,Trichuris trichiura (PRJEB535),TTRE7636_t1,protein_coding,,315
TTRE7637,Trichuris trichiura (PRJEB535),TTRE7637_t1,protein_coding,,1209
TTRE7638,Trichuris trichiura (PRJEB535),TTRE7638_t1,protein_coding,,1833
TTRE7639,Trichuris trichiura (PRJEB535),TTRE7639_t1,protein_coding,,456
TTRE764,Trichuris trichiura (PRJEB535),TTRE764_t1,protein_coding,Beta-hexosaminidase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5B1],1599
TTRE7640,Trichuris trichiura (PRJEB535),TTRE7640_t1,protein_coding,,588
TTRE7641,Trichuris trichiura (PRJEB535),TTRE7641_t1,protein_coding,,246
TTRE7642,Trichuris trichiura (PRJEB535),TTRE7642_t1,protein_coding,,321
TTRE7643,Trichuris trichiura (PRJEB535),TTRE7643_t1,protein_coding,,2517
TTRE7644,Trichuris trichiura (PRJEB535),TTRE7644_t1,protein_coding,,738
TTRE7645,Trichuris trichiura (PRJEB535),TTRE7645_t1,protein_coding,,633
TTRE7646,Trichuris trichiura (PRJEB535),TTRE7646_t1,protein_coding,,1107
TTRE7647,Trichuris trichiura (PRJEB535),TTRE7647_t1,protein_coding,Lipocln_cytosolic_FA-bd_dom domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBN3],1575
TTRE7648,Trichuris trichiura (PRJEB535),TTRE7648_t1,protein_coding,Lipocln_cytosolic_FA-bd_dom domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZE44],753
TTRE7649,Trichuris trichiura (PRJEB535),TTRE7649_t1,protein_coding,Tetraspanin 4  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJ39],1041
TTRE765,Trichuris trichiura (PRJEB535),TTRE765_t1,protein_coding,Integrator complex subunit 14  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMR0],1407
TTRE7650,Trichuris trichiura (PRJEB535),TTRE7650_t1,protein_coding,Protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFJ3],981
TTRE7651,Trichuris trichiura (PRJEB535),TTRE7651_t1,protein_coding,,303
TTRE7652,Trichuris trichiura (PRJEB535),TTRE7652_t1,protein_coding,,360
TTRE7653,Trichuris trichiura (PRJEB535),TTRE7653_t1,protein_coding,,390
TTRE7654,Trichuris trichiura (PRJEB535),TTRE7654_t1,protein_coding,,327
TTRE7655,Trichuris trichiura (PRJEB535),TTRE7655_t1,protein_coding,,2142
TTRE7656,Trichuris trichiura (PRJEB535),TTRE7656_t1,protein_coding,HMA domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZKP7],240
TTRE7657,Trichuris trichiura (PRJEB535),TTRE7657_t1,protein_coding,,1251
TTRE7658,Trichuris trichiura (PRJEB535),TTRE7658_t1,protein_coding,Phage protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6I4],507
TTRE7659,Trichuris trichiura (PRJEB535),TTRE7659_t1,protein_coding,Short transient receptor potential channel 5  [Source:UniProtKB/TrEMBL;Acc:A0A077Z984],2232
TTRE766,Trichuris trichiura (PRJEB535),TTRE766_t1,protein_coding,,450
TTRE7660,Trichuris trichiura (PRJEB535),TTRE7660_t1,protein_coding,PINc domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z543],405
TTRE7661,Trichuris trichiura (PRJEB535),TTRE7661_t1,protein_coding,,2358
TTRE7662,Trichuris trichiura (PRJEB535),TTRE7662_t1,protein_coding,,477
TTRE7663,Trichuris trichiura (PRJEB535),TTRE7663_t1,protein_coding,,981
TTRE7664,Trichuris trichiura (PRJEB535),TTRE7664_t1,protein_coding,,402
TTRE7665,Trichuris trichiura (PRJEB535),TTRE7665_t1,protein_coding,,510
TTRE7666,Trichuris trichiura (PRJEB535),TTRE7666_t1,protein_coding,,336
TTRE7667,Trichuris trichiura (PRJEB535),TTRE7667_t1,protein_coding,,1608
