Gene stable ID	is_gpcr	is_gpcr_evidence
TTRE483	False	Encodes protein that lacks InterPro GPCR domains
TTRE4830	False	Encodes protein that lacks InterPro GPCR domains
TTRE4831	False	Encodes protein that lacks InterPro GPCR domains
TTRE4832	False	Encodes protein that lacks InterPro GPCR domains
TTRE4833	False	Encodes protein that lacks InterPro GPCR domains
TTRE4834	False	Encodes protein that lacks InterPro GPCR domains
TTRE4835	False	Encodes protein that lacks InterPro GPCR domains
TTRE4836	False	Encodes protein that lacks InterPro GPCR domains
TTRE4837	False	Encodes protein that lacks InterPro GPCR domains
TTRE4838	False	Encodes protein that lacks InterPro GPCR domains
TTRE4839	False	Encodes protein that lacks InterPro GPCR domains
TTRE484	False	Encodes protein that lacks InterPro GPCR domains
TTRE4840	False	Encodes protein that lacks InterPro GPCR domains
TTRE4841	False	Encodes protein that lacks InterPro GPCR domains
TTRE4842	False	Encodes protein that lacks InterPro GPCR domains
TTRE4843	False	Encodes protein that lacks InterPro GPCR domains
TTRE4844	False	Encodes protein that lacks InterPro GPCR domains
TTRE4845	False	Encodes protein that lacks InterPro GPCR domains
TTRE4846	False	Encodes protein that lacks InterPro GPCR domains
TTRE4847	False	Encodes protein that lacks InterPro GPCR domains
TTRE4848	False	Encodes protein that lacks InterPro GPCR domains
TTRE4849	False	Encodes protein that lacks InterPro GPCR domains
TTRE485	False	Encodes protein that lacks InterPro GPCR domains
TTRE4850	False	Encodes protein that lacks InterPro GPCR domains
TTRE4851	False	Encodes protein that lacks InterPro GPCR domains
TTRE4852	False	Encodes protein that lacks InterPro GPCR domains
TTRE4853	False	Encodes protein that lacks InterPro GPCR domains
TTRE4854	False	Encodes protein that lacks InterPro GPCR domains
TTRE4855	False	Encodes protein that lacks InterPro GPCR domains
TTRE4856	False	Encodes protein that lacks InterPro GPCR domains
TTRE4857	False	Encodes protein that lacks InterPro GPCR domains
TTRE4858	False	Encodes protein that lacks InterPro GPCR domains
TTRE4859	False	Encodes protein that lacks InterPro GPCR domains
TTRE486	False	Encodes protein that lacks InterPro GPCR domains
TTRE4860	False	Encodes protein that lacks InterPro GPCR domains
TTRE4861	False	Encodes protein that lacks InterPro GPCR domains
TTRE4862	False	Encodes protein that lacks InterPro GPCR domains
TTRE4863	False	Encodes protein that lacks InterPro GPCR domains
TTRE4864	False	Encodes protein that lacks InterPro GPCR domains
TTRE4865	False	Encodes protein that lacks InterPro GPCR domains
TTRE4866	False	Encodes protein that lacks InterPro GPCR domains
TTRE4867	False	Encodes protein that lacks InterPro GPCR domains
TTRE4868	False	Encodes protein that lacks InterPro GPCR domains
TTRE4869	False	Encodes protein that lacks InterPro GPCR domains
TTRE487	False	Encodes protein that lacks InterPro GPCR domains
TTRE4870	False	Encodes protein that lacks InterPro GPCR domains
TTRE4871	False	Encodes protein that lacks InterPro GPCR domains
TTRE4872	False	Encodes protein that lacks InterPro GPCR domains
TTRE4873	False	Encodes protein that lacks InterPro GPCR domains
TTRE4874	False	Encodes protein that lacks InterPro GPCR domains
TTRE4875	False	Encodes protein that lacks InterPro GPCR domains
TTRE4876	False	Encodes protein that lacks InterPro GPCR domains
TTRE4877	False	Encodes protein that lacks InterPro GPCR domains
TTRE4878	False	Encodes protein that lacks InterPro GPCR domains
TTRE4879	False	Encodes protein that lacks InterPro GPCR domains
TTRE488	False	Encodes protein that lacks InterPro GPCR domains
TTRE4880	False	Encodes protein that lacks InterPro GPCR domains
TTRE4881	False	Encodes protein that lacks InterPro GPCR domains
TTRE4882	False	Encodes protein that lacks InterPro GPCR domains
TTRE4883	False	Encodes protein that lacks InterPro GPCR domains
TTRE4884	False	Encodes protein that lacks InterPro GPCR domains
TTRE4885	False	Encodes protein that lacks InterPro GPCR domains
TTRE4886	False	Encodes protein that lacks InterPro GPCR domains
TTRE4887	False	Encodes protein that lacks InterPro GPCR domains
TTRE4888	False	Encodes protein that lacks InterPro GPCR domains
TTRE4889	False	Encodes protein that lacks InterPro GPCR domains
TTRE489	False	Encodes protein that lacks InterPro GPCR domains
TTRE4890	False	Encodes protein that lacks InterPro GPCR domains
TTRE4891	False	Encodes protein that lacks InterPro GPCR domains
TTRE4892	False	Encodes protein that lacks InterPro GPCR domains
TTRE4893	False	Encodes protein that lacks InterPro GPCR domains
TTRE4894	False	Encodes protein that lacks InterPro GPCR domains
TTRE4895	False	Encodes protein that lacks InterPro GPCR domains
TTRE4896	False	Encodes protein that lacks InterPro GPCR domains
TTRE4897	False	Encodes protein that lacks InterPro GPCR domains
TTRE4898	False	Encodes protein that lacks InterPro GPCR domains
TTRE4899	False	Encodes protein that lacks InterPro GPCR domains
TTRE49	False	Encodes protein that lacks InterPro GPCR domains
TTRE490	False	Encodes protein that lacks InterPro GPCR domains
TTRE4900	False	Encodes protein that lacks InterPro GPCR domains
TTRE4901	False	Encodes protein that lacks InterPro GPCR domains
TTRE4902	False	Encodes protein that lacks InterPro GPCR domains
TTRE4903	False	Encodes protein that lacks InterPro GPCR domains
TTRE4904	False	Encodes protein that lacks InterPro GPCR domains
TTRE4905	False	Encodes protein that lacks InterPro GPCR domains
TTRE4906	False	Encodes protein that lacks InterPro GPCR domains
TTRE4907	False	Encodes protein that lacks InterPro GPCR domains
TTRE4908	False	Encodes protein that lacks InterPro GPCR domains
TTRE4909	False	Encodes protein that lacks InterPro GPCR domains
TTRE491	False	Encodes protein that lacks InterPro GPCR domains
TTRE4910	False	Encodes protein that lacks InterPro GPCR domains
TTRE4911	False	Encodes protein that lacks InterPro GPCR domains
TTRE4912	True	Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM
TTRE4913	False	Encodes protein that lacks InterPro GPCR domains
TTRE4914	False	Encodes protein that lacks InterPro GPCR domains
TTRE4915	False	Encodes protein that lacks InterPro GPCR domains
TTRE4916	False	Encodes protein that lacks InterPro GPCR domains
TTRE4917	False	Encodes protein that lacks InterPro GPCR domains
TTRE4918	False	Encodes protein that lacks InterPro GPCR domains
TTRE4919	False	Encodes protein that lacks InterPro GPCR domains
TTRE492	False	Encodes protein that lacks InterPro GPCR domains
TTRE4920	False	Encodes protein that lacks InterPro GPCR domains
TTRE4921	False	Encodes protein that lacks InterPro GPCR domains
TTRE4922	False	Encodes protein that lacks InterPro GPCR domains
TTRE4923	False	Encodes protein that lacks InterPro GPCR domains
TTRE4924	False	Encodes protein that lacks InterPro GPCR domains
TTRE4925	False	Encodes protein that lacks InterPro GPCR domains
TTRE4926	False	Encodes protein that lacks InterPro GPCR domains
TTRE4927	False	Encodes protein that lacks InterPro GPCR domains
TTRE4928	False	Encodes protein that lacks InterPro GPCR domains
TTRE4929	False	Encodes protein that lacks InterPro GPCR domains
TTRE493	False	Encodes protein that lacks InterPro GPCR domains
TTRE4930	False	Encodes protein that lacks InterPro GPCR domains
TTRE4931	False	Encodes protein that lacks InterPro GPCR domains
TTRE4932	False	Encodes protein that lacks InterPro GPCR domains
TTRE4933	False	Encodes protein that lacks InterPro GPCR domains
TTRE4934	False	Encodes protein that lacks InterPro GPCR domains
TTRE4935	False	Encodes protein that lacks InterPro GPCR domains
TTRE4936	False	Encodes protein that lacks InterPro GPCR domains
TTRE4937	False	Encodes protein that lacks InterPro GPCR domains
TTRE4938	False	Encodes protein that lacks InterPro GPCR domains
TTRE4939	False	Encodes protein that lacks InterPro GPCR domains
TTRE494	False	Encodes protein that lacks InterPro GPCR domains
TTRE4940	False	Encodes protein that lacks InterPro GPCR domains
TTRE4941	False	Encodes protein that lacks InterPro GPCR domains
TTRE4942	False	Encodes protein that lacks InterPro GPCR domains
TTRE4943	False	Encodes protein that lacks InterPro GPCR domains
TTRE4944	False	Encodes protein that lacks InterPro GPCR domains
TTRE4945	False	Encodes protein that lacks InterPro GPCR domains
TTRE4946	False	Encodes protein that lacks InterPro GPCR domains
TTRE4947	False	Encodes protein that lacks InterPro GPCR domains
TTRE4948	False	Encodes protein that lacks InterPro GPCR domains
TTRE4949	False	Encodes protein that lacks InterPro GPCR domains
TTRE495	False	Encodes protein that lacks InterPro GPCR domains
TTRE4950	False	Encodes protein that lacks InterPro GPCR domains
TTRE4951	False	Encodes protein that lacks InterPro GPCR domains
TTRE4952	False	Encodes protein that lacks InterPro GPCR domains
TTRE4953	False	Encodes protein that lacks InterPro GPCR domains
TTRE4954	False	Encodes protein that lacks InterPro GPCR domains
TTRE4955	False	Encodes protein that lacks InterPro GPCR domains
TTRE4956	False	Encodes protein that lacks InterPro GPCR domains
TTRE4957	False	Encodes protein that lacks InterPro GPCR domains
TTRE4958	False	Encodes protein that lacks InterPro GPCR domains
TTRE4959	False	Encodes protein that lacks InterPro GPCR domains
TTRE496	False	Encodes protein that lacks InterPro GPCR domains
TTRE4960	False	Encodes protein that lacks InterPro GPCR domains
TTRE4961	False	Encodes protein that lacks InterPro GPCR domains
TTRE4962	False	Encodes protein that lacks InterPro GPCR domains
TTRE4963	False	Encodes protein that lacks InterPro GPCR domains
TTRE4964	False	Encodes protein that lacks InterPro GPCR domains
TTRE4965	False	Encodes protein that lacks InterPro GPCR domains
TTRE4966	False	Encodes protein that lacks InterPro GPCR domains
TTRE4967	False	Encodes protein that lacks InterPro GPCR domains
TTRE4968	False	Encodes protein that lacks InterPro GPCR domains
TTRE4969	False	Encodes protein that lacks InterPro GPCR domains
TTRE497	False	Encodes protein that lacks InterPro GPCR domains
TTRE4970	False	Encodes protein that lacks InterPro GPCR domains
TTRE4971	False	Encodes protein that lacks InterPro GPCR domains
TTRE4972	False	Encodes protein that lacks InterPro GPCR domains
TTRE4973	False	Encodes protein that lacks InterPro GPCR domains
TTRE4974	False	Encodes protein that lacks InterPro GPCR domains
TTRE4975	False	Encodes protein that lacks InterPro GPCR domains
TTRE4976	False	Encodes protein that lacks InterPro GPCR domains
TTRE4977	False	Encodes protein that lacks InterPro GPCR domains
TTRE4978	False	Encodes protein that lacks InterPro GPCR domains
TTRE4979	False	Encodes protein that lacks InterPro GPCR domains
TTRE498	False	Encodes protein that lacks InterPro GPCR domains
TTRE4980	False	Encodes protein that lacks InterPro GPCR domains
TTRE4981	False	Encodes protein that lacks InterPro GPCR domains
TTRE4982	False	Encodes protein that lacks InterPro GPCR domains
TTRE4983	False	Encodes protein that lacks InterPro GPCR domains
TTRE4984	False	Encodes protein that lacks InterPro GPCR domains
TTRE4985	False	Encodes protein that lacks InterPro GPCR domains
TTRE4986	False	Encodes protein that lacks InterPro GPCR domains
TTRE4987	False	Encodes protein that lacks InterPro GPCR domains
TTRE4988	False	Encodes protein that lacks InterPro GPCR domains
TTRE4989	False	Encodes protein that lacks InterPro GPCR domains
TTRE499	False	Encodes protein that lacks InterPro GPCR domains
TTRE4990	False	Encodes protein that lacks InterPro GPCR domains
TTRE4991	False	Encodes protein that lacks InterPro GPCR domains
TTRE4992	False	Encodes protein that lacks InterPro GPCR domains
TTRE4993	False	Encodes protein that lacks InterPro GPCR domains
TTRE4994	False	Encodes protein that lacks InterPro GPCR domains
TTRE4995	False	Encodes protein that lacks InterPro GPCR domains
TTRE4996	False	Encodes protein that lacks InterPro GPCR domains
TTRE4997	False	Encodes protein that lacks InterPro GPCR domains
TTRE4998	False	Encodes protein that lacks InterPro GPCR domains
TTRE4999	False	Encodes protein that lacks InterPro GPCR domains
TTRE5	False	Encodes protein that lacks InterPro GPCR domains
TTRE50	False	Encodes protein that lacks InterPro GPCR domains
TTRE500	False	Encodes protein that lacks InterPro GPCR domains
TTRE5000	False	Encodes protein that lacks InterPro GPCR domains
TTRE5001	False	Encodes protein that lacks InterPro GPCR domains
TTRE5002	False	Encodes protein that lacks InterPro GPCR domains
TTRE5003	False	Encodes protein that lacks InterPro GPCR domains
TTRE5004	False	Encodes protein that lacks InterPro GPCR domains
TTRE5005	False	Encodes protein that lacks InterPro GPCR domains
TTRE5006	False	Encodes protein that lacks InterPro GPCR domains
TTRE5007	False	Encodes protein that lacks InterPro GPCR domains
TTRE5008	False	Encodes protein that lacks InterPro GPCR domains
TTRE5009	False	Encodes protein that lacks InterPro GPCR domains
TTRE501	False	Encodes protein that lacks InterPro GPCR domains
TTRE5010	False	Encodes protein that lacks InterPro GPCR domains
TTRE5011	False	Encodes protein that lacks InterPro GPCR domains
TTRE5012	False	Encodes protein that lacks InterPro GPCR domains
TTRE5013	False	Encodes protein that lacks InterPro GPCR domains
TTRE5014	False	Encodes protein that lacks InterPro GPCR domains
TTRE5015	False	Encodes protein that lacks InterPro GPCR domains
TTRE5016	False	Encodes protein that lacks InterPro GPCR domains
TTRE5017	False	Encodes protein that lacks InterPro GPCR domains
TTRE5018	False	Encodes protein that lacks InterPro GPCR domains
TTRE5019	False	Encodes protein that lacks InterPro GPCR domains
TTRE502	False	Encodes protein that lacks InterPro GPCR domains
TTRE5020	False	Encodes protein that lacks InterPro GPCR domains
TTRE5021	False	Encodes protein that lacks InterPro GPCR domains
TTRE5022	False	Encodes protein that lacks InterPro GPCR domains
TTRE5023	False	Encodes protein that lacks InterPro GPCR domains
TTRE5024	False	Encodes protein that lacks InterPro GPCR domains
TTRE5025	False	Encodes protein that lacks InterPro GPCR domains
TTRE5026	False	Encodes protein that lacks InterPro GPCR domains
TTRE5027	False	Encodes protein that lacks InterPro GPCR domains
TTRE5028	False	Encodes protein that lacks InterPro GPCR domains
TTRE5029	False	Encodes protein that lacks InterPro GPCR domains
TTRE503	False	Encodes protein that lacks InterPro GPCR domains
TTRE5030	False	Encodes protein that lacks InterPro GPCR domains
TTRE5031	False	Encodes protein that lacks InterPro GPCR domains
TTRE5032	False	Encodes protein that lacks InterPro GPCR domains
TTRE5033	False	Encodes protein that lacks InterPro GPCR domains
TTRE5034	False	Encodes protein that lacks InterPro GPCR domains
TTRE5035	False	Encodes protein that lacks InterPro GPCR domains
TTRE5036	False	Encodes protein that lacks InterPro GPCR domains
TTRE5037	False	Encodes protein that lacks InterPro GPCR domains
TTRE5038	False	Encodes protein that lacks InterPro GPCR domains
TTRE5039	False	Encodes protein that lacks InterPro GPCR domains
TTRE504	False	Encodes protein that lacks InterPro GPCR domains
TTRE5040	False	Encodes protein that lacks InterPro GPCR domains
TTRE5041	False	Encodes protein that lacks InterPro GPCR domains
TTRE5042	False	Encodes protein that lacks InterPro GPCR domains
TTRE5043	False	Encodes protein that lacks InterPro GPCR domains
TTRE5044	False	Encodes protein that lacks InterPro GPCR domains
TTRE5045	False	Encodes protein that lacks InterPro GPCR domains
TTRE5046	False	Encodes protein that lacks InterPro GPCR domains
TTRE5047	False	Encodes protein that lacks InterPro GPCR domains
TTRE5048	False	Encodes protein that lacks InterPro GPCR domains
TTRE5049	False	Encodes protein that lacks InterPro GPCR domains
TTRE505	False	Encodes protein that lacks InterPro GPCR domains
TTRE5050	False	Encodes protein that lacks InterPro GPCR domains
TTRE5051	False	Encodes protein that lacks InterPro GPCR domains
TTRE5052	False	Encodes protein that lacks InterPro GPCR domains
TTRE5053	False	Encodes protein that lacks InterPro GPCR domains
TTRE5054	False	Encodes protein that lacks InterPro GPCR domains
TTRE5055	False	Encodes protein that lacks InterPro GPCR domains
TTRE5056	False	Encodes protein that lacks InterPro GPCR domains
TTRE5057	False	Encodes protein that lacks InterPro GPCR domains
TTRE5058	False	Encodes protein that lacks InterPro GPCR domains
TTRE5059	False	Encodes protein that lacks InterPro GPCR domains
TTRE506	False	Encodes protein that lacks InterPro GPCR domains
TTRE5060	False	Encodes protein that lacks InterPro GPCR domains
TTRE5061	False	Encodes protein that lacks InterPro GPCR domains
TTRE5062	False	Encodes protein that lacks InterPro GPCR domains
TTRE5063	False	Encodes protein that lacks InterPro GPCR domains
TTRE5064	False	Encodes protein that lacks InterPro GPCR domains
TTRE5065	False	Encodes protein that lacks InterPro GPCR domains
TTRE5066	False	Encodes protein that lacks InterPro GPCR domains
TTRE5067	False	Encodes protein that lacks InterPro GPCR domains
TTRE5068	False	Encodes protein that lacks InterPro GPCR domains
TTRE5069	False	Encodes protein that lacks InterPro GPCR domains
TTRE507	False	Encodes protein that lacks InterPro GPCR domains
TTRE5070	False	Encodes protein that lacks InterPro GPCR domains
TTRE5071	False	Encodes protein that lacks InterPro GPCR domains
TTRE5072	False	Encodes protein that lacks InterPro GPCR domains
TTRE5073	False	Encodes protein that lacks InterPro GPCR domains
TTRE5074	False	Encodes protein that lacks InterPro GPCR domains
TTRE5075	False	Encodes protein that lacks InterPro GPCR domains
TTRE5076	False	Encodes protein that lacks InterPro GPCR domains
TTRE5077	False	Encodes protein that lacks InterPro GPCR domains
TTRE5078	False	Encodes protein that lacks InterPro GPCR domains
TTRE5079	False	Encodes protein that lacks InterPro GPCR domains
TTRE508	False	Encodes protein that lacks InterPro GPCR domains
TTRE5080	False	Encodes protein that lacks InterPro GPCR domains
TTRE5081	False	Encodes protein that lacks InterPro GPCR domains
TTRE5082	False	Encodes protein that lacks InterPro GPCR domains
TTRE5083	False	Encodes protein that lacks InterPro GPCR domains
TTRE5084	False	Encodes protein that lacks InterPro GPCR domains
TTRE5085	False	Encodes protein that lacks InterPro GPCR domains
TTRE5086	False	Encodes protein that lacks InterPro GPCR domains
TTRE5087	False	Encodes protein that lacks InterPro GPCR domains
TTRE5088	False	Encodes protein that lacks InterPro GPCR domains
TTRE5089	False	Encodes protein that lacks InterPro GPCR domains
TTRE509	False	Encodes protein that lacks InterPro GPCR domains
TTRE5090	False	Encodes protein that lacks InterPro GPCR domains
TTRE5091	False	Encodes protein that lacks InterPro GPCR domains
TTRE5092	False	Encodes protein that lacks InterPro GPCR domains
TTRE5093	False	Encodes protein that lacks InterPro GPCR domains
TTRE5094	False	Encodes protein that lacks InterPro GPCR domains
TTRE5095	False	Encodes protein that lacks InterPro GPCR domains
TTRE5096	False	Encodes protein that lacks InterPro GPCR domains
TTRE5097	False	Encodes protein that lacks InterPro GPCR domains
TTRE5098	False	Encodes protein that lacks InterPro GPCR domains
TTRE5099	False	Encodes protein that lacks InterPro GPCR domains
TTRE51	False	Encodes protein that lacks InterPro GPCR domains
TTRE510	False	Encodes protein that lacks InterPro GPCR domains
TTRE5100	False	Encodes protein that lacks InterPro GPCR domains
TTRE5101	False	Encodes protein that lacks InterPro GPCR domains
TTRE5102	False	Encodes protein that lacks InterPro GPCR domains
TTRE5103	False	Encodes protein that lacks InterPro GPCR domains
TTRE5104	False	Encodes protein that lacks InterPro GPCR domains
TTRE5105	False	Encodes protein that lacks InterPro GPCR domains
TTRE5106	False	Encodes protein that lacks InterPro GPCR domains
TTRE5107	False	Encodes protein that lacks InterPro GPCR domains
TTRE5108	False	Encodes protein that lacks InterPro GPCR domains
TTRE5109	False	Encodes protein that lacks InterPro GPCR domains
TTRE511	False	Encodes protein that lacks InterPro GPCR domains
TTRE5110	False	Encodes protein that lacks InterPro GPCR domains
TTRE5111	False	Encodes protein that lacks InterPro GPCR domains
TTRE5112	False	Encodes protein that lacks InterPro GPCR domains
TTRE5113	False	Encodes protein that lacks InterPro GPCR domains
TTRE5114	False	Encodes protein that lacks InterPro GPCR domains
TTRE5115	False	Encodes protein that lacks InterPro GPCR domains
TTRE5116	False	Encodes protein that lacks InterPro GPCR domains
TTRE5117	False	Encodes protein that lacks InterPro GPCR domains
TTRE5118	False	Encodes protein that lacks InterPro GPCR domains
TTRE5119	False	Encodes protein that lacks InterPro GPCR domains
TTRE512	False	Encodes protein that lacks InterPro GPCR domains
TTRE5120	False	Encodes protein that lacks InterPro GPCR domains
TTRE5121	False	Encodes protein that lacks InterPro GPCR domains
TTRE5122	False	Encodes protein that lacks InterPro GPCR domains
TTRE5123	False	Encodes protein that lacks InterPro GPCR domains
TTRE5125	False	Encodes protein that lacks InterPro GPCR domains
TTRE5126	False	Encodes protein that lacks InterPro GPCR domains
TTRE5127	False	Encodes protein that lacks InterPro GPCR domains
TTRE5128	False	Encodes protein that lacks InterPro GPCR domains
TTRE5129	False	Encodes protein that lacks InterPro GPCR domains
TTRE513	False	Encodes protein that lacks InterPro GPCR domains
TTRE5130	False	Encodes protein that lacks InterPro GPCR domains
TTRE5131	False	Encodes protein that lacks InterPro GPCR domains
TTRE5132	False	Encodes protein that lacks InterPro GPCR domains
TTRE5133	False	Encodes protein that lacks InterPro GPCR domains
TTRE5134	False	Encodes protein that lacks InterPro GPCR domains
TTRE5135	False	Encodes protein that lacks InterPro GPCR domains
TTRE5136	False	Encodes protein that lacks InterPro GPCR domains
TTRE5137	False	Encodes protein that lacks InterPro GPCR domains
TTRE5138	False	Encodes protein that lacks InterPro GPCR domains
TTRE5139	False	Encodes protein that lacks InterPro GPCR domains
TTRE514	False	Encodes protein that lacks InterPro GPCR domains
TTRE5140	False	Encodes protein that lacks InterPro GPCR domains
TTRE5141	False	Encodes protein that lacks InterPro GPCR domains
TTRE5142	False	Encodes protein that lacks InterPro GPCR domains
TTRE5143	False	Encodes protein that lacks InterPro GPCR domains
TTRE5144	False	Encodes protein that lacks InterPro GPCR domains
TTRE5145	False	Encodes protein that lacks InterPro GPCR domains
TTRE5146	False	Encodes protein that lacks InterPro GPCR domains
TTRE5147	False	Encodes protein that lacks InterPro GPCR domains
TTRE5148	False	Encodes protein that lacks InterPro GPCR domains
TTRE5149	False	Encodes protein that lacks InterPro GPCR domains
TTRE515	False	Encodes protein that lacks InterPro GPCR domains
TTRE5150	False	Encodes protein that lacks InterPro GPCR domains
TTRE5151	False	Encodes protein that lacks InterPro GPCR domains
TTRE5152	False	Encodes protein that lacks InterPro GPCR domains
TTRE5153	False	Encodes protein that lacks InterPro GPCR domains
TTRE5154	False	Encodes protein that lacks InterPro GPCR domains
TTRE5155	False	Encodes protein that lacks InterPro GPCR domains
TTRE5156	False	Encodes protein that lacks InterPro GPCR domains
TTRE5157	False	Encodes protein that lacks InterPro GPCR domains
TTRE5158	False	Encodes protein that lacks InterPro GPCR domains
TTRE5159	False	Encodes protein that lacks InterPro GPCR domains
TTRE516	False	Encodes protein that lacks InterPro GPCR domains
TTRE5160	False	Encodes protein that lacks InterPro GPCR domains
TTRE5161	False	Encodes protein that lacks InterPro GPCR domains
TTRE5162	False	Encodes protein that lacks InterPro GPCR domains
TTRE5163	False	Encodes protein that lacks InterPro GPCR domains
TTRE5164	False	Encodes protein that lacks InterPro GPCR domains
TTRE5165	False	Encodes protein that lacks InterPro GPCR domains
TTRE5166	False	Encodes protein that lacks InterPro GPCR domains
TTRE5167	False	Encodes protein that lacks InterPro GPCR domains
TTRE5168	False	Encodes protein that lacks InterPro GPCR domains
TTRE5169	False	Encodes protein that lacks InterPro GPCR domains
TTRE517	False	Encodes protein that lacks InterPro GPCR domains
TTRE5170	False	Encodes protein that lacks InterPro GPCR domains
TTRE5171	False	Encodes protein that lacks InterPro GPCR domains
TTRE5172	False	Encodes protein that lacks InterPro GPCR domains
TTRE5173	False	Encodes protein that lacks InterPro GPCR domains
TTRE5174	False	Encodes protein that lacks InterPro GPCR domains
TTRE5175	False	Encodes protein that lacks InterPro GPCR domains
TTRE5176	False	Encodes protein that lacks InterPro GPCR domains
TTRE5177	False	Encodes protein that lacks InterPro GPCR domains
TTRE5178	False	Encodes protein that lacks InterPro GPCR domains
TTRE5179	False	Encodes protein that lacks InterPro GPCR domains
TTRE518	False	Encodes protein that lacks InterPro GPCR domains
TTRE5180	False	Encodes protein that lacks InterPro GPCR domains
TTRE5181	False	Encodes protein that lacks InterPro GPCR domains
TTRE5182	False	Encodes protein that lacks InterPro GPCR domains
TTRE5183	False	Encodes protein that lacks InterPro GPCR domains
TTRE5184	False	Encodes protein that lacks InterPro GPCR domains
TTRE5185	False	Encodes protein that lacks InterPro GPCR domains
TTRE5186	False	Encodes protein that lacks InterPro GPCR domains
TTRE5187	False	Encodes protein that lacks InterPro GPCR domains
TTRE5188	False	Encodes protein that lacks InterPro GPCR domains
TTRE5189	False	Encodes protein that lacks InterPro GPCR domains
TTRE519	False	Encodes protein that lacks InterPro GPCR domains
TTRE5190	False	Encodes protein that lacks InterPro GPCR domains
TTRE5191	False	Encodes protein that lacks InterPro GPCR domains
TTRE5192	False	Encodes protein that lacks InterPro GPCR domains
TTRE5193	False	Encodes protein that lacks InterPro GPCR domains
TTRE5194	False	Encodes protein that lacks InterPro GPCR domains
TTRE5195	False	Encodes protein that lacks InterPro GPCR domains
TTRE5196	False	Encodes protein that lacks InterPro GPCR domains
TTRE5197	False	Encodes protein that lacks InterPro GPCR domains
TTRE5198	False	Encodes protein that lacks InterPro GPCR domains
TTRE5199	False	Encodes protein that lacks InterPro GPCR domains
TTRE52	False	Encodes protein that lacks InterPro GPCR domains
TTRE520	False	Encodes protein that lacks InterPro GPCR domains
TTRE5200	False	Encodes protein that lacks InterPro GPCR domains
TTRE5201	False	Encodes protein that lacks InterPro GPCR domains
TTRE5202	False	Encodes protein that lacks InterPro GPCR domains
TTRE5203	False	Encodes protein that lacks InterPro GPCR domains
TTRE5204	False	Encodes protein that lacks InterPro GPCR domains
TTRE5205	False	Encodes protein that lacks InterPro GPCR domains
TTRE5206	False	Encodes protein that lacks InterPro GPCR domains
TTRE5207	False	Encodes protein that lacks InterPro GPCR domains
TTRE5208	False	Encodes protein that lacks InterPro GPCR domains
TTRE5209	False	Encodes protein that lacks InterPro GPCR domains
TTRE521	False	Encodes protein that lacks InterPro GPCR domains
TTRE5210	False	Encodes protein that lacks InterPro GPCR domains
TTRE5211	False	Encodes protein that lacks InterPro GPCR domains
TTRE5212	False	Encodes protein that lacks InterPro GPCR domains
TTRE5213	False	Encodes protein that lacks InterPro GPCR domains
TTRE5214	False	Encodes protein that lacks InterPro GPCR domains
TTRE5215	False	Encodes protein that lacks InterPro GPCR domains
TTRE5216	False	Encodes protein that lacks InterPro GPCR domains
TTRE5217	False	Encodes protein that lacks InterPro GPCR domains
TTRE5218	False	Encodes protein that lacks InterPro GPCR domains
TTRE5219	False	Encodes protein that lacks InterPro GPCR domains
TTRE522	False	Encodes protein that lacks InterPro GPCR domains
TTRE5220	False	Encodes protein that lacks InterPro GPCR domains
TTRE5221	False	Encodes protein that lacks InterPro GPCR domains
TTRE5222	False	Encodes protein that lacks InterPro GPCR domains
TTRE5223	False	Encodes protein that lacks InterPro GPCR domains
TTRE5224	False	Encodes protein that lacks InterPro GPCR domains
TTRE5225	False	Encodes protein that lacks InterPro GPCR domains
TTRE5226	False	Encodes protein that lacks InterPro GPCR domains
TTRE5227	False	Encodes protein that lacks InterPro GPCR domains
TTRE5228	False	Encodes protein that lacks InterPro GPCR domains
TTRE5229	False	Encodes protein that lacks InterPro GPCR domains
TTRE523	False	Encodes protein that lacks InterPro GPCR domains
TTRE5230	False	Encodes protein that lacks InterPro GPCR domains
TTRE5231	False	Encodes protein that lacks InterPro GPCR domains
TTRE5232	False	Encodes protein that lacks InterPro GPCR domains
TTRE5233	False	Encodes protein that lacks InterPro GPCR domains
TTRE5234	False	Encodes protein that lacks InterPro GPCR domains
TTRE5235	False	Encodes protein that lacks InterPro GPCR domains
TTRE5236	False	Encodes protein that lacks InterPro GPCR domains
TTRE5237	False	Encodes protein that lacks InterPro GPCR domains
TTRE5238	False	Encodes protein that lacks InterPro GPCR domains
TTRE5239	False	Encodes protein that lacks InterPro GPCR domains
TTRE524	False	Encodes protein that lacks InterPro GPCR domains
TTRE5240	False	Encodes protein that lacks InterPro GPCR domains
TTRE5241	False	Encodes protein that lacks InterPro GPCR domains
TTRE5242	False	Encodes protein that lacks InterPro GPCR domains
TTRE5243	False	Encodes protein that lacks InterPro GPCR domains
TTRE5244	False	Encodes protein that lacks InterPro GPCR domains
TTRE5245	False	Encodes protein that lacks InterPro GPCR domains
TTRE5246	False	Encodes protein that lacks InterPro GPCR domains
TTRE5247	False	Encodes protein that lacks InterPro GPCR domains
TTRE5248	False	Encodes protein that lacks InterPro GPCR domains
TTRE5249	False	Encodes protein that lacks InterPro GPCR domains
