Gene stable ID,principal_transcript_id,principal_cds_length,principal_isoform_type,gene_description,genome_name,transcript_biotype,species,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
TTRE5461,TTRE5461_t1,191,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5462,TTRE5462_t1,201,protein_coding,PH and FYVE domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGS2],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000175895,PLEKHF2,ortholog_one2one,57.4913,66.2651,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PLEKHF2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PLEKHF2 57.4913%
TTRE5463,TTRE5463_t1,149,protein_coding,60S ribosomal protein L35  [Source:UniProtKB/TrEMBL;Acc:A0A077YXU7],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000136942,RPL35,ortholog_one2one,68.0328,67.4797,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RPL35",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RPL35 68.0328%
TTRE5464,TTRE5464_t1,172,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000175970,UNC119B,ortholog_one2many,57.6577,50.996,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: UNC119B",False,Best human orthologue found in WormBase Parasite has >= 40% identity: UNC119B 57.6577%
TTRE5465,TTRE5465_t1,234,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000134371,CDC73,ortholog_one2one,39.0977,39.1714,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CDC73",True,Best human orthologue in WormBase ParaSite has < 40% identity: CDC73 39.0977%
TTRE5466,TTRE5466_t1,425,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000173692,PSMD1,ortholog_one2many,32.9876,33.3683,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PSMD1",True,Best human orthologue in WormBase ParaSite has < 40% identity: PSMD1 32.9876%
TTRE5467,TTRE5467_t1,271,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000109758,HGFAC,ortholog_many2many,27.6527,13.1298,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HGFAC",True,Best human orthologue in WormBase ParaSite has < 40% identity: HGFAC 27.6527%
TTRE5468,TTRE5468_t1,201,protein_coding,PAP2 superfamily protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEA0],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000117600,PLPPR4,ortholog_many2many,22.5316,12.4476,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PLPPR4",True,Best human orthologue in WormBase ParaSite has < 40% identity: PLPPR4 22.5316%
TTRE5469,TTRE5469_t1,634,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000256870,SLC5A8,ortholog_many2many,32.3333,31.8033,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC5A8",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC5A8 32.3333%
TTRE547,TTRE547_t2,191,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5470,TTRE5470_t1,275,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000092295,TGM1,ortholog_one2many,27.7847,27.1726,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TGM1",True,Best human orthologue in WormBase ParaSite has < 40% identity: TGM1 27.7847%
TTRE5471,TTRE5471_t1,133,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5472,TTRE5472_t1,654,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000091136,LAMB1,ortholog_many2many,23.5294,17.2452,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LAMB1",True,Best human orthologue in WormBase ParaSite has < 40% identity: LAMB1 23.5294%
TTRE5473,TTRE5473_t1,306,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5474,TTRE5474_t1,125,protein_coding,Eukaryotic translation initiation  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDS2],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000104131,EIF3J,ortholog_one2one,27.0642,22.8682,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EIF3J",True,Best human orthologue in WormBase ParaSite has < 40% identity: EIF3J 27.0642%
TTRE5475,TTRE5475_t1,395,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000119203,CPSF3,ortholog_one2one,56.2232,57.4561,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CPSF3",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CPSF3 56.2232%
TTRE5476,TTRE5476_t1,412,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000108883,EFTUD2,ortholog_one2one,72.551,73.1481,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EFTUD2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: EFTUD2 72.551%
TTRE5477,TTRE5477_t1,1165,protein_coding,Transcription factor AP 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0E1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000130522,JUND,ortholog_one2many,15.8929,25.6484,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: JUND",True,Best human orthologue in WormBase ParaSite has < 40% identity: JUND 15.8929%
TTRE5478,TTRE5478_t1,237,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000130204,TOMM40,ortholog_one2many,39.4984,34.903,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TOMM40",True,Best human orthologue in WormBase ParaSite has < 40% identity: TOMM40 39.4984%
TTRE5479,TTRE5479_t1,283,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE548,TTRE548_t1,257,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000067955,CBFB,ortholog_one2one,29.108,33.1551,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CBFB",True,Best human orthologue in WormBase ParaSite has < 40% identity: CBFB 29.108%
TTRE5480,TTRE5480_t1,228,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000060982,BCAT1,ortholog_one2many,45.7627,48.9637,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: BCAT1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: BCAT1 45.7627%
TTRE5481,TTRE5481_t1,1211,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5482,TTRE5482_t1,339,protein_coding,C15orf24 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZH82],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000134153,EMC7,ortholog_one2one,37.2197,34.2975,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EMC7",True,Best human orthologue in WormBase ParaSite has < 40% identity: EMC7 37.2197%
TTRE5483,TTRE5483_t1,236,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000108370,RGS9,ortholog_many2many,33.5968,25.2226,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RGS9",True,Best human orthologue in WormBase ParaSite has < 40% identity: RGS9 33.5968%
TTRE5484,TTRE5484_t1,298,protein_coding,Protein CIP2A  [Source:UniProtKB/TrEMBL;Acc:A0A077YYC7],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5485,TTRE5485_t1,536,protein_coding,Vacuolar protein sorting-associated protein 51 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6X7],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000149823,VPS51,ortholog_one2one,34.5013,32.7366,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: VPS51",True,Best human orthologue in WormBase ParaSite has < 40% identity: VPS51 34.5013%
TTRE5486,TTRE5486_t1,2324,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000145375,SPATA5,ortholog_one2one,34.6253,30.0112,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SPATA5",True,Best human orthologue in WormBase ParaSite has < 40% identity: SPATA5 34.6253%
TTRE5487,TTRE5487_t1,231,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5488,TTRE5488_t1,445,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000123933,MXD4,ortholog_one2many,17.2932,33.0144,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MXD4",True,Best human orthologue in WormBase ParaSite has < 40% identity: MXD4 17.2932%
TTRE5489,TTRE5489_t1,200,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE549,TTRE549_t1,197,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000116903,EXOC8,ortholog_one2one,30.3597,29.1034,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EXOC8",True,Best human orthologue in WormBase ParaSite has < 40% identity: EXOC8 30.3597%
TTRE5490,TTRE5490_t1,196,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000090273,NUDC,ortholog_one2many,48.0122,47.432,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NUDC",False,Best human orthologue found in WormBase Parasite has >= 40% identity: NUDC 48.0122%
TTRE5491,TTRE5491_t1,225,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000135392,DNAJC14,ortholog_many2many,6.32653,4.41595,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DNAJC14",True,Best human orthologue in WormBase ParaSite has < 40% identity: DNAJC14 6.32653%
TTRE5492,TTRE5492_t1,240,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000100353,EIF3D,ortholog_one2many,48.7179,52.0073,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EIF3D",False,Best human orthologue found in WormBase Parasite has >= 40% identity: EIF3D 48.7179%
TTRE5493,TTRE5493_t1,164,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000115541,HSPE1,ortholog_one2one,58.4071,64.7059,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HSPE1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: HSPE1 58.4071%
TTRE5494,TTRE5494_t1,726,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000120094,HOXB1,ortholog_many2many,16.7901,22.5914,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HOXB1",True,Best human orthologue in WormBase ParaSite has < 40% identity: HOXB1 16.7901%
TTRE5495,TTRE5495_t1,1450,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5496,TTRE5496_t1,158,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5497,TTRE5497_t1,178,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5498,TTRE5498_t1,230,protein_coding,Ras protein rab 7a  [Source:UniProtKB/TrEMBL;Acc:A0A077Z680],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000075785,RAB7A,ortholog_one2one,77.9904,78.744,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RAB7A",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RAB7A 77.9904%
TTRE5499,TTRE5499_t1,291,protein_coding,Synaptotagmin  [Source:UniProtKB/TrEMBL;Acc:A0A077Z012],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000067715,SYT1,ortholog_one2one,51.4286,55.4502,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SYT1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SYT1 51.4286%
TTRE55,TTRE55_t1,213,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000169490,TM2D2,ortholog_one2one,48.2234,44.3925,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TM2D2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: TM2D2 48.2234%
TTRE550,TTRE550_t1,1216,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000115020,PIKFYVE,ortholog_one2one,32.5037,10.5815,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PIKFYVE",True,Best human orthologue in WormBase ParaSite has < 40% identity: PIKFYVE 32.5037%
TTRE5500,TTRE5500_t1,324,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000121350,PYROXD1,ortholog_one2many,34.9544,23.0,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PYROXD1",True,Best human orthologue in WormBase ParaSite has < 40% identity: PYROXD1 34.9544%
TTRE5501,TTRE5501_t1,1136,protein_coding,DUF3800 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMX7],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5502,TTRE5502_t1,254,protein_coding,Nascent polypeptide associated complex protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZH89],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000136274,NACAD,ortholog_one2one,45.2489,6.40205,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NACAD",False,Best human orthologue found in WormBase Parasite has >= 40% identity: NACAD 45.2489%
TTRE5503,TTRE5503_t1,304,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000164828,SUN1,ortholog_one2one,23.1304,16.9427,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SUN1",True,Best human orthologue in WormBase ParaSite has < 40% identity: SUN1 23.1304%
TTRE5504,TTRE5504_t1,1056,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000138468,SENP7,ortholog_one2many,22.3433,7.80952,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SENP7",True,Best human orthologue in WormBase ParaSite has < 40% identity: SENP7 22.3433%
TTRE5505,TTRE5505_t1,168,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5506,TTRE5506_t1,273,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000164402,SEPTIN8,ortholog_many2many,46.6825,40.7868,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SEPTIN8",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SEPTIN8 46.6825%
TTRE5507,TTRE5507_t1,1064,protein_coding,---NA  [Source:UniProtKB/TrEMBL;Acc:A0A077ZQ60],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5508,TTRE5508_t1,1016,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5509,TTRE5509_t1,263,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE551,TTRE551_t1,207,protein_coding,"DNA-directed RNA polymerases I, II, and III subun it RPABC4  [Source:UniProtKB/TrEMBL;Acc:A0A077Z575]",Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000147669,POLR2K,ortholog_one2one,47.2222,58.6207,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POLR2K",False,Best human orthologue found in WormBase Parasite has >= 40% identity: POLR2K 47.2222%
TTRE5510,TTRE5510_t1,281,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000029364,SLC39A9,ortholog_one2one,35.2239,38.4365,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC39A9",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC39A9 35.2239%
TTRE5511,TTRE5511_t1,268,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5512,TTRE5512_t1,328,protein_coding,PAN domain protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5D5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5513,TTRE5513_t1,896,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000110057,UNC93B1,ortholog_one2one,16.0677,12.7303,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: UNC93B1",True,Best human orthologue in WormBase ParaSite has < 40% identity: UNC93B1 16.0677%
TTRE5514,TTRE5514_t1,1487,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5515,TTRE5515_t1,304,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000101665,SMAD7,ortholog_many2many,15.2429,21.3615,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SMAD7",True,Best human orthologue in WormBase ParaSite has < 40% identity: SMAD7 15.2429%
TTRE5516,TTRE5516_t1,213,protein_coding,Clathrin coat assembly protein ap 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5A8],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000072958,AP1M1,ortholog_one2one,80.5687,80.3783,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: AP1M1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: AP1M1 80.5687%
TTRE5517,TTRE5517_t1,242,protein_coding,ADP/ATP translocase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJS2],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000151475,SLC25A31,ortholog_one2one,60.8696,62.2222,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC25A31",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SLC25A31 60.8696%
TTRE5518,TTRE5518_t1,500,protein_coding,DUF4602 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBL5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5519,TTRE5519_t1,866,protein_coding,Ubiquitin conjugating enzyme E2 J1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEE5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000198833,UBE2J1,ortholog_one2one,46.875,42.4528,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: UBE2J1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: UBE2J1 46.875%
TTRE552,TTRE552_t1,240,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5520,TTRE5520_t1,255,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5521,TTRE5521_t1,1784,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5522,TTRE5522_t1,458,protein_coding,SH3BGR domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YXC0],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5523,TTRE5523_t1,438,protein_coding,Chitobiosyldiphosphodolichol  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1Z2],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000033011,ALG1,ortholog_one2many,40.0442,39.0086,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ALG1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: ALG1 40.0442%
TTRE5524,TTRE5524_t1,830,protein_coding,Trypsin domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2Z8],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5525,TTRE5525_t1,236,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000213782,DDX47,ortholog_one2one,69.0236,45.0549,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DDX47",False,Best human orthologue found in WormBase Parasite has >= 40% identity: DDX47 69.0236%
TTRE5526,TTRE5526_t1,224,protein_coding,Preprotein translocase subunit SecG  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHQ0],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5527,TTRE5527_t1,317,protein_coding,Secreted protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YW28],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5528,TTRE5528_t1,1543,protein_coding,Golgi-specific brefeldin A-resistance guanine nuc leotide exchange factor 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z157],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000107862,GBF1,ortholog_many2many,38.2883,36.5591,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GBF1",True,Best human orthologue in WormBase ParaSite has < 40% identity: GBF1 38.2883%
TTRE5529,TTRE5529_t1,177,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000101384,JAG1,ortholog_many2many,15.566,5.41872,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: JAG1",True,Best human orthologue in WormBase ParaSite has < 40% identity: JAG1 15.566%
TTRE553,TTRE553_t1,175,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5530,TTRE5530_t1,228,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5531,TTRE5531_t1,526,protein_coding,26S proteasome non-ATPase regulatory subunit 6  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2D4],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000163636,PSMD6,ortholog_one2many,19.5714,35.2185,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PSMD6",True,Best human orthologue in WormBase ParaSite has < 40% identity: PSMD6 19.5714%
TTRE5532,TTRE5532_t1,127,protein_coding,Nucleoside diphosphate kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ73],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000243678,NME2,ortholog_many2many,54.1667,59.8684,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NME2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: NME2 54.1667%
TTRE5533,TTRE5533_t1,298,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5534,TTRE5534_t1,320,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000135521,LTV1,ortholog_one2one,33.6343,31.3684,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LTV1",True,Best human orthologue in WormBase ParaSite has < 40% identity: LTV1 33.6343%
TTRE5535,TTRE5535_t1,226,protein_coding,"Predicted metal-dependent phosphohydrolase, HD superfamily  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8W2]",Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE5536,TTRE5536_t1,239,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000134324,LPIN1,ortholog_many2many,30.9776,28.4017,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LPIN1",True,Best human orthologue in WormBase ParaSite has < 40% identity: LPIN1 30.9776%
TTRE5537,TTRE5537_t1,1622,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000099899,TRMT2A,ortholog_many2many,30.3704,26.24,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TRMT2A",True,Best human orthologue in WormBase ParaSite has < 40% identity: TRMT2A 30.3704%
TTRE5538,TTRE5538_t1,1019,protein_coding,Glypican 6  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0Z5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000183098,GPC6,ortholog_one2many,25.7618,33.5135,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GPC6",True,Best human orthologue in WormBase ParaSite has < 40% identity: GPC6 25.7618%
